questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1,0.5516129032258064,0.5516129032258064,0.5516129032258064,0.5516129032258064
6,0.6516544117647058,0.7178823529411764,0.6427398123510246,0.7930824979933465
11,0.6066176470588236,0.6844411764705882,0.6137822149795618,0.7552631987209419
16,0.8844361602982292,0.9082297297297297,0.8866430490861367,0.929843723797209
21,0.8333333333333334,0.8720416666666666,0.8369837342226889,0.9071278001509216
26,0.9050332383665718,0.924425925925926,0.9085199827408688,0.9403644806445266
31,0.8675925925925927,0.9,0.8835473808124668,0.9165119658893313
36,0.9063360881542699,0.9224242424242424,0.9073769676651406,0.9375032984708564
41,0.8870370370370371,0.9124333333333333,0.8930220230284331,0.9318783018827901
46,0.896486229819563,0.9133703703703704,0.893763963817436,0.9329972024375028
51,0.9050691244239633,0.9286935483870968,0.9151702949114018,0.9422535145217666
56,0.9136822773186409,0.9314090909090909,0.9136754381945867,0.9491672410240097
61,0.902143522833178,0.934135135135135,0.9115987814424235,0.9566882552675027
66,0.9058713886300094,0.9184054054054054,0.8973993974155238,0.9394345747659982
71,0.8916666666666667,0.9153611111111111,0.8986473914147769,0.9321094213887979
76,0.8611369990680335,0.8945675675675675,0.8726134972255077,0.9165544209806432
81,0.8962962962962964,0.9196388888888889,0.9048367233926173,0.9344863832900968
86,0.936405529953917,0.9490000000000001,0.9344408887459034,0.9635709768479265
91,0.9456221198156682,0.9546714285714286,0.9455816715568295,0.96378373981246
96,0.9720410065237651,0.9720410065237651,0.9720410065237651,0.9720410065237651
101,1.0,0.5,0.4177203101705293,0.58258797086041
