questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1.0,0.6399177868905895,0.6490729505079312,0.6089644378402702,0.6892333186454805
6.0,0.794988526814168,0.8289088959660063,0.7764641789953297,0.881383061956858
11.0,0.8579429549291295,0.8811117482563477,0.8399386613101657,0.9223899813725247
16.0,0.9112494407832582,0.9078596920023021,0.8767773211158798,0.9390013587595187
21.0,0.9126476955448536,0.9245848994452436,0.8977759167688764,0.9514132587216797
26.0,0.9422531305257563,0.946940686097908,0.9255124327322594,0.9683789378225689
31.0,0.9483198749617903,0.9526257698823904,0.9335891295666738,0.9716703080906914
36.0,0.955186853221029,0.9105841484483308,0.8886302458542972,0.9326510850298952
41.0,0.9629349598451165,0.9331754816973344,0.9148361713539312,0.9516946480883253
46.0,0.9730617637182687,0.8918223013785574,0.8688681911557254,0.9149027018537318
51.0,0.9761067258353489,0.9276232726002607,0.9128181705022518,0.9424819187451462
56.0,0.9810616273092762,0.9135633776180161,0.8961185294030772,0.9311320726328494
61.0,0.9896305711532912,0.9055135032520566,0.8904510331877236,0.9206283217683281
66.0,0.9862079685756914,0.9019451583143588,0.886034439022629,0.9179086020524294
71.0,0.989997715790008,0.856745330206293,0.8329011105347967,0.8806726355955825
76.0,0.9889262413943635,0.8564021239397352,0.8326137469519683,0.8802738261705357
81.0,0.9958105903324038,0.7458809436350152,0.7039949569326315,0.7879212662899071
86.0,0.9968060873818411,0.7632779011073312,0.724406047764142,0.8022938711658557
91.0,0.9972068819141401,0.7805402152474734,0.744885682988036,0.8163283359536511
96.0,0.9966574179424496,0.8466574179424495,0.8219735109936083,0.8714338092005726
101.0,0.9977787037007633,0.7311120370340966,0.6872295357917122,0.7751589548263152
