fpr,tpr,threshold,questions
0.0,0.0,1.67622966934315,1
0.27586206896551724,0.4594594594594595,0.67622966934315,1
0.5517241379310345,0.972972972972973,0.45988966760385136,1
0.7586206896551724,1.0,0.0681195604867826,1
1.0,1.0,0.016662807599873986,1
0.0,0.0,1.9272112515410451,6
0.0,0.05128205128205128,0.9272112515410452,6
0.0,0.10256410256410256,0.8853572778212958,6
0.037037037037037035,0.10256410256410256,0.8795550010111445,6
0.037037037037037035,0.23076923076923078,0.815275941694096,6
0.07407407407407407,0.23076923076923078,0.8115764508614629,6
0.07407407407407407,0.28205128205128205,0.8044981840468837,6
0.1111111111111111,0.28205128205128205,0.7963646830440729,6
0.1111111111111111,0.358974358974359,0.7783153238145886,6
0.14814814814814814,0.358974358974359,0.7714998996568219,6
0.14814814814814814,0.7692307692307693,0.5992634124235491,6
0.25925925925925924,0.7692307692307693,0.584485918288917,6
0.25925925925925924,0.8461538461538461,0.5554477377510404,6
0.3333333333333333,0.8461538461538461,0.5254278740226428,6
0.3333333333333333,0.8717948717948718,0.5018254422033597,6
0.5185185185185185,0.8717948717948718,0.44061002248622955,6
0.5185185185185185,0.8974358974358975,0.3739314497043782,6
0.5555555555555556,0.8974358974358975,0.3737084005944694,6
0.5555555555555556,0.9487179487179487,0.3106302897832385,6
0.7407407407407407,0.9487179487179487,0.13591307765886998,6
0.7407407407407407,0.9743589743589743,0.13166482851691566,6
0.9629629629629629,0.9743589743589743,0.05281438348705901,6
0.9629629629629629,1.0,0.027264065335753176,6
1.0,1.0,0.027022988505747126,6
0.0,0.0,1.9540283790283788,11
0.0,0.03225806451612903,0.9540283790283788,11
0.0,0.3225806451612903,0.7877437858976672,11
0.02857142857142857,0.3225806451612903,0.7804574147711402,11
0.02857142857142857,0.3548387096774194,0.7800887918262646,11
0.05714285714285714,0.3548387096774194,0.770908282591289,11
0.05714285714285714,0.41935483870967744,0.7647819772819772,11
0.14285714285714285,0.41935483870967744,0.6869821486106888,11
0.14285714285714285,0.5161290322580645,0.6553195362291223,11
0.17142857142857143,0.5161290322580645,0.6161724763576616,11
0.17142857142857143,0.5483870967741935,0.6141626859276786,11
0.2,0.5483870967741935,0.6090045444348277,11
0.2,0.5806451612903226,0.6012822507920546,11
0.22857142857142856,0.5806451612903226,0.5965506644972874,11
0.22857142857142856,0.7741935483870968,0.5027367956017195,11
0.2571428571428571,0.7741935483870968,0.4808855682766358,11
0.2571428571428571,0.8064516129032258,0.45073024893286323,11
0.3142857142857143,0.8064516129032258,0.43292209081969446,11
0.3142857142857143,0.9354838709677419,0.3649736701207289,11
0.34285714285714286,0.9354838709677419,0.3632163847377126,11
0.34285714285714286,0.967741935483871,0.36169796575570007,11
0.45714285714285713,0.967741935483871,0.29635189912967697,11
0.45714285714285713,1.0,0.2773222077688309,11
1.0,1.0,0.051266634599967935,11
0.0,0.0,1.9099061325945437,16
0.0,0.03333333333333333,0.9099061325945438,16
0.0,0.43333333333333335,0.7723155340997788,16
0.05555555555555555,0.43333333333333335,0.7498786012068058,16
0.05555555555555555,0.8333333333333334,0.5714502823306921,16
0.1111111111111111,0.8333333333333334,0.5454051915977326,16
0.1111111111111111,0.9333333333333333,0.5109493831542914,16
0.2777777777777778,0.9333333333333333,0.46121636667121,16
0.2777777777777778,0.9666666666666667,0.4317166968497562,16
0.4444444444444444,0.9666666666666667,0.37122488461415476,16
0.4444444444444444,1.0,0.35630492941651287,16
1.0,1.0,0.11258911617161323,16
0.0,0.0,1.8810117596300255,21
0.0,0.02857142857142857,0.8810117596300254,21
0.0,0.37142857142857144,0.7236618159587043,21
0.03225806451612903,0.37142857142857144,0.7195308635268886,21
0.03225806451612903,0.6571428571428571,0.6321303390196196,21
0.06451612903225806,0.6571428571428571,0.6253436556141864,21
0.06451612903225806,0.8,0.5578303620997052,21
0.0967741935483871,0.8,0.5569098224830831,21
0.0967741935483871,0.8857142857142857,0.5511732076676342,21
0.12903225806451613,0.8857142857142857,0.5251555957111693,21
0.12903225806451613,0.9714285714285714,0.512273427032074,21
0.1935483870967742,0.9714285714285714,0.44374564585805865,21
0.1935483870967742,1.0,0.43732327634056745,21
1.0,1.0,0.15988610159192815,21
0.0,0.0,1.9447962744005598,26
0.0,0.030303030303030304,0.9447962744005597,26
0.0,0.9090909090909091,0.510918160280192,26
0.09090909090909091,0.9090909090909091,0.4809863248616556,26
0.09090909090909091,0.9696969696969697,0.4665367622368514,26
0.30303030303030304,0.9696969696969697,0.3656209791296934,26
0.30303030303030304,1.0,0.34907687863959325,26
1.0,1.0,0.09894758103041416,26
0.0,0.0,1.914282918668817,31
0.0,0.027777777777777776,0.9142829186688172,31
0.0,0.75,0.5767097307154131,31
0.03333333333333333,0.75,0.5696806854685761,31
0.03333333333333333,0.8055555555555556,0.5650715399251729,31
