x,mean,ci_lower,ci_upper,group
90.0,1.7821482689600117,1.7423385939775324,1.8231720679224834,random_diss
91.0,1.782697636352149,1.8269100282400452,1.7396099677582322,random_diss
92.0,1.7821951099076092,1.7433348470169647,1.8223870390563568,random_diss
93.0,1.7676623728056342,1.7278622318974637,1.8078208952832195,random_diss
94.0,1.7639610692939343,1.7226399732427797,1.8020785118560108,random_diss
95.0,1.765748050042244,1.7257594839698218,1.8087308629416914,random_diss
96.0,1.7644508209552403,1.724035783020552,1.8088238987436853,random_diss
97.0,1.7647402818273175,1.8011117560479442,1.724070899320306,random_diss
98.0,1.7599281026503775,1.7230428100493942,1.796951698132685,random_diss
99.0,1.7618792604096487,1.7232212204772666,1.7979229901263678,random_diss
100.0,1.761818048112049,1.7260214905331808,1.7985461898000563,random_diss
101.0,1.7621482931435835,1.7261349441407952,1.7967833738645567,random_diss
102.0,1.7592710398243363,1.7233345566791325,1.7967660506365677,random_diss
103.0,1.7540559940142053,1.7156112591869694,1.7926696634885346,random_diss
104.0,1.7516767323311941,1.7923824646819604,1.7123154753285688,random_diss
105.0,1.747998320332227,1.7857990704215136,1.710249410349388,random_diss
106.0,1.7482490788428031,1.7065002591751748,1.7838340706478555,random_diss
107.0,1.7460006015739489,1.7104317581065804,1.7808434477458182,random_diss
108.0,1.7487218155868536,1.7127869102078026,1.7878917230480074,random_diss
109.0,1.745555395421372,1.704935462665556,1.7841047720092214,random_diss
110.0,1.7462855554254837,1.710779888500984,1.783128616465011,random_diss
111.0,1.748203230365744,1.7142028273211303,1.7836368698195884,random_diss
112.0,1.7426329796397528,1.7788153893111116,1.708227668465311,random_diss
113.0,1.7480661868308338,1.712959241519953,1.7813909716910765,random_diss
114.0,1.751745581580709,1.71526198570519,1.7842617336749322,random_diss
115.0,1.7535382132791164,1.72079189271904,1.7834020924557439,random_diss
116.0,1.754492868528483,1.7198736194191144,1.7875498770850065,random_diss
117.0,1.7586484809505047,1.7258045787219378,1.790997501276893,random_diss
118.0,1.7576621897541016,1.7900489683007645,1.7240927502243817,random_diss
119.0,1.7537688371253979,1.7870054855610567,1.7229753395520235,random_diss
120.0,1.7516164509802894,1.7173337589826858,1.7859483758402168,random_diss
121.0,1.7575318014811316,1.7236560836947805,1.7880650133169376,random_diss
122.0,1.7527320185540027,1.7173243930670161,1.7850494412139355,random_diss
123.0,1.7503673249103096,1.7189987213016351,1.7815351553023302,random_diss
124.0,1.745361883631912,1.7134884753189206,1.776900833220022,random_diss
125.0,1.743301858692202,1.7108345029980998,1.773314363525265,random_diss
126.0,1.7435234850617605,1.7756799875143807,1.7093483316847975,random_diss
127.0,1.7389540783278186,1.7073849317283998,1.7674568553657795,random_diss
128.0,1.7411172553611696,1.708994387583563,1.7712686785482852,random_diss
129.0,1.7415732912276085,1.7089188028008397,1.7699301363877573,random_diss
130.0,1.7375279965243642,1.7066966479430101,1.7692873488918637,random_diss
131.0,1.7359007685880123,1.7038859403815394,1.7673758352212212,random_diss
132.0,1.7350383997968541,1.7635295237563875,1.7037133424458832,random_diss
133.0,1.7376294293008763,1.7049880767476375,1.7657972419990222,random_diss
134.0,1.738641623874886,1.7059452496149174,1.7674402486609708,random_diss
135.0,1.7371554406792824,1.7052625649679967,1.7658159401045623,random_diss
136.0,1.7357021808242945,1.703840341128951,1.7641910639663194,random_diss
137.0,1.735138357435726,1.7011787120306883,1.763795136582305,random_diss
138.0,1.7321627400338173,1.7602109900374605,1.700500291000504,random_diss
139.0,1.731870586857142,1.7016535721589847,1.7588305671808073,random_diss
140.0,1.7287373024492978,1.699135405322657,1.7582054641502538,random_diss
141.0,1.729542107961517,1.7012298105380381,1.754910542884714,random_diss
142.0,1.7298633867129367,1.6976082488445878,1.7559053769783057,random_diss
143.0,1.7341052573395324,1.701333358962777,1.7608505711728462,random_diss
144.0,1.7275911929199363,1.697869996865401,1.7534700980531441,random_diss
145.0,1.7325161807413096,1.7584557702594472,1.704566719161855,random_diss
146.0,1.7298801633775174,1.7012013962432337,1.7535913577303595,random_diss
147.0,1.7304626288241465,1.7028083496139548,1.7523746975965788,random_diss
148.0,1.729161298552271,1.697953434377761,1.752294606236163,random_diss
149.0,1.7302811962213667,1.69974797181381,1.7557830843912168,random_diss
150.0,1.727795179494322,1.6972799936459317,1.7528953289455698,random_diss
151.0,1.735551017496523,1.7615399130246419,1.704244918763919,random_diss
152.0,1.7352208390840946,1.705547906932792,1.7602327375014386,random_diss
153.0,1.7380689990384446,1.7089106423092653,1.7634990981327436,random_diss
154.0,1.7435304234279634,1.7116922903644969,1.7681066546494089,random_diss
155.0,1.7455419818544669,1.7128462038323498,1.771627090952104,random_diss
156.0,1.745919903246768,1.713074258809863,1.7733196792093047,random_diss
157.0,1.7484597812860063,1.7723200412082514,1.7149878450224971,random_diss
158.0,1.7476396456080594,1.7724571653284564,1.719197969825251,random_diss
159.0,1.7505862787824555,1.7201865541363783,1.775866500858888,random_diss
160.0,1.7549369045297933,1.7242067501601204,1.781981823239723,random_diss
161.0,1.7661890214381768,1.7360498644263584,1.7916729213936426,random_diss
162.0,1.7658875112936214,1.7351853469661926,1.7927624712903965,random_diss
163.0,1.76254475103085,1.731498589886395,1.7875065436145594,random_diss
164.0,1.758832526215993,1.7284988084655306,1.785508688156225,random_diss
165.0,1.7567900843445265,1.7839391129939612,1.727184381597045,random_diss
166.0,1.755883920874179,1.725387891295277,1.7820714789006267,random_diss
167.0,1.7523181891572874,1.720055881169008,1.7770071731527561,random_diss
168.0,1.7531367358347196,1.724788370309298,1.7800077571478194,random_diss
169.0,1.7546719628771803,1.7234721208658368,1.782775007262321,random_diss
170.0,1.7551966005661275,1.722240768074648,1.7815941961737707,random_diss
171.0,1.7555585666322053,1.7820676834636853,1.7241218486992957,random_diss
172.0,1.7571829928653215,1.7245619443464555,1.7837195830910484,random_diss
173.0,1.756466644782099,1.7246004249782987,1.7836366811880595,random_diss
174.0,1.7558235139583531,1.724564148667371,1.7847722609453038,random_diss
175.0,1.7558555245276206,1.7249778920107213,1.7833588968609073,random_diss
176.0,1.7543610091283366,1.7254347601822746,1.7818221500639697,random_diss
177.0,1.7538027887254106,1.782243824866072,1.7253912467058696,random_diss
178.0,1.75088564027086,1.71816892278836,1.7793994224120215,random_diss
179.0,1.748293228673561,1.717996455148278,1.77632320512005,random_diss
180.0,1.7469886293453722,1.715112457904815,1.7732062679300495,random_diss
181.0,1.7500409799228276,1.7200508845206008,1.776034984817213,random_diss
182.0,1.7524811260346276,1.7243507340649353,1.7773430882935963,random_diss
183.0,1.7525907637663292,1.723509996489395,1.7798939456598728,random_diss
184.0,1.752150769406168,1.7780137248875243,1.7243571520815841,random_diss
185.0,1.7493082301681935,1.7212436406885057,1.7744899919336217,random_diss
186.0,1.7477214538522072,1.720540104141482,1.773239889469358,random_diss
187.0,1.7463590796051605,1.7170837204312066,1.7724836753639286,random_diss
188.0,1.7486210999272296,1.7192928106186138,1.7714485249410181,random_diss
189.0,1.7574469253471936,1.728896925965057,1.7815908299988397,random_diss
190.0,1.7557064279653158,1.7801293928283672,1.726181940987012,random_diss
191.0,1.7552240654422,1.7251946226653856,1.7796500145264629,random_diss
192.0,1.7535858175596393,1.7267049944807922,1.7772594138121707,random_diss
193.0,1.7536279608275773,1.7239621939755716,1.777501536917023,random_diss
194.0,1.7515065735895305,1.7233457008253417,1.7734373055995571,random_diss
195.0,1.7515830273260253,1.7261979067699242,1.7735316195373285,random_diss
196.0,1.7508667266205467,1.7753041725624443,1.7251679660106316,random_diss
197.0,1.751640604856389,1.7740991752943351,1.7268612531911782,random_diss
198.0,1.7543070401400462,1.725337226342839,1.7775273258312168,random_diss
199.0,1.754161407726216,1.7248102281785496,1.7771261557107085,random_diss
200.0,1.75319451199662,1.7260809261414327,1.7753337439586125,random_diss
201.0,1.751781191253348,1.7267677773770762,1.7761545584670386,random_diss
202.0,1.7501621098883053,1.7219588686424887,1.7714921356199638,random_diss
203.0,1.7486270709524194,1.7718598280052114,1.7218276302985462,random_diss
204.0,1.7446532730644262,1.72109419728046,1.7672129279667084,random_diss
205.0,1.7456702900321868,1.7186873050634721,1.769425890275666,random_diss
206.0,1.7462042604209382,1.7214952389873928,1.76888354737429,random_diss
207.0,1.7463499139891834,1.7204637948689432,1.7685031470115435,random_diss
208.0,1.7464770366546556,1.7198482035544522,1.7698339031843713,random_diss
209.0,1.7474496311949608,1.7197001569591273,1.769055778535967,random_diss
210.0,1.7458519743957506,1.7187910076220843,1.7686331768845587,random_diss
0.0,1.6500775000474193,1.589723341662363,1.74767593976737,qsampled_diss
1.0,1.371131094205046,1.7067110197149464,2.2532224878375926,qsampled_diss
2.0,1.5799133683866633,1.6545868648510567,2.0530374165007403,qsampled_diss
3.0,1.4715576521442941,1.544330032676798,1.843815106634055,qsampled_diss
4.0,1.3890876848800287,1.5027748988370673,1.8334059189058516,qsampled_diss
5.0,1.4449241668671426,1.554969989371147,1.9012132634502104,qsampled_diss
6.0,1.4179634553346816,1.9803858182603007,1.620230556593215,qsampled_diss
7.0,1.4860069312809965,1.6301092965081385,1.9424528954727278,qsampled_diss
8.0,1.4826600864028294,1.6281543932605598,1.9039081120926766,qsampled_diss
9.0,1.4072012962098939,1.569348290516865,1.8777341006849553,qsampled_diss
10.0,1.386745486149723,1.6004368700005256,1.880917016288911,qsampled_diss
11.0,1.4608241740823082,1.6441453502942946,1.9623473490754464,qsampled_diss
12.0,1.4576193751602184,1.8784659786705302,1.614017798343744,qsampled_diss
13.0,1.539178836065805,1.7036702517554405,1.957815961075637,qsampled_diss
14.0,1.579088704930315,1.6847398109885865,1.919965716478545,qsampled_diss
15.0,1.5974481755165715,1.700366498125438,1.918151405761382,qsampled_diss
16.0,1.5888702814163913,1.6791649909768984,1.879729585978683,qsampled_diss
17.0,1.552792636878232,1.6477395159748023,1.8776464747595158,qsampled_diss
18.0,1.5629785861037553,1.8821595455607674,1.6650075724114102,qsampled_diss
19.0,1.538561340626864,1.650953645294243,1.846687095679274,qsampled_diss
20.0,1.5063426607587866,1.6683523804522955,1.860503801304411,qsampled_diss
21.0,1.5006184896076762,1.6782738895666363,1.8586093903348355,qsampled_diss
22.0,1.5222360648809585,1.6954011678939915,1.8584130582042926,qsampled_diss
23.0,1.5106835079510874,1.6952431908751098,1.8532251936995188,qsampled_diss
24.0,1.5359603269881459,1.7203606849506272,1.879288785129575,qsampled_diss
25.0,1.5268248627066834,1.8766114852997908,1.7257782275359081,qsampled_diss
26.0,1.5490123598246623,1.7256540398368387,1.8735291313513545,qsampled_diss
27.0,1.5430988209766103,1.7222958926241123,1.8586305370091787,qsampled_diss
28.0,1.541048090063633,1.7305136605692948,1.859974972856989,qsampled_diss
29.0,1.528993377929417,1.725301696849149,1.8605304242273595,qsampled_diss
30.0,1.5332270222626314,1.7199864012868482,1.8611136666213164,qsampled_diss
31.0,1.5521654459348704,1.866912276934588,1.731844686189905,qsampled_diss
32.0,1.57501370063965,1.7622266437735836,1.8950513114262153,qsampled_diss
33.0,1.5504728425160903,1.7433850821451393,1.867630332825781,qsampled_diss
34.0,1.5533381621098368,1.7308412358276,1.8564659991944956,qsampled_diss
35.0,1.554750845640642,1.724451261205455,1.8517966932686245,qsampled_diss
36.0,1.5300210149501543,1.6743162847824626,1.8112153056329483,qsampled_diss
37.0,1.5391554573703075,1.8161105892314966,1.6740621426819546,qsampled_diss
38.0,1.5263867874043069,1.7915827931464976,1.6468898987465381,qsampled_diss
39.0,1.5320956277850697,1.6468828520357717,1.7804005943020016,qsampled_diss
40.0,1.528082663517352,1.6476937959283666,1.7838642202129487,qsampled_diss
41.0,1.5274763553883193,1.644837332666046,1.7708809229157265,qsampled_diss
42.0,1.520925758597017,1.6558520423279155,1.776240821339895,qsampled_diss
43.0,1.5233936198384237,1.6505918066728413,1.7706609690346449,qsampled_diss
44.0,1.533727794084816,1.760314334188975,1.6541425359927842,qsampled_diss
45.0,1.533301806987048,1.6669669086450196,1.7855078117229308,qsampled_diss
46.0,1.546785162910376,1.6832221863672565,1.7974794541673478,qsampled_diss
47.0,1.551195858538311,1.6814265193205096,1.791597505375888,qsampled_diss
48.0,1.5268030013312361,1.6731649862229792,1.7743421074719612,qsampled_diss
49.0,1.527951527407445,1.6736074422508083,1.7780966145993684,qsampled_diss
50.0,1.5288985904929002,1.6740466832387302,1.775167305077221,qsampled_diss
51.0,1.5269916058515711,1.6829556814672295,1.778367319644117,qsampled_diss
52.0,1.5223051307142736,1.7678019038614035,1.6773513247893803,qsampled_diss
53.0,1.5163719860885143,1.6866656075888564,1.7910511192924705,qsampled_diss
54.0,1.5104558646649908,1.6979495584193336,1.800009938092255,qsampled_diss
55.0,1.498188491289627,1.688308582868809,1.7962948872053313,qsampled_diss
56.0,1.5021759193336865,1.6873855036737075,1.7987009340873807,qsampled_diss
57.0,1.5081087045935746,1.6885558346687888,1.7917916056078813,qsampled_diss
58.0,1.5078428385166167,1.7963539324610847,1.698780125588603,qsampled_diss
59.0,1.5190507572019813,1.6867473082190716,1.79784326487805,qsampled_diss
60.0,1.5277418976837276,1.7071017050076889,1.8134377861873128,qsampled_diss
61.0,1.513586095508417,1.7075262798849817,1.8046379554006358,qsampled_diss
62.0,1.5060320455997984,1.7325872030153378,1.831452628325621,qsampled_diss
63.0,1.4989990023792168,1.7246460307505591,1.8190319630006453,qsampled_diss
64.0,1.5048591571448673,1.8314299540230394,1.7352875847477354,qsampled_diss
65.0,1.4999906856610001,1.84713466415224,1.7436956506011683,qsampled_diss
66.0,1.491420267050827,1.7461629875776108,1.847396043903984,qsampled_diss
67.0,1.492180989163138,1.7395758632510459,1.8441687933431112,qsampled_diss
68.0,1.4928656236308442,1.744273102970572,1.8509221028023513,qsampled_diss
69.0,1.4837053984654738,1.730097297711093,1.836970386514092,qsampled_diss
70.0,1.4872267558788745,1.738735224855002,1.8357490776409169,qsampled_diss
71.0,1.488526907450358,1.7347443242050116,1.8312956735340515,qsampled_diss
72.0,1.4902428556648997,1.8301914193037285,1.733023738357642,qsampled_diss
73.0,1.4953833089578399,1.7316023894849162,1.8246226492252462,qsampled_diss
74.0,1.5017877358910132,1.7406680766572995,1.8299417832420433,qsampled_diss
75.0,1.5090800661796815,1.7457097447887802,1.844390677148535,qsampled_diss
76.0,1.505079853583792,1.7372290741271816,1.8307352678865991,qsampled_diss
77.0,1.5047183635349732,1.7327586471998564,1.8241424174914083,qsampled_diss
78.0,1.5037834917695292,1.8219175858325505,1.737038163949328,qsampled_diss
79.0,1.5064224197905696,1.7299872736658737,1.8148385472312392,qsampled_diss
80.0,1.5106966513819187,1.7370539137138,1.8222196806462903,qsampled_diss
81.0,1.5131521895511335,1.7379976484062343,1.813845303372233,qsampled_diss
82.0,1.5081097058495125,1.739265276817372,1.8249003648543791,qsampled_diss
83.0,1.5103163591069224,1.7413607050650788,1.8228321049523202,qsampled_diss
84.0,1.510906203220382,1.7436937692420968,1.8202292261837592,qsampled_diss
85.0,1.5162407603662948,1.8223788003148684,1.7419300502436255,qsampled_diss
86.0,1.51716811735235,1.7387602593904983,1.8206858320004058,qsampled_diss
87.0,1.5113403519298836,1.7477441521612935,1.83165178798342,qsampled_diss
88.0,1.5135357903424391,1.7505627964066446,1.837565087906226,qsampled_diss
89.0,1.5134685503550414,1.745170794466217,1.8278290102693988,qsampled_diss
90.0,1.5135138172238602,1.7423385939775324,1.8231720679224834,qsampled_diss
91.0,1.514650563137006,1.8269100282400452,1.7396099677582322,qsampled_diss
92.0,1.516873657697124,1.7433348470169647,1.8223870390563568,qsampled_diss
93.0,1.5173656148697745,1.7278622318974637,1.8078208952832195,qsampled_diss
94.0,1.516085706572132,1.7226399732427797,1.8020785118560108,qsampled_diss
95.0,1.5231146631666619,1.7257594839698218,1.8087308629416914,qsampled_diss
96.0,1.5257635388470827,1.724035783020552,1.8088238987436853,qsampled_diss
97.0,1.5262035082916356,1.8011117560479442,1.724070899320306,qsampled_diss
98.0,1.5216702072391708,1.7230428100493942,1.796951698132685,qsampled_diss
99.0,1.530988270509685,1.7232212204772666,1.7979229901263678,qsampled_diss
100.0,1.528750859096084,1.7260214905331808,1.7985461898000563,qsampled_diss
101.0,1.5308380093982885,1.7261349441407952,1.7967833738645567,qsampled_diss
102.0,1.5299403368850253,1.7233345566791325,1.7967660506365677,qsampled_diss
103.0,1.5291238784351155,1.7156112591869694,1.7926696634885346,qsampled_diss
104.0,1.5254028646110354,1.7923824646819604,1.7123154753285688,qsampled_diss
105.0,1.5184841360539587,1.7857990704215136,1.710249410349388,qsampled_diss
106.0,1.5179837100113056,1.7065002591751748,1.7838340706478555,qsampled_diss
107.0,1.517206798306305,1.7104317581065804,1.7808434477458182,qsampled_diss
108.0,1.518199430653687,1.7127869102078026,1.7878917230480074,qsampled_diss
109.0,1.521375372095362,1.704935462665556,1.7841047720092214,qsampled_diss
110.0,1.5228840847130096,1.710779888500984,1.783128616465011,qsampled_diss
111.0,1.519069984406138,1.7142028273211303,1.7836368698195884,qsampled_diss
112.0,1.520065942249478,1.7788153893111116,1.708227668465311,qsampled_diss
113.0,1.5154880801293131,1.712959241519953,1.7813909716910765,qsampled_diss
114.0,1.51229601081654,1.71526198570519,1.7842617336749322,qsampled_diss
115.0,1.513868321698131,1.72079189271904,1.7834020924557439,qsampled_diss
116.0,1.50804144394908,1.7198736194191144,1.7875498770850065,qsampled_diss
117.0,1.5054670892315731,1.7258045787219378,1.790997501276893,qsampled_diss
118.0,1.5060321855752679,1.7900489683007645,1.7240927502243817,qsampled_diss
119.0,1.5066069241651847,1.7870054855610567,1.7229753395520235,qsampled_diss
120.0,1.504514189831823,1.7173337589826858,1.7859483758402168,qsampled_diss
121.0,1.4995726919111028,1.7236560836947805,1.7880650133169376,qsampled_diss
122.0,1.4978375274996116,1.7173243930670161,1.7850494412139355,qsampled_diss
123.0,1.4947326488209929,1.7189987213016351,1.7815351553023302,qsampled_diss
124.0,1.490411470957862,1.7134884753189206,1.776900833220022,qsampled_diss
125.0,1.4906487433548152,1.7108345029980998,1.773314363525265,qsampled_diss
126.0,1.488278173292119,1.7756799875143807,1.7093483316847975,qsampled_diss
127.0,1.486206202558607,1.7073849317283998,1.7674568553657795,qsampled_diss
128.0,1.4811738167379884,1.708994387583563,1.7712686785482852,qsampled_diss
129.0,1.4836488466069837,1.7089188028008397,1.7699301363877573,qsampled_diss
130.0,1.4844520451771355,1.7066966479430101,1.7692873488918637,qsampled_diss
131.0,1.4859763458797846,1.7038859403815394,1.7673758352212212,qsampled_diss
132.0,1.4865145472126355,1.7635295237563875,1.7037133424458832,qsampled_diss
133.0,1.4867942430007743,1.7049880767476375,1.7657972419990222,qsampled_diss
134.0,1.4893390400907491,1.7059452496149174,1.7674402486609708,qsampled_diss
135.0,1.4903715954818566,1.7052625649679967,1.7658159401045623,qsampled_diss
136.0,1.4914488043968093,1.703840341128951,1.7641910639663194,qsampled_diss
137.0,1.4914628018969849,1.7011787120306883,1.763795136582305,qsampled_diss
138.0,1.4914021894102052,1.7602109900374605,1.700500291000504,qsampled_diss
139.0,1.4915689118652895,1.7016535721589847,1.7588305671808073,qsampled_diss
140.0,1.4896534367873304,1.699135405322657,1.7582054641502538,qsampled_diss
141.0,1.4905954250043862,1.7012298105380381,1.754910542884714,qsampled_diss
142.0,1.4904300468025897,1.6976082488445878,1.7559053769783057,qsampled_diss
143.0,1.4946586658285985,1.701333358962777,1.7608505711728462,qsampled_diss
144.0,1.4905718011478433,1.697869996865401,1.7534700980531441,qsampled_diss
145.0,1.490144348477245,1.7584557702594472,1.704566719161855,qsampled_diss
146.0,1.4910133683573605,1.7012013962432337,1.7535913577303595,qsampled_diss
147.0,1.4907937246919334,1.7028083496139548,1.7523746975965788,qsampled_diss
148.0,1.491521885384335,1.697953434377761,1.752294606236163,qsampled_diss
149.0,1.489427109758176,1.69974797181381,1.7557830843912168,qsampled_diss
150.0,1.4846429765888822,1.6972799936459317,1.7528953289455698,qsampled_diss
151.0,1.4815257732825338,1.7615399130246419,1.704244918763919,qsampled_diss
152.0,1.481081755460249,1.705547906932792,1.7602327375014386,qsampled_diss
153.0,1.4809259978926943,1.7089106423092653,1.7634990981327436,qsampled_diss
154.0,1.4809026483633008,1.7116922903644969,1.7681066546494089,qsampled_diss
155.0,1.4773234934389108,1.7128462038323498,1.771627090952104,qsampled_diss
156.0,1.4771060059011702,1.713074258809863,1.7733196792093047,qsampled_diss
157.0,1.4760284894618905,1.7723200412082514,1.7149878450224971,qsampled_diss
158.0,1.4760443815117974,1.7724571653284564,1.719197969825251,qsampled_diss
159.0,1.474593167451428,1.7201865541363783,1.775866500858888,qsampled_diss
160.0,1.4735456761866614,1.7242067501601204,1.781981823239723,qsampled_diss
161.0,1.4717012870080908,1.7360498644263584,1.7916729213936426,qsampled_diss
162.0,1.4720512996673794,1.7351853469661926,1.7927624712903965,qsampled_diss
163.0,1.4719051404123116,1.731498589886395,1.7875065436145594,qsampled_diss
164.0,1.4704993988561974,1.7284988084655306,1.785508688156225,qsampled_diss
165.0,1.471366564133017,1.7839391129939612,1.727184381597045,qsampled_diss
166.0,1.4715144015526278,1.725387891295277,1.7820714789006267,qsampled_diss
167.0,1.4691502257897664,1.720055881169008,1.7770071731527561,qsampled_diss
168.0,1.46781252514353,1.724788370309298,1.7800077571478194,qsampled_diss
169.0,1.4688075525673971,1.7234721208658368,1.782775007262321,qsampled_diss
