shpindex,shp,shpabs
134,-0.014035136300696489,0.014035136300696489
193,0.01136868984856287,0.01136868984856287
139,0.010861123916325124,0.010861123916325124
24,0.010661427551956532,0.010661427551956532
15,-0.010540691509120912,0.010540691509120912
104,0.01009436810868598,0.01009436810868598
119,-0.010075121562352107,0.010075121562352107
208,0.009689229911693062,0.009689229911693062
48,0.009409001942780656,0.009409001942780656
78,-0.009306553817561741,0.009306553817561741
109,0.009019443793062205,0.009019443793062205
140,0.00877909635408696,0.00877909635408696
97,0.008663830461820532,0.008663830461820532
68,-0.00858655366576153,0.00858655366576153
0,0.008544625501882749,0.008544625501882749
132,0.008535065123108887,0.008535065123108887
207,-0.008482194384742233,0.008482194384742233
32,-0.008379086755706278,0.008379086755706278
70,0.008277074986328408,0.008277074986328408
141,0.008187793848962671,0.008187793848962671
159,0.007956297300839226,0.007956297300839226
177,0.007816569284016339,0.007816569284016339
5,0.007735518533413396,0.007735518533413396
27,0.0073194599410350645,0.0073194599410350645
26,0.007085533284928081,0.007085533284928081
165,0.00708311545401714,0.00708311545401714
187,0.007068492257832404,0.007068492257832404
137,0.0069578746178186514,0.0069578746178186514
130,-0.006940383341881471,0.006940383341881471
106,0.006926955334071816,0.006926955334071816
163,0.0069255306738665815,0.0069255306738665815
180,0.0068128736132753885,0.0068128736132753885
153,0.0067891061371531695,0.0067891061371531695
179,-0.006737452771119484,0.006737452771119484
146,0.006697749517396148,0.006697749517396148
114,0.006624336473532867,0.006624336473532867
194,0.006510753322964409,0.006510753322964409
57,0.006145085769130404,0.006145085769130404
73,-0.006003811718444649,0.006003811718444649
112,0.00595998749340759,0.00595998749340759
154,0.005930353453892241,0.005930353453892241
54,0.005918363799535844,0.005918363799535844
209,0.005785422235981059,0.005785422235981059
155,-0.0057604893495228696,0.0057604893495228696
71,0.005396718689904562,0.005396718689904562
43,-0.005214506964215805,0.005214506964215805
144,0.005176127060463285,0.005176127060463285
183,0.005159576214614417,0.005159576214614417
200,0.005105136099875764,0.005105136099875764
22,0.004985387994616757,0.004985387994616757
167,0.0048898426705202445,0.0048898426705202445
76,0.004885901195477718,0.004885901195477718
171,0.004878487949912087,0.004878487949912087
149,0.004861804500058835,0.004861804500058835
7,-0.004831823537612818,0.004831823537612818
201,0.004818403116172342,0.004818403116172342
17,0.004749433073100159,0.004749433073100159
122,0.004713183975521844,0.004713183975521844
50,0.004679233320312714,0.004679233320312714
102,-0.004648204109533264,0.004648204109533264
204,0.004641137302108711,0.004641137302108711
8,-0.004637324095831679,0.004637324095831679
92,0.004602469056388584,0.004602469056388584
18,0.004596686248506657,0.004596686248506657
123,-0.00457242740046924,0.00457242740046924
83,0.004564342592808162,0.004564342592808162
10,0.004558671540553958,0.004558671540553958
133,-0.004494153186493941,0.004494153186493941
81,-0.00448616286527233,0.00448616286527233
20,0.004485470265960693,0.004485470265960693
126,-0.0043344454505156995,0.0043344454505156995
29,0.0042720570886168605,0.0042720570886168605
37,-0.00426136722096717,0.00426136722096717
203,0.004214991624770461,0.004214991624770461
90,-0.004152160165777043,0.004152160165777043
96,-0.004130632854191428,0.004130632854191428
47,-0.004100387229389321,0.004100387229389321
176,-0.004049447212310447,0.004049447212310447
98,-0.004010821850876721,0.004010821850876721
105,0.003963078452760073,0.003963078452760073
64,0.0039470466631597225,0.0039470466631597225
202,0.0038817983556375586,0.0038817983556375586
147,-0.0038813953732872606,0.0038813953732872606
74,0.0037626904915314284,0.0037626904915314284
55,0.003751358186631691,0.003751358186631691
111,0.0037360403169125244,0.0037360403169125244
56,0.003701383609254394,0.003701383609254394
99,-0.0036959588907215235,0.0036959588907215235
127,0.003601487549706975,0.003601487549706975
100,0.0035207814510653836,0.0035207814510653836
192,0.0034935870693524928,0.0034935870693524928
95,0.003456686329622463,0.003456686329622463
88,0.0034431939963511806,0.0034431939963511806
82,-0.003402626371847707,0.003402626371847707
3,0.0033569643631110708,0.0033569643631110708
101,0.00329080844582546,0.00329080844582546
129,0.0032801185252532366,0.0032801185252532366
156,0.0032636723738222267,0.0032636723738222267
169,0.0032397940887806966,0.0032397940887806966
117,0.0032109177994304647,0.0032109177994304647
175,0.0031877331437446454,0.0031877331437446454
94,0.003171653236344465,0.003171653236344465
125,0.0031681029884090433,0.0031681029884090433
148,0.003159180368884159,0.003159180368884159
84,0.003106587071403291,0.003106587071403291
168,0.0030589550240692097,0.0030589550240692097
33,-0.003053830031194172,0.003053830031194172
12,0.003021946029919688,0.003021946029919688
182,-0.00296084504471733,0.00296084504471733
28,0.002865772132316096,0.002865772132316096
151,-0.002847429137064203,0.002847429137064203
9,0.002801751692641234,0.002801751692641234
196,-0.002765218071996764,0.002765218071996764
157,0.00275175928151905,0.00275175928151905
86,-0.002749590526053329,0.002749590526053329
42,0.0027333446898024924,0.0027333446898024924
65,0.0027180122653372835,0.0027180122653372835
14,0.0026995002216600402,0.0026995002216600402
210,0.0025860235369730518,0.0025860235369730518
59,-0.0025715440927999034,0.0025715440927999034
38,0.002562112893835384,0.002562112893835384
107,0.0025505145516331114,0.0025505145516331114
172,-0.0024997783556796097,0.0024997783556796097
103,-0.002499350203927107,0.002499350203927107
46,0.002471481742475452,0.002471481742475452
195,-0.0024695589328163027,0.0024695589328163027
181,0.002455811471279994,0.002455811471279994
4,-0.0024536448564603424,0.0024536448564603424
11,-0.0024085511251161823,0.0024085511251161823
63,-0.0023741021365317277,0.0023741021365317277
79,0.0023531936206260076,0.0023531936206260076
152,0.0023087607559721113,0.0023087607559721113
93,0.0022852815361917387,0.0022852815361917387
142,-0.0022488427007891043,0.0022488427007891043
45,0.0022080119631543915,0.0022080119631543915
118,0.0021959538526802698,0.0021959538526802698
44,0.0021668270303551083,0.0021668270303551083
136,-0.0021092076926705,0.0021092076926705
66,0.002093855256936226,0.002093855256936226
135,0.002064739331737047,0.002064739331737047
40,-0.002032454761184399,0.002032454761184399
25,-0.0020036119688979794,0.0020036119688979794
170,-0.0018485100805464387,0.0018485100805464387
21,0.0018314861472005866,0.0018314861472005866
19,-0.0018051765251020444,0.0018051765251020444
206,0.0017678343620540747,0.0017678343620540747
120,-0.001745241533673523,0.001745241533673523
113,0.0016526349942363537,0.0016526349942363537
30,0.001598516863336966,0.001598516863336966
162,-0.001548405386739026,0.001548405386739026
52,-0.0015450971880701357,0.0015450971880701357
23,0.0015040283695359918,0.0015040283695359918
35,0.0014483792477231986,0.0014483792477231986
1,-0.0013835201591399994,0.0013835201591399994
31,0.0013830898823802417,0.0013830898823802417
36,0.001381730751441664,0.001381730751441664
124,0.0013548143122317394,0.0013548143122317394
58,0.001346673292548873,0.001346673292548873
198,-0.0013301174206683051,0.0013301174206683051
72,-0.0012989388127929015,0.0012989388127929015
110,0.001297364632979708,0.001297364632979708
2,0.0012194949267479362,0.0012194949267479362
116,0.0011212347503414947,0.0011212347503414947
145,0.0010813155939654975,0.0010813155939654975
174,-0.0010587476444423956,0.0010587476444423956
67,0.0010463546339542686,0.0010463546339542686
164,0.0010389778150581015,0.0010389778150581015
158,0.0009971475071739924,0.0009971475071739924
178,0.0009874398338718463,0.0009874398338718463
