fpr,tpr,tprU,tprL
0.0,0.0,0.0,0.0
0.001,0.014915254237288136,0.03264850518440088,0.0
0.002,0.029830508474576273,0.05471852964200127,0.004942487307151272
0.003,0.04474576271186441,0.07499202240510185,0.014499503018626975
0.004,0.059661016949152545,0.09431265576400472,0.025009378134300382
0.005,0.07457627118644068,0.1130095008061698,0.03614304156671157
0.006,0.08949152542372882,0.13125236143995725,0.04773068940750039
0.007,0.10440677966101695,0.14914265933124882,0.05967089999078508
0.008,0.11932203389830509,0.16674679171833254,0.07189727607827764
0.009,0.1342372881355932,0.18411106479257688,0.08436351147860956
0.01,0.14915254237288136,0.2012693032190503,0.09703578152671244
0.011,0.16406779661016951,0.21824710210116385,0.10988849111917517
0.012,0.17898305084745764,0.23506437345311537,0.1229017282417999
0.013,0.19389830508474576,0.2517369562294333,0.1360596539400582
0.014,0.2088135593220339,0.2682776796518389,0.1493494389922289
0.015,0.22372881355932206,0.2846970911000385,0.1627605360186056
0.016,0.23864406779661018,0.3010039695387536,0.1762841660544668
0.017,0.2535593220338983,0.31720569697875567,0.18991294708904094
0.018,0.2684745762711864,0.3333085331246487,0.20364061941772418
0.019,0.2833898305084746,0.349317822274154,0.21746183874279523
0.02,0.2983050847457627,0.3652381517198527,0.23137201777167277
0.021,0.31322033898305085,0.3810734747262439,0.24536720323985778
0.022,0.32813559322033903,0.39682720715635017,0.2594439792843279
0.023,0.34305084745762715,0.4125023041695455,0.2735993907457088
0.024,0.3579661016949153,0.4281013216133312,0.28783088177649935
0.025,0.3728813559322034,0.4436264654870363,0.30213624637737047
0.026,0.3877966101694915,0.4590796319781222,0.31651358836086085
0.027,0.4027118644067797,0.47446243994271353,0.33096128887084586
0.028,0.4176271186440678,0.48977625724342627,0.34547798004470937
0.029,0.43254237288135594,0.5050222220178212,0.3600625237448907
0.03,0.4474576271186441,0.5202012596948616,0.3747139945424266
0.031,0.46237288135593224,0.535314096380405,0.38943166633145954
0.032,0.47728813559322036,0.5503612690790141,0.40421500210742667
0.033,0.4922033898305085,0.5653431330960036,0.41906364656501344
0.034,0.5071186440677966,0.5802598668616226,0.43397742127397065
0.035,0.5220338983050847,0.5951114743317516,0.4489563222784178
0.036,0.5369491525423729,0.6098977850409614,0.46400052004378434
0.037,0.5518644067796611,0.6246184518096016,0.47911036174972055
0.038,0.5667796610169492,0.639272946032506,0.49428637600139247
0.039,0.5816949152542373,0.6538605503986641,0.5095292801098106
0.04,0.5966101694915255,0.6683803488042034,0.5248399901788475
0.041,0.6115254237288136,0.6828312131198091,0.540219634337818
0.042,0.6264406779661017,0.6972117863514854,0.555669569580718
0.043,0.6413559322033898,0.7115204615814316,0.5711914028253481
0.044,0.6562711864406781,0.7257553558817247,0.5867870169996314
0.045,0.6711864406779662,0.7399142781407129,0.6024586032152195
0.046,0.6861016949152543,0.7539946894067555,0.6182087004237531
0.047,0.7010169491525424,0.7679936539017607,0.6340402444033242
0.048,0.7159322033898305,0.7819077782371067,0.6499566285425544
0.049,0.7308474576271187,0.79573313550072,0.6659617797535173
0.05,0.7457627118644068,0.809465169659445,0.6820602540693685
0.051,0.7606779661016949,0.8230985739525013,0.6982573582508885
0.052,0.775593220338983,0.8366271343468796,0.7145593063310864
0.053,0.7905084745762713,0.8500435252028233,0.7309734239497192
0.054,0.8054237288135594,0.863339038243904,0.7475084193832148
0.055,0.8203389830508475,0.8765032163229457,0.7641747497787493
0.056,0.8352542372881356,0.8895233477562131,0.7809851268200582
0.057,0.8501694915254238,0.9023837503277259,0.7979552327231216
0.058,0.8650847457627119,0.9150647268839049,0.8151047646415188
0.059,0.8805128205128205,0.9279659358383883,0.8330597051872528
0.06,0.8810256410256411,0.9283906030559197,0.8336606789953624
0.061,0.8815384615384615,0.928814986843139,0.834261936233784
0.062,0.882051282051282,0.9292390856064788,0.8348634784960852
