x,mean,ci_lower,ci_upper
1.0,0.5226666666666666,0.4733277777777778,0.56935
6.0,0.5808888888888888,0.5264444444444444,0.6342277777777778
11.0,0.7595555555555555,0.6995388888888888,0.8137777777777778
16.0,0.8086666666666668,0.7371,0.8704555555555555
21.0,0.8571111111111112,0.8062111111111111,0.9093444444444443
26.0,0.8771111111111111,0.8117555555555555,0.9384444444444444
31.0,0.9295555555555556,0.8890833333333334,0.967338888888889
36.0,0.9255555555555557,0.8788833333333332,0.9626722222222223
41.0,0.9384444444444444,0.9073333333333334,0.9631166666666668
46.0,0.9406666666666664,0.91355,0.9639999999999999
51.0,0.9364444444444444,0.9099944444444443,0.9635555555555554
56.0,0.9426666666666665,0.9197722222222222,0.9635611111111111
61.0,0.9479999999999998,0.9242166666666665,0.969338888888889
66.0,0.952,0.9315555555555557,0.9715666666666666
71.0,0.9559999999999998,0.9346555555555557,0.9766666666666666
76.0,0.9604444444444444,0.9417777777777779,0.9786666666666667
81.0,0.9586666666666666,0.9402222222222223,0.9771222222222221
86.0,0.9615555555555556,0.9433333333333334,0.9800000000000001
91.0,0.9582222222222223,0.9342166666666667,0.9808888888888887
96.0,0.96,0.9406555555555556,0.9797777777777776
101.0,0.9635555555555555,0.9471000000000002,0.9795555555555555
106.0,0.9622222222222222,0.9451055555555553,0.9784444444444444
111.0,0.9628888888888889,0.9446500000000001,0.9797777777777776
116.0,0.9693333333333334,0.9531055555555554,0.985111111111111
121.0,0.9628888888888888,0.9437722222222221,0.9813333333333333
126.0,0.9633333333333333,0.9437777777777778,0.98045
131.0,0.9637777777777778,0.9444388888888887,0.9813388888888889
136.0,0.9631111111111113,0.943777777777778,0.9813333333333334
141.0,0.9633333333333333,0.9480000000000001,0.97845
146.0,0.9642222222222223,0.9442222222222222,0.9813333333333333
151.0,0.9666666666666666,0.9506666666666668,0.9831111111111112
156.0,0.9648888888888889,0.9475555555555555,0.9822222222222223
161.0,0.961111111111111,0.9404444444444444,0.9784444444444444
166.0,0.9646666666666667,0.9484444444444445,0.9802277777777779
171.0,0.9635555555555555,0.9442111111111111,0.9804500000000002
176.0,0.9648888888888889,0.9477777777777778,0.9802222222222221
181.0,0.9637777777777776,0.9448833333333332,0.9813388888888889
186.0,0.9640000000000001,0.9466611111111111,0.9817833333333333
191.0,0.9648888888888889,0.947988888888889,0.9813333333333334
196.0,0.9633333333333333,0.9453277777777778,0.9831111111111112
201.0,0.9657777777777776,0.9493333333333333,0.9811166666666667
206.0,0.965111111111111,0.9464388888888888,0.9815555555555555
