random_diss,qsampled_diss,qsampled_diss_pos,m2_diss,m2_diss_pos,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
4.330733340286331,0.1486831976451249,0.2799600263578706,0.1486831976451249,0.2799600263578706,4.330733340286331,4,1,4,5,0
3.7814271959522765,1.6904021246316732,2.8449093838194073,1.8342431608575636,1.7071645859257256,3.9252682321781664,3,2,3,4,0
3.8293742080275734,1.2242939777293884,0.48405538270138593,1.320188001879982,0.41516580970960987,3.8293742080275734,5,1,1,2,0
3.2364784121406722,0.838310063933987,0.30412386838672956,2.043661229963833,1.33241970021354,3.2364784121406722,2,3,4,2,0
2.475897812715744,0.682090280339824,0.18041934376166366,1.64544772921104,1.0288984724771308,3.2364784121406722,3,3,1,1,0
2.5072253465644048,0.09616212872632587,0.7512333350506191,1.176858880496299,1.45279948249942,2.815584943756434,4,1,4,5,0
2.5593682255022987,0.08093060653444331,0.8776791653900271,0.7861310131481699,1.337783100211387,3.3828198008517383,4,1,4,4,0
2.0674080168284465,0.0909191072758277,0.7638304054784824,0.9631896785591331,1.391679097363981,2.7453345683536527,1,2,3,5,0
2.111041577593898,0.14399680882266905,0.7919280289753947,0.9021830718721541,1.3468937969295145,2.72029394643035,4,2,4,5,0
2.2036412888797363,0.21429625863358118,0.7664390255495598,1.15746506028394,1.3468937969295145,2.8349554730923545,3,4,4,4,0
1.9894322157855875,1.195277488693165,0.8644248325097337,1.0527256372783629,1.283872185033577,2.737799061266221,1,3,3,4,0
1.934650655060092,1.0990006088237476,0.8119936725044653,1.016767791606521,1.283872185033577,2.7485687499096443,1,2,2,4,0
1.9665222255752883,1.0079371472131753,0.8086300033703363,0.9097904079564753,1.2279990371978597,2.892401894489343,5,3,2,5,0
1.8400777279066707,1.243705669647979,0.8446496382600076,0.5942473252252329,1.1836054943400869,2.7002464078951474,1,2,4,5,0
1.8442451586350601,1.2852415077656658,0.7892114150244193,0.8012242457723772,1.1836054943400869,2.817525022984895,4,1,2,4,0
1.8610550181799483,1.3381887386764586,0.8205221337326967,0.801236697272306,1.1974285211520181,2.8155311929118345,3,3,5,5,0
1.765605278134167,1.4171035795134272,0.9156107101274656,0.8581106970232432,1.1911554618099884,2.8019562803505593,5,5,3,5,0
1.687386947407822,1.350330030448754,0.8611059332967473,0.8213723148215027,1.1182810348671022,2.535784307373105,4,1,2,4,0
1.6753595503137715,1.4942884625165838,0.830021236619203,1.0755960930487116,1.1885261918296028,2.484450952403217,3,1,3,5,0
1.5686690576110165,1.4939926025753925,0.926048255452085,1.1054225334272363,1.2684431515062735,2.352573638982995,1,3,1,2,0
1.7349565890366663,1.4263138067188388,0.7929365131758899,1.229598502557433,1.3919037830644132,2.3653961877043757,2,1,3,3,0
1.7940110921058916,1.3794676335005944,0.8072280750119578,1.3247296852057657,1.4482723592996647,2.3147533136695113,3,3,2,3,0
1.7943903042738072,1.3233740567039223,0.814189017131838,1.3247296852057657,1.4069310767959642,2.3165601576531536,2,1,5,5,0
1.8028323581135948,1.256317574806368,0.882283119557731,1.3517026097233944,1.3677095548824787,2.24622726472105,2,3,3,3,0
1.845995637572468,1.2380715446016688,0.8931858316723024,1.3691126879240874,1.3633564077883398,2.3740318835279757,1,3,4,3,0
1.9827102875379583,1.1891176844774962,0.946665670218717,1.3691126879240874,1.3635057099237364,2.3740318835279757,4,4,4,4,0
2.0074902633181675,1.2418741700867146,0.9605449464634865,1.406193209408167,1.3346182895664038,2.475232166175778,2,2,3,4,0
2.0804179589834755,1.2410199527115857,0.9500894405876125,1.4378066304807706,1.3358373569115733,2.4668706584473505,1,4,4,2,0
2.273689359130962,1.1978779903160683,0.9685966644615956,1.4378066304807706,1.3642400980077967,2.3560290629858938,3,3,4,5,0
2.3265780036632036,1.287747902328789,0.9627754670489664,1.4765075257435172,1.3839029393802997,2.4160878911601342,1,1,2,5,0
2.3557863681803557,1.261136364720005,1.0138762804765107,1.5777878362570656,1.3480595364259225,2.327100009093158,5,4,1,5,0
2.4284797167009162,1.2629138689840893,1.074522426313745,1.5974264695933957,1.4234907021541348,2.426108111632285,3,1,2,5,0
2.52382462565181,1.2541971717212066,1.0586387133677986,1.6805583891324534,1.4539327753763558,2.461029809919511,1,3,4,4,0
2.4204159023490464,1.3406843171225364,1.155166046940352,1.6887333618336737,1.4651920894553934,2.4359230398722933,4,1,2,5,0
2.369702394732399,1.3409075392747398,1.1488429801626532,1.6416520601738747,1.4672481238788264,2.4161036342133184,4,3,3,1,0
2.174024624103653,1.3668458156140306,1.1876637257530784,1.6926313786850442,1.4957404488870465,2.6231178168955016,2,2,2,4,0
2.1981075192120287,1.3647532194795706,1.2161219692724436,1.6830732779401631,1.5171838261675514,2.6587756106766474,2,3,3,1,0
2.1981075192120287,1.3648578610096096,1.1989398662484378,1.6831770821483407,1.4927163841908804,2.6587756106766474,4,1,3,3,0
2.23268435114272,1.326037813817514,1.1990901199003132,1.6975792703632926,1.4566598046068242,2.659780387494295,2,3,3,2,0
2.2326251710870113,1.2932299174790216,1.1761168673962215,1.6503792887156294,1.4542586529624313,2.727384349316471,2,2,4,2,0
2.2999599934570676,1.2969937220879562,1.3512319609397478,1.6450308525580184,1.4671209284948723,2.692124672844876,2,1,4,4,0
2.2696268162686746,1.2925255462571992,1.3554039031697955,1.6338813977812092,1.4419903721162488,2.6828449982390303,4,4,2,3,0
2.145769347896958,1.2652083607310003,1.357916877976237,1.6147277159296904,1.4143588032314296,2.637326746406599,2,3,2,3,0
2.1410652270201402,1.2859301512552488,1.4834331639362686,1.6384442917121689,1.4466787485232355,2.6475420456272403,5,3,4,5,0
2.095820700078323,1.2795116476070094,1.4608695840936063,1.600639140087929,1.4142845349400062,2.6191368888898636,2,5,3,5,0
2.079726937192453,1.2563913621133327,1.4801933331538295,1.6538930045102198,1.4174444009933107,2.597944420603104,5,1,1,4,0
2.065659701116855,1.2576454496143818,1.5016626929674117,1.6359322518727688,1.4136539835037218,2.559741550169653,4,2,5,5,0
2.137214441346038,1.214809183738849,1.5686061563582345,1.7207907830335967,1.4495329894790918,2.561018001567535,1,4,3,2,0
2.1292061780507825,1.2136612198736674,1.5382568159981065,1.7052744533652373,1.4504287968813845,2.5251752530608207,4,1,4,4,0
2.1373752366191305,1.1839839192733326,1.5292878207078013,1.705945177280845,1.4388675088817098,2.505865655290041,2,1,3,4,0
2.137683464833155,1.1697503984369588,1.5689681373643238,1.7068769630388725,1.4332923175996626,2.5071279683925263,2,2,3,2,0
2.1198724597479495,1.173829269849547,1.557669784973988,1.6989298835872375,1.424714845262898,2.460630660393834,3,3,3,3,0
2.0568382883827425,1.1414247000187463,1.5576697849739878,1.6215094749255743,1.4221896148842286,2.374540271915205,2,3,2,4,0
2.061476024246839,1.1284603085416696,1.562138980886054,1.6044800531246557,1.4422300010046487,2.380054742282832,4,1,3,4,0
2.06148056015349,1.1284643295012553,1.5666061516475673,1.5989181010117404,1.4932189783223138,2.380054742282832,5,1,1,3,0
2.041128865085269,1.1773094192838593,1.5761081202271288,1.5642526553906353,1.46953874192065,2.368386390170349,4,1,3,4,0
1.9921559244552907,1.1767782318920033,1.6018903917625087,1.5801263549927347,1.4749587311958263,2.3883196005122036,3,5,3,5,0
2.0409020105188542,1.177609927602889,1.6001421908853946,1.7730679531756852,1.4540050493201926,2.425712435559303,5,3,4,3,0
2.0344408345024867,1.171868368822903,1.5903964872486809,1.8391137575925471,1.433111713515869,2.4234471112399567,1,1,3,4,0
2.004938634808873,1.1614978209894844,1.5952664800863734,1.8141176731888682,1.439474654424612,2.413467071956588,1,2,3,5,0
1.972456542697413,1.203809867108943,1.5984170619058575,1.7624634717093077,1.418034465521194,2.4146169863016373,3,3,5,5,0
