variable,questions,mean,var,lower,upper
qsampled,1,0.2595142833424953,0.0913442615504309,0.24075936340688192,0.27826920327810883
runif,1,0.46823168764278617,0.11811084806723005,0.446905193201489,0.4895581820840832
m2,1,0.40720383812193084,0.09720937590442416,0.3878561687438653,0.4265515074999966
qsampled,2,0.2271242407221974,0.07781972665851734,0.20981334937929777,0.24443513206509696
runif,2,0.4011395969225601,0.11612955518280098,0.37999273346255674,0.4222864603825634
m2,2,0.34259752593459336,0.09456241291788187,0.3235150882596243,0.36167996360956245
qsampled,3,0.27080627492581055,0.10841152740509757,0.2503742075747013,0.2912383422769198
runif,3,0.45166702643262124,0.12726126165520987,0.42952982625994995,0.47380422660529253
m2,3,0.4041875411630296,0.12149501526929579,0.38255767611250663,0.42581740621355274
qsampled,4,0.3519270355561171,0.14847506515198886,0.32801583720088273,0.37583823391135146
runif,4,0.5114385075501728,0.13879883880394545,0.4883195899915074,0.5345574251088383
m2,4,0.4667922234406443,0.15313236122769422,0.44250890307373575,0.49107554380755275
qsampled,5,0.3612023902409477,0.14878781256850962,0.337266021896228,0.38513875858566726
runif,5,0.539707354310957,0.12866651733321657,0.5174482670075686,0.5619664416143453
m2,5,0.5030591348922862,0.1404405670120133,0.47980389269150686,0.5263143770930652
qsampled,6,0.38804171276076077,0.1519483040024349,0.36385245689349893,0.4122309686280226
runif,6,0.5133032240108548,0.1371784680591961,0.49031965049997356,0.5362867975217361
m2,6,0.5073619580022488,0.13783060016950366,0.4843238185106814,0.5304000974938162
qsampled,7,0.37302438587270687,0.14770169482708123,0.349175542615594,0.3968732291298197
runif,7,0.5117706171775662,0.13631703005067042,0.48885932215477956,0.5346819122003531
m2,7,0.48807042461663014,0.13425576721065982,0.4653330113592633,0.510807837873997
qsampled,8,0.39534438587270687,0.15578819033723376,0.3708513935624472,0.4198373781829667
runif,8,0.5321806171775664,0.13944140973716873,0.5090082467558903,0.5553529875992425
m2,8,0.5060904246166301,0.13978691986012592,0.4828893635241676,0.5292914857090926
qsampled,9,0.4203331858724287,0.14989463930774394,0.39630795163333177,0.4443584201115255
runif,9,0.5299621441677869,0.13933520748427256,0.5067985997709964,0.5531256885645773
m2,9,0.5162776147038224,0.1308322895889591,0.49383197172457677,0.5387232576830681
qsampled,10,0.4169261957593183,0.15501406915650293,0.39249413283279033,0.4413582586858461
runif,10,0.5471790566673925,0.14393905750315267,0.5236359425772895,0.5707221707574958
m2,10,0.5156180188048093,0.14016102087878196,0.49238593284515053,0.538850104764468
qsampled,11,0.4741702361082989,0.16989685103703897,0.44859219714248016,0.49974827507411773
runif,11,0.5696837222401228,0.16181389932359283,0.5447215433263234,0.5946459011539221
m2,11,0.53169457863656,0.1601842432579799,0.5068584170449386,0.5565307402281814
qsampled,12,0.4741702361082989,0.16989685103703897,0.44859219714248016,0.49974827507411773
runif,12,0.5696837222401228,0.16181389932359283,0.5447215433263234,0.5946459011539221
m2,12,0.53169457863656,0.1601842432579799,0.5068584170449386,0.5565307402281814
qsampled,13,0.46211801638368794,0.17427849021113118,0.4362122482343647,0.48802378453301126
runif,13,0.5769701869864767,0.1590297760348749,0.5522236858462704,0.6017166881266831
m2,13,0.5420361771309733,0.15866295899463728,0.5173182325261106,0.566754121735836
qsampled,14,0.44613431404835086,0.1647398769227414,0.42094745866945943,0.4713211694272423
runif,14,0.5482620707207475,0.1577335365743036,0.5236166293472555,0.5729075120942393
m2,14,0.5008924723653597,0.154026615999277,0.4765383509478816,0.5252465937828378
qsampled,15,0.4439032281833762,0.16523360263956605,0.4186786585146404,0.46912779785211206
runif,15,0.5556196382381725,0.1576416771755536,0.5309813743019627,0.5802579021743826
m2,15,0.5207661573866983,0.15557861188959063,0.49628964556463917,0.5452426692087574
qsampled,16,0.43291513162256196,0.16726942760331556,0.4075356431093818,0.4582946201357421
runif,16,0.5543092688255468,0.15484124284931997,0.5298908294391816,0.5787277082119121
m2,16,0.520363830009314,0.15359724768484176,0.49604367734989174,0.5446839826687362
qsampled,17,0.43291513162256196,0.16726942760331556,0.4075356431093818,0.4582946201357421
runif,17,0.5543092688255468,0.15484124284931997,0.5298908294391816,0.5787277082119121
m2,17,0.520363830009314,0.15359724768484176,0.49604367734989174,0.5446839826687362
qsampled,18,0.4435861535898018,0.17092713471050386,0.4179306770354174,0.4692416301441864
runif,18,0.5804477169075066,0.16083234704761687,0.5555613626081091,0.6053340712069042
m2,18,0.5368770959415394,0.16596578910686163,0.5115967002382762,0.5621574916448027
qsampled,19,0.4435861535898018,0.17092713471050386,0.4179306770354174,0.4692416301441864
runif,19,0.5804477169075066,0.16083234704761687,0.5555613626081091,0.6053340712069042
m2,19,0.5368770959415394,0.16596578910686163,0.5115967002382762,0.5621574916448027
qsampled,20,0.48951231098031384,0.16420986621496278,0.4643660045493785,0.5146586174112494
runif,20,0.5920613091131134,0.1548615626815344,0.5676412675621542,0.6164813506640726
m2,20,0.5402737266901266,0.15096515435186966,0.5161628535732536,0.5643845998069996
qsampled,21,0.4991036214327182,0.16566895910455504,0.47384584285488257,0.5243614000105539
runif,21,0.5967074473364878,0.15424272713761455,0.5723362465590707,0.621078648113905
m2,21,0.5547650491719684,0.14921755535189155,0.5307941381301913,0.5787359602137456
qsampled,22,0.47603444728731464,0.1638876721531156,0.4509128225911092,0.5011560719835202
runif,22,0.569467973489576,0.15648346711435704,0.5449203863778785,0.5940155606012733
m2,22,0.5117134282012336,0.14836209488797564,0.4878113282370654,0.5356155281654017
qsampled,23,0.4738901287548297,0.16149055924370137,0.44895290229888524,0.49882735521077454
runif,23,0.5703307469615989,0.15698404694963367,0.5457439281793361,0.5949175657438615
m2,23,0.5091123533911177,0.14719428022613584,0.4853045105516136,0.532920196230622
qsampled,24,0.4738901287548297,0.16149055924370137,0.44895290229888524,0.49882735521077454
runif,24,0.5703307469615989,0.15698404694963367,0.5457439281793361,0.5949175657438615
m2,24,0.5091123533911177,0.14719428022613584,0.4853045105516136,0.532920196230622
qsampled,25,0.4619413674877954,0.15646903747287186,0.4373949121923019,0.4864878227832892
runif,25,0.5740668535428104,0.15217819101532873,0.5498593062766118,0.598274400809009
m2,25,0.5045061459609493,0.14574749404327392,0.4808155967994892,0.5281966951224095
qsampled,26,0.42251543798849395,0.15322284381765228,0.3982249444374664,0.4468059315395217
runif,26,0.5653251729185388,0.15191563455819287,0.5411385175805563,0.5895118282565213
m2,26,0.4406514558197781,0.14312017621313813,0.41717540661890395,0.46412750502065225
qsampled,27,0.41896665418283624,0.1529020438190153,0.39470160224703105,0.44323170611864166
runif,27,0.5643840239773593,0.15235653555119966,0.5401622959025035,0.5886057520522151
m2,27,0.43781883284714435,0.14292040199922618,0.4143591738825877,0.4612784918117011
qsampled,28,0.4189352044095887,0.152877468135016,0.3946721025922954,0.4431983062268822
runif,28,0.5643660460081444,0.15234791205868417,0.5401450034268442,0.5885870885894451
m2,28,0.4377748640204218,0.14290914391755297,0.4143161290525594,0.46123359898828437
qsampled,29,0.4189352044095887,0.152877468135016,0.3946721025922954,0.4431983062268822
runif,29,0.5643660460081444,0.15234791205868417,0.5401450034268442,0.5885870885894451
m2,29,0.4377748640204218,0.14290914391755297,0.4143161290525594,0.46123359898828437
qsampled,30,0.4189352044095887,0.152877468135016,0.3946721025922954,0.4431983062268822
runif,30,0.5643660460081444,0.15234791205868417,0.5401450034268442,0.5885870885894451
m2,30,0.4377748640204218,0.14290914391755297,0.4143161290525594,0.46123359898828437
qsampled,31,0.4183254679133378,0.15241589044310083,0.3940990221607949,0.4425519136658809
runif,31,0.5675363999130184,0.15057289820885725,0.5434568710809466,0.5916159287450902
m2,31,0.4371285882087255,0.14241806944380112,0.4137101932047734,0.46054698321267773
qsampled,32,0.4182437045303221,0.15242527616172913,0.39401651286112277,0.4424708961995217
runif,32,0.5674885303048086,0.1505708453847417,0.5434091656165055,0.5915678949931117
m2,32,0.43706230479169333,0.1424191445498708,0.41364382139582867,0.4604807881875581
qsampled,33,0.4162835137201781,0.14899979728363025,0.3923300998322693,0.4402369276080871
runif,33,0.5518778384897146,0.14927319093020103,0.5279024591023486,0.5758532178770807
m2,33,0.40504828993734293,0.13245536516706888,0.38246384834063535,0.42763273153405074
qsampled,34,0.41991117989248666,0.148398680761649,0.39600613299869414,0.4438162267862793
runif,34,0.5550983754299779,0.1478223079649709,0.5312397966825938,0.5789569541773619
m2,34,0.4088746524112491,0.131973244375678,0.3863313505412771,0.4314179542812212
qsampled,35,0.4198032319035027,0.14832534744697715,0.3959040922487186,0.44370237155828696
runif,35,0.5551257206953777,0.1478066298024494,0.5312684072123474,0.578983034178408
m2,35,0.408916923604088,0.13195572392651916,0.3863751181809367,0.43145872902723936
qsampled,36,0.4198032319035027,0.14832534744697715,0.3959040922487186,0.44370237155828696
runif,36,0.5551257206953777,0.1478066298024494,0.5312684072123474,0.578983034178408
m2,36,0.408916923604088,0.13195572392651916,0.3863751181809367,0.43145872902723936
qsampled,37,0.4196707025933737,0.14825325895095978,0.39577737132686536,0.443564033859882
runif,37,0.5551087378737805,0.14777293299439342,0.5312541440290317,0.5789633317185294
m2,37,0.40884373497952015,0.13196086295287446,0.38630149061442365,0.43138597934461687
qsampled,38,0.4117880032089185,0.1483299611919142,0.387888491858807,0.43568751455903
runif,38,0.54678924621922,0.14766350910281795,0.5229434860148161,0.5706350064236239
m2,38,0.40722576725513326,0.1337065505755016,0.384534909029858,0.42991662548040854
qsampled,39,0.41178995613186153,0.14832820718221496,0.3878905860886657,0.43568932617505735
runif,39,0.5467912736814626,0.14766367564237046,0.5229455000300632,0.570637047332862
m2,39,0.407228599359751,0.13370700737331473,0.3845377023737512,0.4299194963457509
qsampled,40,0.42516498275241976,0.1587982927603407,0.4004364986381427,0.44989346686669696
runif,40,0.5694705604425919,0.15427967221392933,0.5450964410771195,0.5938446798080645
m2,40,0.4493979186300873,0.14705176651286686,0.42560160397545527,0.4731942332847195
qsampled,41,0.42516498275241976,0.1587982927603407,0.4004364986381427,0.44989346686669696
runif,41,0.5694705604425919,0.15427967221392933,0.5450964410771195,0.5938446798080645
m2,41,0.4493979186300873,0.14705176651286686,0.42560160397545527,0.4731942332847195
qsampled,42,0.42516498275241976,0.1587982927603407,0.4004364986381427,0.44989346686669696
runif,42,0.5694705604425919,0.15427967221392933,0.5450964410771195,0.5938446798080645
m2,42,0.4493979186300873,0.14705176651286686,0.42560160397545527,0.4731942332847195
qsampled,43,0.42516498275241976,0.1587982927603407,0.4004364986381427,0.44989346686669696
runif,43,0.5694705604425919,0.15427967221392933,0.5450964410771195,0.5938446798080645
m2,43,0.4493979186300873,0.14705176651286686,0.42560160397545527,0.4731942332847195
qsampled,44,0.42516498275241976,0.1587982927603407,0.4004364986381427,0.44989346686669696
runif,44,0.5694705604425919,0.15427967221392933,0.5450964410771195,0.5938446798080645
m2,44,0.4493979186300873,0.14705176651286686,0.42560160397545527,0.4731942332847195
qsampled,45,0.42540767207144004,0.15880593468654444,0.40067859295398633,0.45013675118889385
runif,45,0.5696382440889927,0.15426037036497256,0.5452656494878639,0.5940108386901216
m2,45,0.4494656053591907,0.14705663687988665,0.4256688966398383,0.47326231407854313
qsampled,46,0.42540767207144004,0.15880593468654444,0.40067859295398633,0.45013675118889385
runif,46,0.5696382440889927,0.15426037036497256,0.5452656494878639,0.5940108386901216
m2,46,0.4494656053591907,0.14705663687988665,0.4256688966398383,0.47326231407854313
qsampled,47,0.4246770594268994,0.1588936796896156,0.39994114947694853,0.4494129693768503
runif,47,0.569601963268183,0.1544692127798459,0.5452128760646242,0.5939910504717418
m2,47,0.44960972030714025,0.14705680466548562,0.4258129980122568,0.4734064426020237
qsampled,48,0.4603528306736783,0.15930343476466138,0.43558504677315313,0.4851206145742035
runif,48,0.5764077073512113,0.15476290205775076,0.551995445911556,0.6008199687908667
m2,48,0.4728415575214666,0.1507859164372331,0.448745001834766,0.4969381132081672
qsampled,49,0.4603528306736783,0.15930343476466138,0.43558504677315313,0.4851206145742035
runif,49,0.5764077073512113,0.15476290205775076,0.551995445911556,0.6008199687908667
m2,49,0.4728415575214666,0.1507859164372331,0.448745001834766,0.4969381132081672
qsampled,50,0.46018337893522016,0.15871281415827546,0.4354615511921908,0.4849052066782496
