questions asked,mean,var,lower,upper
1,0.6240454055687906,0.00928205088871421,0.5880701884525993,0.660020622684982
6,0.8264434188262312,0.0033030155440767883,0.8049830708428164,0.8479037668096457
11,0.8817770770048237,0.0015746285762673288,0.866959727823254,0.8965944261863933
16,0.9075611195377138,0.0015343354359040994,0.8929345793500691,0.9221876597253584
21,0.932717075068572,0.0009829943773123548,0.9210097691207993,0.9444243810163447
26,0.9501398023448531,0.0006243840233765231,0.9408092502489288,0.9594703544407767
31,0.9610870933837856,0.0004998049125015681,0.9527391073981524,0.9694350793694191
36,0.970893484855685,0.0004038891930421396,0.9633891437315272,0.9783978259798429
41,0.9709789542373165,0.0006743595173642717,0.9612821819579761,0.9806757265166562
46,0.9778500426557639,0.00013621455616368141,0.9734919825977312,0.9822081027137967
51,0.9827171148337543,0.00020526860987801619,0.977367251082267,0.9880669785852417
56,0.983377091031357,0.00019220334158094287,0.9782002846990359,0.9885538973636778
61,0.9870928825544737,0.00014780485819739455,0.9825531966490796,0.9916325684598678
66,0.9843939611163453,0.00017931340895232882,0.9793937558332365,0.9893941663994542
71,0.9832973612493608,0.0001455173302916322,0.9787929419525331,0.9878017805461884
76,0.9936358311680973,4.318233303587455e-05,0.9911820574960615,0.9960896048401331
81,0.9922878656768253,8.014828656807898e-05,0.9889449257504354,0.9956308056032145
86,0.9955661380465657,4.3573330858964884e-05,0.9931012804648897,0.9980309956282417
91,0.9936834490860706,5.0971168503414317e-05,0.9910175497530042,0.9963493484191374
96,0.995488479345073,3.2067304055833466e-05,0.993373955066723,0.9976030036234226
101,0.9954788610492279,3.202164974485356e-05,0.9933658425340901,0.9975918795643657
