questions asked,auc
1,0.4427777777777778
6,0.82
11,0.6916666666666667
16,0.7533333333333334
21,0.7672222222222221
26,0.8277777777777778
31,0.8555555555555556
36,0.8577777777777779
41,0.8983333333333334
46,0.8988888888888888
51,0.8911111111111111
56,0.9261111111111112
61,0.945
66,0.9383333333333332
71,0.9455555555555556
76,0.9344444444444444
81,0.941111111111111
86,0.9372222222222224
91,0.9422222222222224
96,0.9377777777777778
101,0.9455555555555556
106,0.9372222222222222
111,0.9533333333333334
116,0.9527777777777778
121,0.9461111111111112
126,0.9388888888888888
131,0.9511111111111112
136,0.9583333333333334
141,0.9466666666666668
146,0.9577777777777776
151,0.9555555555555556
156,0.9522222222222222
161,0.9483333333333334
166,0.9422222222222224
171,0.955
176,0.9594444444444444
181,0.9511111111111112
186,0.9472222222222224
191,0.9583333333333334
196,0.9494444444444444
201,0.9527777777777778
206,0.9477777777777778
1,0.5983333333333334
6,0.6205555555555556
11,0.7344444444444445
16,0.8555555555555556
21,0.8805555555555555
26,0.903888888888889
31,0.9133333333333332
36,0.9238888888888888
41,0.9405555555555556
46,0.9516666666666668
51,0.9477777777777776
56,0.9638888888888888
61,0.9738888888888888
66,0.9705555555555556
71,0.9833333333333332
76,0.981111111111111
81,0.9822222222222222
86,0.9788888888888888
91,0.9816666666666668
96,0.9772222222222222
101,0.9783333333333334
106,0.9844444444444445
111,0.9816666666666668
116,0.9816666666666668
121,0.9838888888888888
126,0.9855555555555556
131,0.9833333333333332
136,0.9794444444444445
141,0.9838888888888888
146,0.9822222222222224
151,0.9816666666666668
156,0.9827777777777778
161,0.9833333333333332
166,0.9855555555555556
171,0.98
176,0.9811111111111112
181,0.9833333333333334
186,0.9822222222222222
191,0.9811111111111112
196,0.9794444444444445
201,0.9827777777777778
206,0.981111111111111
1,0.64
6,0.4594444444444445
11,0.4927777777777778
16,0.5772222222222222
21,0.7094444444444444
26,0.7877777777777777
31,0.8822222222222222
36,0.8933333333333333
41,0.8911111111111111
46,0.8933333333333333
51,0.908888888888889
56,0.9383333333333334
61,0.9344444444444444
66,0.9338888888888888
71,0.9416666666666668
76,0.9466666666666668
81,0.9405555555555556
86,0.9327777777777776
91,0.945
96,0.9327777777777776
101,0.9411111111111112
106,0.9444444444444444
111,0.9594444444444444
116,0.9555555555555556
121,0.9516666666666668
126,0.9561111111111112
131,0.9561111111111112
136,0.9461111111111112
141,0.9527777777777778
146,0.9572222222222224
151,0.95
156,0.9533333333333333
161,0.9555555555555556
166,0.9477777777777776
