questions asked,auc
171,0.9488888888888888
176,0.9594444444444444
181,0.9538888888888888
186,0.9494444444444444
191,0.9527777777777778
196,0.9588888888888888
201,0.9472222222222222
206,0.9544444444444444
1,0.6033333333333334
6,0.4872222222222221
11,0.7544444444444446
16,0.8744444444444445
21,0.8655555555555556
26,0.9116666666666668
31,0.9383333333333332
36,0.9488888888888888
41,0.9661111111111113
46,0.9666666666666668
51,0.9533333333333333
56,0.956111111111111
61,0.9466666666666668
66,0.9555555555555556
71,0.9655555555555556
76,0.9655555555555556
81,0.965
86,0.9688888888888888
91,0.975
96,0.9733333333333334
101,0.9722222222222222
106,0.9755555555555556
111,0.9755555555555556
116,0.98
121,0.9855555555555556
126,0.9794444444444445
131,0.9788888888888888
136,0.976111111111111
141,0.9788888888888888
146,0.985
151,0.9766666666666668
156,0.985
161,0.98
166,0.9794444444444445
171,0.9777777777777776
176,0.9866666666666668
181,0.9838888888888888
186,0.9816666666666668
191,0.981111111111111
196,0.9744444444444444
201,0.981111111111111
206,0.9788888888888888
1,0.5194444444444445
6,0.6266666666666667
11,0.6277777777777778
16,0.7061111111111112
21,0.8905555555555555
26,0.9144444444444444
31,0.9338888888888888
36,0.9222222222222224
41,0.9527777777777778
46,0.9522222222222222
51,0.9455555555555556
56,0.94
61,0.9522222222222222
66,0.965
71,0.9672222222222222
76,0.9572222222222222
81,0.952777777777778
86,0.9622222222222224
91,0.9605555555555556
96,0.9661111111111113
101,0.9766666666666666
106,0.9616666666666668
111,0.9577777777777778
116,0.9744444444444444
121,0.9683333333333334
126,0.9677777777777778
131,0.9672222222222224
136,0.9627777777777776
141,0.965
146,0.9683333333333334
151,0.9644444444444444
156,0.9677777777777778
161,0.9633333333333334
166,0.9627777777777778
171,0.9655555555555556
176,0.9538888888888888
181,0.9672222222222222
186,0.9655555555555556
191,0.9694444444444444
196,0.965
201,0.9688888888888888
206,0.9644444444444444
1,0.5711111111111111
6,0.6994444444444444
11,0.6788888888888889
16,0.7833333333333333
21,0.8605555555555556
26,0.9372222222222222
31,0.9538888888888888
36,0.9655555555555556
41,0.9555555555555556
46,0.9594444444444444
51,0.9627777777777776
56,0.9755555555555556
61,0.9788888888888888
66,0.9794444444444445
71,0.9822222222222222
76,0.9738888888888888
81,0.9822222222222222
86,0.9838888888888888
91,0.9805555555555556
96,0.98
101,0.977777777777778
106,0.9827777777777778
111,0.9872222222222222
116,0.9855555555555556
121,0.987777777777778
126,0.9866666666666668
131,0.985
136,0.9866666666666668
141,0.9883333333333332
146,0.9872222222222222
151,0.9838888888888888
156,0.9877777777777778
161,0.9833333333333332
166,0.985
171,0.981111111111111
176,0.9844444444444445
181,0.9855555555555556
186,0.9822222222222222
191,0.98
196,0.9811111111111112
201,0.9844444444444445
206,0.9805555555555556
1,0.6044444444444446
6,0.5105555555555555
11,0.6127777777777778
16,0.6861111111111112
21,0.7727777777777778
26,0.8566666666666667
31,0.9283333333333332
36,0.9183333333333332
41,0.9522222222222222
46,0.9527777777777778
51,0.9538888888888888
56,0.9633333333333332
61,0.9577777777777778
66,0.9544444444444444
71,0.9477777777777776
76,0.9361111111111112
81,0.9344444444444444
86,0.9333333333333332
91,0.9272222222222222
96,0.945
101,0.9394444444444444
106,0.9383333333333334
111,0.9472222222222224
116,0.94
121,0.9261111111111112
126,0.9394444444444444
131,0.9311111111111112
136,0.9344444444444444
141,0.9366666666666666
146,0.9277777777777778
151,0.94
156,0.94
161,0.9233333333333332
166,0.928888888888889
171,0.9383333333333334
176,0.9311111111111112
181,0.9216666666666667
186,0.9277777777777778
191,0.9272222222222224
196,0.93
201,0.9255555555555556
206,0.9261111111111112
1,0.5244444444444445
6,0.5116666666666667
11,0.6361111111111112
16,0.7805555555555556
21,0.7638888888888888
26,0.805
31,0.8772222222222222
36,0.8994444444444446
41,0.9461111111111112
46,0.9572222222222222
51,0.9572222222222224
56,0.9572222222222224
61,0.9594444444444444
66,0.9744444444444444
71,0.9811111111111112
76,0.9794444444444445
81,0.9855555555555556
86,0.975
91,0.9805555555555556
96,0.9716666666666668
101,0.9777777777777776
106,0.9822222222222222
111,0.9922222222222222
116,0.9944444444444444
121,0.9905555555555556
126,0.9888888888888888
131,0.9866666666666666
136,0.9827777777777778
141,0.9894444444444443
146,0.9927777777777778
151,0.9861111111111112
156,0.985
161,0.9872222222222222
166,0.9894444444444443
171,0.9888888888888888
176,0.9883333333333332
181,0.9894444444444443
186,0.9933333333333332
191,0.99
196,0.9922222222222222
201,0.9877777777777778
206,0.9911111111111112
1,0.5655555555555556
6,0.5022222222222222
11,0.5522222222222222
16,0.6350000000000001
21,0.6861111111111111
26,0.8555555555555556
31,0.8572222222222222
36,0.8833333333333335
41,0.9038888888888889
46,0.9083333333333332
51,0.8966666666666667
56,0.9144444444444444
61,0.9283333333333332
66,0.9438888888888888
71,0.955
76,0.9572222222222222
81,0.9422222222222222
86,0.9416666666666668
91,0.9383333333333334
96,0.94
101,0.9416666666666668
106,0.9455555555555556
111,0.9466666666666668
116,0.9422222222222224
121,0.9422222222222224
126,0.9333333333333332
131,0.9461111111111112
136,0.9522222222222224
141,0.9461111111111112
146,0.9511111111111112
151,0.9483333333333333
156,0.948888888888889
161,0.9466666666666668
166,0.9533333333333334
171,0.96
176,0.945
181,0.945
186,0.9483333333333333
191,0.9455555555555556
196,0.9444444444444444
201,0.945
206,0.9377777777777776
1,0.5027777777777779
6,0.595
11,0.5361111111111112
16,0.7272222222222222
21,0.885
26,0.875
31,0.9194444444444444
36,0.9161111111111112
41,0.9611111111111112
46,0.9627777777777776
51,0.9622222222222224
56,0.9544444444444444
61,0.9638888888888888
66,0.9677777777777776
71,0.9683333333333334
76,0.9638888888888888
81,0.9666666666666668
86,0.9611111111111112
91,0.9622222222222222
96,0.965
101,0.9633333333333334
106,0.9644444444444444
111,0.9672222222222222
116,0.9744444444444444
121,0.9688888888888888
126,0.9672222222222222
131,0.97
136,0.975
141,0.9711111111111111
146,0.9705555555555556
151,0.971111111111111
156,0.9672222222222222
161,0.97
166,0.9694444444444444
171,0.965
176,0.9716666666666668
181,0.9661111111111113
186,0.9638888888888888
191,0.9711111111111111
196,0.9633333333333332
201,0.965
206,0.9688888888888888
