questions asked,mean,var,lower,upper
1,0.6623497554944923,0.008594673758249894,0.6277322197614442,0.6969672912275401
6,0.7886326535120037,0.012613602358118871,0.7466953001459843,0.8305700068780238
11,0.8433420253510495,0.008378526317088606,0.8091625595958541,0.8775214911062442
16,0.9001283761862614,0.002948764993977225,0.8798514774534408,0.920405274919082
21,0.9033996203393194,0.005609535264285471,0.875432684093865,0.9313665565847736
26,0.9241764029136702,0.0037518262520404434,0.901304473078873,0.9470483327484672
31,0.9360927575964617,0.001317432351162469,0.9225394400712668,0.9496460751216567
36,0.9562367751012498,0.0009104893807198654,0.9449695001199628,0.9675040500825366
41,0.9555155212248174,0.001399664507189133,0.9415456170850434,0.9694854253645919
46,0.9616781714943999,0.0009970729771966254,0.9498873266600967,0.9734690163287032
51,0.9731244078387075,0.0003296017231729636,0.9663452430975208,0.9799035725798948
56,0.9695257411161354,0.0008076595825473283,0.9589137805817334,0.9801377016505375
61,0.9747387318306112,0.0005746722209084853,0.9657873196925292,0.983690143968693
66,0.9779080428244816,0.00035156770883057546,0.9709066258935446,0.9849094597554187
71,0.9831852757237662,0.00019135598824302942,0.9780198933070812,0.9883506581404518
76,0.984223706082903,0.00016413195432141945,0.9794398509303444,0.9890075612354616
81,0.9834445680098199,0.00028926604869468575,0.9770937424683992,0.9897953935512407
86,0.9871722928930154,0.0001315552540539179,0.982889416407344,0.9914551693786869
91,0.9897740801355217,0.00010429640252920584,0.9859606471796977,0.9935875130913455
96,0.9902659744822129,0.0001236775218625533,0.9861133100471372,0.9944186389172885
101,0.9909717402166558,9.441879504668939e-05,0.9873433776479652,0.9946001027853462
