questions asked,mean,var,lower,upper
1,0.5789213183706551,0.00195812877928213,0.5602358658649921,0.5976067708763181
6,0.6818304832030692,0.004221776271043328,0.6543938636196464,0.709267102786492
11,0.7836511403798999,0.0019680797753229957,0.764918269330068,0.8023840114297318
16,0.8151434638839424,0.0018052064945613744,0.7972024724823459,0.8330844552855394
21,0.8640214907970646,0.0019008881259439637,0.8456111735083826,0.8824318080857471
26,0.9157955979550381,0.001601381666118132,0.8988977880381792,0.9326934078718971
31,0.9348165283853466,0.0008416281812426036,0.9225663298022346,0.9470667269684585
36,0.9597495405652502,0.0004871529527204185,0.9504295458945008,0.9690695352359996
41,0.9708125966366286,0.0004669409908446773,0.961687993284798,0.9799371999884584
46,0.9863221830555537,0.00011740831852100757,0.9817467476495462,0.9908976184615611
51,0.9896499679772107,9.721167964715576e-05,0.9854866247288883,0.9938133112255332
56,0.9936422829586911,4.153791398685217e-05,0.9909208017762481,0.9963637641411338
61,0.996680924245172,1.5796919058069224e-05,0.9950026258053678,0.9983592226849759
66,0.9968132369737462,1.7893470494054598e-05,0.9950270361506586,0.9985994377968339
71,0.9974156064563539,2.2438695615809923e-05,0.9954153678832066,0.9994158450295011
76,0.9991827097200766,5.206426426898871e-06,0.9982192071837339,1.0001462122564193
81,0.9985399796515884,1.543081994171429e-05,0.9968812427890054,1.0001987165141717
86,0.9991456899671936,3.380215470356929e-06,0.9983693442045348,0.9999220357298523
91,0.9998463135254637,1.2323798564757242e-07,0.999698076978498,0.9999945500724294
96,0.9996918913921603,1.1652272237966405e-06,0.9992360767144942,1.0001477060698258
101,0.9998465300472041,3.4326354037598426e-07,0.9995991316776623,1.0000939284167456
106,0.9990757219981766,1.035814812673203e-05,0.997716707615137,1.0004347363812163
111,0.9998450086202612,1.999093253819909e-07,0.9996562096934989,1.0000338075470234
116,0.9997308484089732,4.778386547621307e-07,0.9994389554400084,1.000022741377938
121,0.9997681685380169,3.166922789860977e-07,0.9995305382841008,1.0000057987919329
126,0.9996546955475738,1.5357278960935444e-06,0.9991314083243181,1.0001779827708295
131,0.9998851102941176,1.698736859673494e-07,0.9997110715063771,1.0000591490818584
136,0.9999617385981022,3.51344370043679e-08,0.9998825888578811,1.0000408883383234
141,0.9995016452402816,2.053619618034104e-06,0.9988965231649398,1.0001067673156234
146,1.0,0.0,1.0,1.0
151,0.9998449239469354,3.5205330472721246e-07,0.9995943781006567,1.000095469793214
156,1.0,0.0,1.0,1.0
161,1.0,0.0,1.0,1.0
166,1.0,0.0,1.0,1.0
171,0.9999615975422427,3.5393970283229146e-08,0.9998821560057443,1.000041039078741
176,0.9999614197530864,3.572245084591665e-08,0.9998816104316968,1.000041229074476
181,1.0,0.0,1.0,1.0
186,1.0,0.0,1.0,1.0
191,1.0,0.0,1.0,1.0
196,1.0,0.0,1.0,1.0
201,1.0,0.0,1.0,1.0
206,1.0,0.0,1.0,1.0
211,0.9999617034313726,3.5199052047281227e-08,0.9998824809432285,1.0000409259195167
