questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1.0,0.5590389185977421,0.5590389185977421,0.5590389185977421,0.5590389185977421
6.0,0.7332573042250461,0.7652215705441513,0.6967098914839974,0.8337748653196156
11.0,0.6866790678622229,0.7395144087938205,0.6642567346743619,0.814820962134715
16.0,0.8138714105105427,0.8453605486291246,0.793525388804235,0.8972246442143631
21.0,0.8827914319849803,0.8998190476190476,0.8669295140281458,0.9327332722524906
26.0,0.9227168877989477,0.9345908730158731,0.9090432353497562,0.9601513093844026
31.0,0.9133894252490079,0.9260717261904762,0.8991352378227154,0.9530269455821726
36.0,0.9368854019880413,0.9421953405017921,0.9233305817330205,0.9610735254017632
41.0,0.9689961858633872,0.971677558412407,0.9632958949470897,0.9800617062204836
46.0,0.9777142708589664,0.9732198626576617,0.9666632252376096,0.9797841019639221
51.0,0.9878659754326301,0.9854269510423862,0.9809977762522522,0.9898591436079415
56.0,0.9889742455751814,0.9856554515745692,0.9834747275661583,0.9878383612607328
61.0,0.9993589743589744,0.666025641025641,0.6111725144726606,0.7210842882659144
66.0,0.9867400319521685,0.9867400319521685,0.9867400319521685,0.9867400319521685
71.0,1.0,0.5,0.4177203101705293,0.58258797086041
76.0,0.9990740740740741,0.6657407407407407,0.6108876141877603,0.7207993879810141
81.0,0.9954075033253919,0.8287408366587252,0.801314273382235,0.8562701602788619
86.0,0.9978505908124676,0.831183924145801,0.8037573608693108,0.8587132477659377
91.0,0.9996936274509803,0.6663602941176471,0.6115071675646666,0.7214189413579204
96.0,0.9987616610017725,0.8320949943351059,0.8046684310586157,0.8596243179552426
101.0,0.9996693121693122,0.6663359788359788,0.6114828522829984,0.7213946260762523
