,random_diss,qsampled_diss,qsampled_diss_pos,m2_diss,m2_diss_pos,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp
0,0.4177215189873418,0.22784810126582278,0.7941176470588235,0.0,0.0,0.0,3,1,5,5
1,0.6555274261603375,0.18059071729957804,0.6725690276110443,0.44666666666666666,0.3979591836734694,0.44666666666666666,3,1,3,3
2,0.7024772975868562,0.5885907342719029,0.8033951010809357,0.33548248441865464,0.5619448340345956,0.33548248441865464,4,3,2,2
3,0.6059954565799005,0.39595304976324164,0.813969991096113,0.24538839436386212,0.4214586255259467,0.219989281886388,2,3,4,3
4,0.6204099503201634,0.30804504073949646,0.5341252517755164,0.33080934213303015,0.4735305367843937,0.3475427452628931,2,1,2,3
5,0.6836749586001362,0.31535966909463914,0.6117710431462636,0.33450916795343205,0.5612754473203281,0.4562856210524109,5,2,2,4
6,0.6769161982806363,0.2760802935674107,0.5408586963231711,0.3431025005615083,0.4810932405602812,0.4820110518111574,4,2,3,4
7,0.6366383045809751,0.19272907362253217,0.4206370218174438,0.3494550693242964,0.3717618047840112,0.3842575221531419,2,2,5,3
8,0.590787158591281,0.17035151172030502,0.4051345972882343,0.3901556982779886,0.37212160425245444,0.34533115452631774,2,1,4,1
9,0.5317084427321529,0.19779487217997738,0.3693631337966406,0.373362350672412,0.39318834082008064,0.3552424835181304,2,3,1,3
10,0.48337131157468444,0.22526806561816126,0.33129907259543456,0.3394203187931018,0.3854844384757082,0.3229477122892095,3,2,2,2
11,0.4873290520710327,0.19291216888890558,0.3148404632204715,0.34588681274629046,0.3754300883677158,0.3667951539037308,4,3,2,4
12,0.48298579236340977,0.1779681071026646,0.3675450429727429,0.38447216717461485,0.41385854310866077,0.41350317062069014,4,1,5,3
13,0.5285495009083443,0.2646702976124156,0.34138542294649404,0.3791728584645354,0.42001150431518497,0.3692099860467368,1,3,4,5
14,0.546646200847788,0.24109910466586137,0.4101940700325251,0.4094648601115096,0.43796986272801275,0.41127768019302846,2,1,3,5
15,0.5287685069007666,0.2795960067048112,0.4905396964702266,0.38922406918182784,0.4284846630412251,0.43894063382129067,3,5,2,5
16,0.5011423670115059,0.3185125045803068,0.5210760641888084,0.42533229286805097,0.44962549391402296,0.4684839183369933,2,5,2,5
17,0.49612630996965024,0.2924652405972438,0.5325832300362624,0.3792289515928899,0.45076876595720844,0.48652914665002545,4,2,4,1
18,0.49017498167927787,0.35061805406664687,0.5468756217582994,0.3466617267154939,0.4503492551271162,0.5014513179051531,5,1,5,3
19,0.4683365842940298,0.38224925003206944,0.5456542179809153,0.37204591505783075,0.47329690864983015,0.516071348513474,2,4,5,4
20,0.4460348421847903,0.3640469047924471,0.519670683791348,0.38098189493780615,0.48052086538079064,0.5378665458129885,2,2,1,5
21,0.42604040870423154,0.3468046860435004,0.4960492890735594,0.3636645360769968,0.458679007863482,0.5510468720881407,2,1,1,4
22,0.4376742064463816,0.3561240944388565,0.4745175499133835,0.3722509075143748,0.47297496208925144,0.5630611819751002,2,2,2,4
23,0.41994995148231573,0.34751291857095623,0.4536305677885384,0.35720814967488046,0.4912529884682351,0.5709952605143856,4,2,4,4
24,0.437930949654657,0.36858125964280275,0.43437423396588576,0.3762936639005296,0.4997853235069249,0.577211670377727,1,4,3,1
25,0.42721815928839896,0.3542307735427416,0.45276926011921353,0.3910284114845656,0.5113377084309975,0.5801630047409112,4,3,4,4
26,0.4307670011421529,0.37380935069006616,0.43928430428296433,0.41297252490280084,0.4924453287110789,0.59597717967279,1,3,4,4
27,0.4119114569226952,0.3616865757692578,0.4544933338014902,0.4268960282614852,0.4720920380960176,0.6114712614589574,4,1,4,3
28,0.40664721465554904,0.34988746515538965,0.4672084865790157,0.4210500897404033,0.4747211706727922,0.6234687860416662,4,2,3,5
29,0.3955902144785719,0.3388962532288782,0.45935220810479993,0.4117263897673559,0.44390278251637594,0.6192596656139436,3,2,3,5
30,0.39421576603013875,0.3460388200798607,0.4328190249211536,0.4098181690018371,0.44075555052639886,0.612947586452532,3,5,3,4
31,0.3951650823940666,0.3618186226257797,0.45049966288536475,0.43146095655042394,0.42738089451958666,0.609554584618166,4,1,5,5
32,0.36555920169269357,0.3590224329858589,0.4577780408111914,0.4191447817691657,0.42111241799273325,0.5914652829792048,3,2,3,4
33,0.3614557122762199,0.3316832508074802,0.46686508934203985,0.38998471347447305,0.4087267586400058,0.5451490258267113,2,1,5,4
34,0.36975696222541876,0.33935066307548484,0.4876024869885088,0.39244940861010597,0.40033690282568374,0.54797650380882,5,1,2,5
35,0.3707113313191355,0.3399442895075573,0.5261075768165795,0.3905981317381943,0.3875585917314559,0.5481549716066645,4,1,2,3
36,0.3939788025092197,0.36668026897287653,0.5391155231106446,0.3893825776260658,0.40086682458773554,0.5436157730970178,1,1,4,4
37,0.4031662941049641,0.3657677484571348,0.5333795547033031,0.3837423938607524,0.4051235462391981,0.5485554160913259,1,1,2,4
38,0.4130554832562592,0.3546104346825168,0.5202816420489231,0.3857939172687287,0.3803678979651384,0.5346501370734665,2,2,4,3
39,0.42959173687045926,0.3674456657876591,0.521939755273794,0.3988952134781233,0.3567278553438738,0.5371490261523253,1,2,4,4
40,0.42903767640918283,0.3589185025200371,0.5267381139549886,0.3812330386675681,0.346822218180653,0.5455551923743468,4,2,2,5
41,0.4329729397443331,0.3517494374096049,0.5318155584115309,0.373708942508863,0.3396159570563701,0.5333871614919075,4,1,3,3
42,0.4266299772107061,0.3557191065695275,0.5428628251336911,0.35698598246403673,0.33200550438735266,0.5354026555351328,1,5,2,4
43,0.4345109946345654,0.3587173857182522,0.5484376121836196,0.34676914612707976,0.3471805894017917,0.537863779657145,1,4,3,5
44,0.4422291746969122,0.34774947613766277,0.5404660079835348,0.3387438870436877,0.3395252352141221,0.5402641583631923,3,1,1,2
45,0.45017386175453766,0.35808543316230024,0.5296651687012565,0.33113213619786375,0.33214425183990204,0.544473216257804,1,1,1,4
46,0.4610369504411027,0.3652589455686109,0.5181762368909577,0.34549728087942605,0.3463539486092658,0.5535147035331062,3,2,4,4
47,0.46960972459682937,0.373545865377185,0.5272682053328873,0.3448167432504962,0.3278114727664631,0.5637930107681913,2,1,4,4
48,0.441226490760783,0.3784581819969718,0.5148500751804096,0.3207007228225666,0.33580732449442985,0.535416076760913,3,4,3,3
