level_0,level_1,sensitivity,maxspecificity,minauc
0.8,1.0,0.86,0.8604651162790697,0.8504651162790697
0.8,1.05,0.86,0.8604651162790697,0.8504651162790697
0.8,1.1,0.86,0.8604651162790697,0.8504651162790697
0.8,1.1500000000000001,0.86,0.8953488372093024,0.8703488372093023
0.8,1.2000000000000002,0.86,0.9186046511627907,0.8836046511627906
0.8,1.2500000000000002,0.86,0.9186046511627907,0.8836046511627906
0.8,1.3000000000000003,0.86,0.9186046511627907,0.8836046511627906
0.8,1.3500000000000003,0.86,0.9186046511627907,0.8836046511627906
0.8,1.4000000000000004,0.86,0.9418604651162791,0.896860465116279
0.8,1.4500000000000004,0.86,0.9418604651162791,0.896860465116279
0.8500000000000001,1.0,0.88,0.8604651162790697,0.8618604651162791
0.8500000000000001,1.05,0.88,0.8604651162790697,0.8618604651162791
0.8500000000000001,1.1,0.88,0.8604651162790697,0.8618604651162791
0.8500000000000001,1.1500000000000001,0.88,0.8953488372093024,0.8813953488372093
0.8500000000000001,1.2000000000000002,0.88,0.9186046511627907,0.8944186046511629
0.8500000000000001,1.2500000000000002,0.88,0.9186046511627907,0.8944186046511629
0.8500000000000001,1.3000000000000003,0.88,0.9186046511627907,0.8944186046511629
0.8500000000000001,1.3500000000000003,0.88,0.9186046511627907,0.8944186046511629
0.8500000000000001,1.4000000000000004,0.88,0.9418604651162791,0.9074418604651163
0.8500000000000001,1.4500000000000004,0.88,0.9418604651162791,0.9074418604651163
0.9000000000000001,1.0,0.89,0.8255813953488372,0.8481976744186046
0.9000000000000001,1.05,0.89,0.8255813953488372,0.8481976744186046
0.9000000000000001,1.1,0.89,0.8255813953488372,0.8481976744186046
0.9000000000000001,1.1500000000000001,0.89,0.8604651162790697,0.8675581395348837
0.9000000000000001,1.2000000000000002,0.89,0.8837209302325582,0.8804651162790698
0.9000000000000001,1.2500000000000002,0.89,0.8837209302325582,0.8804651162790698
0.9000000000000001,1.3000000000000003,0.89,0.8837209302325582,0.8804651162790698
0.9000000000000001,1.3500000000000003,0.89,0.8837209302325582,0.8804651162790698
0.9000000000000001,1.4000000000000004,0.89,0.9069767441860466,0.8933720930232558
0.9000000000000001,1.4500000000000004,0.89,0.9069767441860466,0.8933720930232558
0.9500000000000002,1.0,0.91,0.7441860465116279,0.8155813953488372
0.9500000000000002,1.05,0.91,0.7441860465116279,0.8155813953488372
0.9500000000000002,1.1,0.91,0.7441860465116279,0.8155813953488372
0.9500000000000002,1.1500000000000001,0.91,0.7906976744186046,0.8409302325581396
0.9500000000000002,1.2000000000000002,0.91,0.813953488372093,0.8536046511627907
0.9500000000000002,1.2500000000000002,0.91,0.8255813953488372,0.8599418604651163
0.9500000000000002,1.3000000000000003,0.91,0.8255813953488372,0.8599418604651163
0.9500000000000002,1.3500000000000003,0.91,0.8372093023255813,0.8662790697674418
0.9500000000000002,1.4000000000000004,0.91,0.8604651162790697,0.8789534883720931
0.9500000000000002,1.4500000000000004,0.91,0.8604651162790697,0.8789534883720931
1.0000000000000002,1.0,0.94,0.6976744186046512,0.8097674418604651
1.0000000000000002,1.05,0.94,0.6976744186046512,0.8097674418604651
1.0000000000000002,1.1,0.94,0.6976744186046512,0.8097674418604651
1.0000000000000002,1.1500000000000001,0.94,0.7441860465116279,0.8344186046511628
1.0000000000000002,1.2000000000000002,0.94,0.7674418604651163,0.8467441860465116
1.0000000000000002,1.2500000000000002,0.94,0.7790697674418605,0.852906976744186
1.0000000000000002,1.3000000000000003,0.94,0.7790697674418605,0.852906976744186
1.0000000000000002,1.3500000000000003,0.94,0.7906976744186046,0.8590697674418605
1.0000000000000002,1.4000000000000004,0.94,0.813953488372093,0.8713953488372093
1.0000000000000002,1.4500000000000004,0.94,0.8255813953488372,0.8775581395348837
1.0500000000000003,1.0,0.97,0.5,0.7275
1.0500000000000003,1.05,0.97,0.5,0.7275
1.0500000000000003,1.1,0.97,0.5465116279069768,0.751453488372093
1.0500000000000003,1.1500000000000001,0.97,0.6046511627906976,0.7813953488372093
1.0500000000000003,1.2000000000000002,0.97,0.6511627906976745,0.8053488372093023
1.0500000000000003,1.2500000000000002,0.97,0.6627906976744187,0.8113372093023257
1.0500000000000003,1.3000000000000003,0.97,0.6627906976744187,0.8113372093023257
1.0500000000000003,1.3500000000000003,0.97,0.6744186046511628,0.8173255813953488
1.0500000000000003,1.4000000000000004,0.97,0.7209302325581395,0.8412790697674419
1.0500000000000003,1.4500000000000004,0.97,0.7558139534883721,0.8592441860465116
1.1000000000000003,1.0,0.99,0.36046511627906974,0.6720348837209302
1.1000000000000003,1.05,0.99,0.38372093023255816,0.6837790697674418
1.1000000000000003,1.1,0.99,0.4418604651162791,0.713139534883721
1.1000000000000003,1.1500000000000001,0.99,0.5,0.7424999999999999
1.1000000000000003,1.2000000000000002,0.99,0.5697674418604651,0.7777325581395349
1.1000000000000003,1.2500000000000002,0.99,0.5930232558139534,0.7894767441860465
1.1000000000000003,1.3000000000000003,0.99,0.5930232558139534,0.7894767441860465
1.1000000000000003,1.3500000000000003,0.99,0.6046511627906976,0.7953488372093023
1.1000000000000003,1.4000000000000004,0.99,0.6627906976744187,0.8247093023255814
1.1000000000000003,1.4500000000000004,0.99,0.7093023255813953,0.8481976744186046
