fpr,tpr,tprU,tprL
0.171,0.7323705926481621,0.8553408887779874,0.6094002965183367
0.172,0.733589647411853,0.8563816266172304,0.6107976682064755
0.173,0.7348087021755438,0.8574211700563603,0.6121962342947274
0.174,0.7360277569392348,0.858459513841634,0.6135960000368357
0.175,0.7372468117029257,0.8594966526530293,0.6149969707528221
0.176,0.7384658664666166,0.8605325811032307,0.6163991518300025
0.177,0.7396849212303076,0.8615672937365936,0.6178025487240216
0.178,0.7409039759939985,0.8626007850280855,0.6192071669599115
0.179,0.7421230307576895,0.8636330493822068,0.6206130121331722
0.18,0.7433420855213804,0.8646640811318861,0.6220200899108747
0.181,0.7445611402850713,0.8656938745373538,0.6234284060327887
0.182,0.7457801950487623,0.8667224237849904,0.6248379663125341
0.183,0.7469992498124531,0.8677497229861502,0.6262487766387561
0.184,0.748218304576144,0.8687757661759588,0.6276608429763293
0.185,0.749437359339835,0.8698005473120859,0.6290741713675841
0.186,0.7506564141035259,0.8708240602734892,0.6304887679335626
0.187,0.7518754688672168,0.8718462988591325,0.6319046388753011
0.188,0.7530945236309078,0.8728672567866735,0.633321790475142
0.189,0.7543135783945987,0.8738869276911244,0.6347402290980729
0.19,0.7555326331582896,0.8749053051234806,0.6361599611930985
0.191,0.7567516879219806,0.875922382549321,0.6375809932946401
0.192,0.7579707426856714,0.8769381533473734,0.6390033320239695
0.193,0.7591897974493623,0.8779526108080511,0.6404269840906736
0.194,0.7604088522130533,0.8789657481319537,0.6418519562941529
0.195,0.7616279069767442,0.8799775584283338,0.6432782555251546
0.196,0.7628469617404351,0.8809880347135295,0.6447058887673407
0.197,0.7640660165041261,0.88199716990936,0.6461348630988922
0.198,0.765285071267817,0.8830049568414833,0.6475651856941507
0.199,0.7665041260315079,0.8840113882377176,0.6489968638252981
0.2,0.7677231807951989,0.8850164567263206,0.6504299048640771
0.201,0.7689422355588897,0.88602015483423,0.6518643162835495
0.202,0.7701612903225806,0.8870224749852627,0.6533001056598986
0.203,0.7713803450862716,0.8880234094982689,0.6547372806742744
0.204,0.7725993998499625,0.8890229505852444,0.6561758491146806
0.205,0.7738184546136534,0.8900210903493959,0.6576158188779109
0.206,0.7750375093773444,0.8910178207831605,0.6590571979715283
0.207,0.7762565641410353,0.8920131337661759,0.6604999945158947
0.208,0.7774756189047262,0.8930070210632021,0.6619442167462503
0.209,0.7786946736684172,0.8939994743219912,0.6633898730148431
0.21,0.779913728432108,0.894990485071105,0.6648369717931111
0.211,0.7811327831957989,0.8959800447176783,0.6662855216739195
0.212,0.7823518379594899,0.8969681445451257,0.6677355313738541
0.213,0.7835708927231808,0.897954775710792,0.6691870097355697
0.214,0.7847899474868717,0.8989399292435416,0.6706399657302018
0.215,0.7860090022505627,0.8999235960412888,0.6720944084598366
0.216,0.7872280570142536,0.9009057668684626,0.6735503471600446
0.217,0.7884471117779445,0.9018864323534082,0.6750077912024808
0.218,0.7896661665416355,0.9028655829857206,0.6764667500975503
0.219,0.7908852213053263,0.9038432091135091,0.6779272334971436
0.22,0.7921042760690172,0.9048193009405897,0.6793892511974448
0.221,0.7933233308327082,0.9057938485236052,0.6808528131418112
0.222,0.7945423855963991,0.906766841769067,0.6823179294237313
0.223,0.79576144036009,0.9077382704303203,0.6837846102898597
0.224,0.796980495123781,0.9087081241044273,0.6852528661431347
0.225,0.7981995498874719,0.9096763922289652,0.6867227075459785
0.226,0.7994186046511628,0.9106430640787406,0.6881941452235849
0.227,0.8006376594148538,0.9116081287624112,0.6896671900672964
0.228,0.8018567141785446,0.9125715752190162,0.6911418531380731
0.229,0.8030757689422356,0.9135333922144129,0.6926181456700584
0.23,0.8042948237059265,0.9144935683376102,0.6940960790742429
0.231,0.8055138784696174,0.9154520919970045,0.6955756649422303
0.232,0.8067329332333084,0.9164089514165065,0.6970569150501104
0.233,0.8079519879969993,0.9173641346315596,0.698539841362439
0.234,0.8091710427606902,0.9183176294850464,0.700024456036334
0.235,0.8103900975243812,0.9192694236230753,0.7015107714256871
0.236,0.8116091522880721,0.9202195044906484,0.7029988000854958
0.237,0.812828207051763,0.9211678593272022,0.7044885547763237
0.238,0.814047261815454,0.922114475162019,0.7059800484688888
0.239,0.8152663165791448,0.9230593388095029,0.7074732943487868
0.24,0.8164853713428357,0.9240024368643166,0.7089683058213548
0.241,0.8177044261065267,0.924943755696374,0.7104650965166794
0.242,0.8189234808702176,0.925883281445681,0.7119636802947542
0.243,0.8201425356339085,0.9268210000170228,0.7134640712507941
0.244,0.8213615903975995,0.9277568970744892,0.7149662837207098
0.245,0.8225806451612904,0.9286909580358312,0.7164703322867495
0.246,0.8237996999249813,0.9296231680666464,0.7179762317833162
0.247,0.8250187546886723,0.9305535120743818,0.7194839973029628
0.248,0.8262378094523631,0.931481974702151,0.7209936442025753
0.249,0.827456864216054,0.9324085403223566,0.7225051881097514
0.25,0.828675918979745,0.9333331930301109,0.7240186449293792
0.251,0.8298949737434359,0.9342559166364455,0.7255340308504263
0.252,0.8311140285071268,0.935176694661306,0.7270513623529475
0.253,0.8323330832708178,0.9360955103263171,0.7285706562153185
0.254,0.8335521380345087,0.9370123465473132,0.7300919295217041
0.255,0.8347711927981996,0.9379271859266247,0.7316151996697744
0.256,0.8359902475618906,0.9388400107451079,0.7331404843786732
0.257,0.8378172974616204,0.9402042888859008,0.7354303060373399
0.258,0.8384252925976593,0.9406572623356446,0.736193322859674
0.259,0.8390332877336981,0.9411097209682487,0.7369568544991475
0.26,0.839641282869737,0.9415616624267895,0.7377209033126846
0.261,0.840249278005776,0.9420130843320246,0.7384854716795274
0.262,0.8408572731418149,0.9424639842821005,0.7392505620015293
0.263,0.8414652682778538,0.9429143598522554,0.7400161767034523
0.264,0.8420732634138928,0.943364208594515,0.7407823182332706
0.265,0.8426812585499316,0.9438135280373853,0.7415489890624779
0.266,0.8432892536859705,0.9442623156855391,0.742316191686402
0.267,0.8438972488220094,0.9447105690194968,0.7430839286245221
0.268,0.8445052439580484,0.9451582854953022,0.7438522024207945
0.269,0.8451132390940873,0.9456054625441923,0.7446210156439823
0.27,0.8457212342301262,0.9460520975722612,0.7453903708879913
0.271,0.8463292293661651,0.9464981879601182,0.7461602707722119
0.272,0.846937224502204,0.9469437310625407,0.7469307179418673
0.273,0.8475452196382429,0.9473887242081191,0.7477017150683667
0.274,0.8481532147742818,0.9478331646988968,0.7484732648496669
0.275,0.8487612099103208,0.9482770498100033,0.7492453700106383
0.276,0.8493692050463597,0.9487203767892806,0.7500180333034389
0.277,0.8499772001823985,0.9491631428569032,0.7507912575078939
0.278,0.8505851953184375,0.949605345204991,0.751565045431884
0.279,0.8511931904544764,0.9500469809972145,0.7523393999117383
0.28,0.8518011855905153,0.9504880473683944,0.7531143238126362
0.281,0.8524091807265542,0.9509285414240919,0.7538898200290166
0.282,0.8530171758625932,0.9513684602401927,0.7546658914849936
0.283,0.853625170998632,0.9518078008624833,0.7554425411347807
0.284,0.8542331661346709,0.9522465603062189,0.756219771963123
0.285,0.8548411612707099,0.9526847355556831,0.7569975869857366
0.286,0.8554491564067488,0.95312232356374,0.7577759892497575
0.287,0.8560571515427877,0.9535593212513777,0.7585549818341978
0.288,0.8566651466788267,0.9539957255072422,0.7593345678504111
0.289,0.8572731418148655,0.9544315331871644,0.7601147504425665
0.29,0.8578811369509044,0.9548667411136761,0.7608955327881327
0.291,0.8584891320869433,0.9553013460755176,0.761676918098369
0.292,0.8590971272229823,0.9557353448271361,0.7624589096188285
0.293,0.8597051223590212,0.9561687340881738,0.7632415106298686
0.294,0.8603131174950601,0.9566015105429466,0.7640247244471736
0.295,0.8609211126310989,0.957033670839912,0.7648085544222859
0.296,0.8615291077671379,0.9574652115911275,0.7655930039431482
0.297,0.8621371029031768,0.9578961293716972,0.7663780764346564
0.298,0.8627450980392157,0.9583264207192085,0.767163775359223
0.299,0.8633530931752547,0.958756082133157,0.7679501042173523
0.3,0.8639610883112936,0.9591851100743604,0.7687370665482268
0.301,0.8645690834473324,0.9596135009643598,0.769524665930305
0.302,0.8651770785833713,0.9600412511848107,0.770312905981932
0.303,0.8657850737194103,0.9604683570768592,0.7711017903619614
0.304,0.8663930688554492,0.9608948149405078,0.7718913227703906
0.305,0.8670010639914881,0.961320621033967,0.7726815069490093
0.306,0.867609059127527,0.9617457715729943,0.7734723466820596
0.307,0.8682170542635659,0.9621702627302193,0.7742638457969124
0.308,0.8688250493996048,0.9625940906344543,0.7750560081647553
0.309,0.8694330445356437,0.9630172513699916,0.7758488377012959
0.31,0.8700410396716827,0.9634397409758857,0.7766423383674796
0.311,0.8706490348077216,0.9638615554452202,0.777436514170223
0.312,0.8712570299437605,0.9642826907243597,0.7782313691631614
0.313,0.8718650250797993,0.9647031427121854,0.7790269074474133
0.314,0.8724730202158383,0.9651229072593152,0.7798231331723614
0.315,0.8730810153518772,0.9655419801673059,0.7806200505364486
0.316,0.8736890104879161,0.9659603571878397,0.7814176637879926
0.317,0.8742970056239551,0.9663780340218919,0.7822159772260182
0.318,0.8749050007599939,0.9667950063188819,0.7830149952011058
0.319,0.8755129958960328,0.9672112696758044,0.7838147221162612
0.32,0.8761209910320717,0.9676268196363417,0.7846151624278018
0.321,0.8767289861681107,0.9680416516899579,0.7854163206462634
0.322,0.8773369813041496,0.9684557612709715,0.7862182013373277
0.323,0.8779449764401885,0.968869143757608,0.7870208091227691
0.324,0.8785529715762274,0.9692817944710315,0.7878241486814233
0.325,0.8791609667122663,0.9696937086743542,0.7886282247501784
0.326,0.8797689618483052,0.970104881571624,0.7894330421249864
0.327,0.8803769569843442,0.9705153083067887,0.7902386056618996
0.328,0.8809849521203831,0.9709249839626367,0.7910449202781294
0.329,0.881592947256422,0.9713339035597143,0.7918519909531297
0.33,0.8822009423924608,0.9717420620552161,0.7926598227297056
0.331,0.8828089375284998,0.9721494543418523,0.7934684207151472
0.332,0.8834169326645387,0.9725560752466875,0.7942777900823899
0.333,0.8840249278005776,0.972961919529953,0.7950879360712022
0.334,0.8846329229366166,0.9733669818838324,0.7958988639894007
0.335,0.8852409180726555,0.9737712569312162,0.7967105792140947
0.336,0.8858489132086943,0.9741747392244291,0.7975230871929595
0.337,0.8864569083447332,0.9745774232439254,0.7983363934455411
0.338,0.8870649034807722,0.9749793033969536,0.7991505035645907
0.339,0.8876728986168111,0.9753803740161888,0.7999654232174334
0.34,0.88828089375285,0.975780629358332,0.800781158147368
0.341,0.888888888888889,0.9761800636026747,0.8015977141751032
0.342,0.8894968840249278,0.9765786708496292,0.8024150972002263
0.343,0.8901048791609667,0.9769764451192218,0.8032333132027116
0.344,0.8907128742970056,0.9773733803495483,0.8040523682444629
0.345,0.8913208694330446,0.9777694703951929,0.8048722684708962
0.346,0.8919288645690835,0.978164709025605,0.8056930201125619
0.347,0.8925368597051224,0.9785590899234364,0.8065146294868084
0.348,0.8931448548411612,0.9789526066828365,0.807337102999486
0.349,0.8937528499772002,0.9793452528077028,0.8081604471466975
0.35,0.8943608451132391,0.979737021709888,0.8089846685165902
0.351,0.894968840249278,0.9801279067073597,0.8098097737911963
0.352,0.895576835385317,0.9805179010223125,0.8106357697483214
0.353,0.8961848305213558,0.9809069977792315,0.81146266326348
0.354,0.8967928256573947,0.9812951900029038,0.8122904613118856
0.355,0.8974008207934336,0.9816824706163784,0.8131191709704889
0.356,0.8980088159294726,0.9820688324388717,0.8139487994200735
0.357,0.8986168110655115,0.9824542681836163,0.8147793539474067
0.358,0.8992248062015504,0.9828387704556527,0.8156108419474482
0.359,0.8998328013375894,0.9832223317495611,0.8164432709256176
0.36,0.9004407964736282,0.9836049444471311,0.8172766485001253
0.361,0.9010487916096671,0.9839866008149676,0.8181109824043666
0.362,0.901656786745706,0.9843672930020312,0.8189462804893809
0.363,0.902264781881745,0.9847470130371097,0.8197825507263803
0.364,0.9028727770177839,0.9851257528262194,0.8206198012093484
0.365,0.9034807721538227,0.9855035041499332,0.8214580401577123
0.366,0.9040887672898617,0.9858802586606337,0.8222972759190896
0.367,0.9046967624259006,0.9862560078796874,0.8231375169721138
0.368,0.9053047575619395,0.986630743194538,0.823978771929341
0.369,0.9059127526979784,0.9870044558557174,0.8248210495402395
0.37,0.9065207478340174,0.9873771369737676,0.8256643586942671
0.371,0.9071287429700563,0.9877487775160748,0.8265087084240378
0.372,0.9077367381060951,0.9881193683036096,0.8273541079085807
0.373,0.908344733242134,0.9884889000075707,0.8282005664766974
0.374,0.908952728378173,0.9888573631459293,0.8290480936104166
0.375,0.9095607235142119,0.9892247480798687,0.8298966989485551
0.376,0.9101687186502508,0.989591045010118,0.8307463922903837
0.377,0.9107767137862897,0.9899562439731731,0.8315971835994063
0.378,0.9113847089223286,0.9903203348374027,0.8324490830072545
0.379,0.9119927040583675,0.9906833072990348,0.8333021008177003
0.38,0.9126006991944065,0.991045150878017,0.8341562475107959
0.381,0.9132086943304454,0.9914058549137503,0.8350115337471404
0.382,0.9138166894664843,0.9917654085606854,0.8358679703722832
0.383,0.9144246846025231,0.9921238007837823,0.836725568421264
0.384,0.9150326797385621,0.9924810203538236,0.8375843391233005
0.385,0.915640674874601,0.9928370558425774,0.8384442939066246
0.386,0.9162486700106399,0.9931918956178043,0.8393054444034755
0.387,0.9168566651466789,0.9935455278381,0.8401678024552577
0.388,0.9174646602827178,0.9938979404475711,0.8410313801178645
0.389,0.9180726554187566,0.9942491211703317,0.8418961896671815
0.39,0.9186806505547955,0.9945990575048197,0.8427622436047714
0.391,0.9192886456908345,0.9949477367179191,0.8436295546637498
0.392,0.9198966408268734,0.9952951458388862,0.8444981358148606
0.393,0.9205046359629123,0.9956412716530669,0.8453680002727577
0.394,0.9211126310989513,0.9959861006953986,0.8462391615025039
0.395,0.9217206262349901,0.9963296192436877,0.8471116332262925
0.396,0.922328621371029,0.9966718133116518,0.8479854294304062
0.397,0.9229366165070679,0.9970126686417173,0.8488605643724185
0.398,0.9235446116431069,0.9973521706975625,0.8497370525886512
0.399,0.9241526067791458,0.9976903046563927,0.8506149089018988
0.4,0.9247606019151846,0.9980270554009388,0.8514941484294304
0.401,0.9253685970512235,0.9983624075111642,0.8523747865912829
0.402,0.9259765921872625,0.9986963452556685,0.8532568391188564
0.403,0.9265845873233014,0.9990288525827737,0.8541403220638291
0.404,0.9271925824593403,0.999359913111279,0.8550252518074016
0.405,0.9278005775953793,0.9996895101208687,0.8559116450698898
0.406,0.9284085727314182,1.0000176265421556,0.8567995189206806
0.407,0.929016567867457,1.0003442449463475,0.8576888907885665
0.408,0.9296245630034959,1.000669347534512,0.8585797784724798
0.409,0.9306478405315615,1.0012130337787226,0.8600826472844003
0.41,0.9310631229235881,1.0014324210805499,0.8606938247666261
0.411,0.9314784053156147,1.0016510719153369,0.8613057387158924
0.412,0.9318936877076411,1.0018689800746352,0.8619183953406471
0.413,0.9323089700996677,1.002086139256169,0.8625318009431664
0.414,0.9327242524916943,1.0023025430618273,0.8631459619215613
0.415,0.9331395348837209,1.0025181849956024,0.8637608847718394
0.416,0.9335548172757475,1.0027330584614704,0.8643765760900246
0.417,0.9339700996677741,1.002947156761212,0.8649930425743362
0.418,0.9343853820598007,1.0031604730921717,0.8656102910274298
0.419,0.9348006644518272,1.0033730005449528,0.8662283283587016
0.42,0.9352159468438538,1.0035847321010487,0.866847161586659
0.421,0.9356312292358804,1.0037956606304017,0.8674667978413589
0.422,0.936046511627907,1.0040057788888963,0.8680872443669176
0.423,0.9364617940199336,1.0042150795157743,0.8687085085240929
0.424,0.9368770764119602,1.0044235550309777,0.8693305977929426
0.425,0.9372923588039868,1.0046311978324112,0.8699535197755625
0.426,0.9377076411960132,1.0048380001931232,0.8705772821989033
0.427,0.9381229235880398,1.0050439542584042,0.8712018929176756
0.428,0.9385382059800664,1.0052490520427944,0.8718273599173385
0.429,0.938953488372093,1.0054532854270035,0.8724536913171825
0.43,0.9393687707641196,1.005656646154735,0.8730808953735043
0.431,0.9397840531561462,1.005859125829412,0.8737089804828803
0.432,0.9401993355481728,1.006060715910804,0.8743379551855417
0.433,0.9406146179401993,1.006261407711544,0.8749678281688545
0.434,0.9410299003322259,1.006461192393542,0.8755986082709097
0.435,0.9414451827242525,1.0066600609642793,0.8762303044842257
0.436,0.9418604651162791,1.0068580042729884,0.8768629259595697
0.437,0.9422757475083057,1.0070550130067086,0.8774964820099027
0.438,0.9426910299003323,1.007251077686214,0.8781309821144504
0.439,0.9431063122923589,1.0074461886618102,0.8787664359229075
0.44,0.9435215946843853,1.0076403361089905,0.8794028532597801
0.441,0.9439368770764119,1.007833510023952,0.8800402441288719
0.442,0.9443521594684385,1.008025700218958,0.880678618717919
0.443,0.9447674418604651,1.0082168963175497,0.8813179874033805
0.444,0.9451827242524917,1.0084070877495914,0.8819583607553919
0.445,0.9455980066445183,1.0085962637461503,0.8825997495428863
0.446,0.9460132890365449,1.0087844133341979,0.8832421647388919
0.447,0.9464285714285714,1.0089715253311304,0.8838856175260122
0.448,0.946843853820598,1.0091575883390975,0.8845301193020985
0.449,0.9472591362126246,1.0093425907391296,0.8851756816861197
0.45,0.9476744186046512,1.00952652068506,0.8858223165242423
0.451,0.9480897009966778,1.00970936609723,0.8864700358961255
0.452,0.9485049833887044,1.0098911146559644,0.8871188521214444
0.453,0.948920265780731,1.0100717537948136,0.8877687777666483
0.454,0.9493355481727574,1.0102512706935474,0.8884198256519675
0.455,0.949750830564784,1.0104296522708902,0.8890720088586779
