random_diss,qsampled_diss,qsampled_diss_pos,m2_diss,m2_diss_pos,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
4.330733340286331,0.1486831976451249,0.2799600263578706,0.1486831976451249,0.2799600263578706,3.6375861597263857,5,5,4,4,0
3.3948322518355356,0.15831740707806335,0.2905579138976174,0.15831740707806335,0.2905579138976174,3.5786946418981938,2,2,3,4,0
3.244701160945837,0.2029041660269819,0.3550570701655403,0.2029041660269819,0.3550570701655403,3.5983251478409244,4,3,5,5,0
2.651805365058937,0.07226770515718216,0.2182202605538841,1.2056983530740826,1.1212660706328088,3.0030050823540155,4,3,4,1,0
2.422504287641229,0.06925639331838009,0.17457620844310728,0.9750774276992396,0.8970128565062471,2.7520734611417605,1,1,1,4,0
2.480539750681612,0.06708801400232232,0.20756310139757786,0.8219388759863717,0.784201198130833,2.1248335548061656,2,2,3,5,0
2.532677883161837,0.05177939716293154,0.2704376306955222,0.8152601586741363,0.8878736436960093,3.0867468185477787,5,2,3,3,0
2.1538869292180105,0.36592538879011693,0.4696450765952288,0.689241817746356,0.7517632825437215,2.8456924791391307,5,3,5,5,0
2.279838294819031,0.3766517920471836,0.5273080006906236,0.8454119609516287,0.7852506861045695,2.799522373730591,1,4,2,5,0
2.105010973984691,0.3389866128424653,0.7230678656003612,1.0786371851977192,0.7852506861045695,2.799522373730591,2,4,2,4,0
2.307995000806699,0.32437057761297283,0.7223224163222352,0.9906341607356393,0.7781703602229413,2.7187178204874938,4,4,3,2,0
2.2966951985875963,0.700390462440769,0.7223224163222352,1.080079693848739,0.8334543603044822,2.7306841412024085,2,4,3,4,0
2.4531596710259604,0.6469942014450852,0.7253162978351266,1.4180666021472286,0.8749903390269081,2.526491717554691,5,1,2,5,0
2.3867822521805517,0.616187971635307,0.7234020837064986,1.388910535589564,0.9412318496725693,2.5398626272916944,4,2,4,4,0
2.3491788763453103,0.69697283197928,0.7268991894047107,1.3187437256091479,0.8446227155231745,2.67050655743173,1,3,5,4,0
2.42573224245236,0.6630200227844698,0.7412625881356133,1.2446212829333485,0.8501803192641193,2.549708291497324,4,3,4,2,0
2.4615477463738813,0.6306678859111008,0.7577525084901579,1.386687770733419,0.9104996722250024,2.5898745349421786,4,5,4,4,0
2.525528314720722,0.7459721090343565,0.8835044552894094,1.3228756831266641,0.8625163958297445,2.531735408260033,1,2,5,1,0
2.567296952293729,0.7082661455189454,0.8120168458208531,1.468359356712388,1.0184718176671497,2.436193866953905,5,4,5,5,0
2.5154547631324515,0.6973357058433913,0.8461649321587088,1.5790670402739095,1.1531183230671067,2.526872044965847,2,3,1,5,0
2.6177788806304454,0.8307906368270901,1.0440519221942965,1.446591253211674,1.1357492592802234,2.4433569924089937,3,2,1,5,0
2.5894088359939724,0.8171683446088281,0.9838239831249285,1.4914879301377677,1.2599208966798308,2.4573344573706257,2,1,2,4,0
2.5857774943608773,0.7888472518085261,0.9971180505240482,1.4915625775585055,1.282028905701261,2.5334310348368443,2,4,3,5,0
2.6517234790101374,0.833667492621402,0.9380735137445605,1.5418368176132915,1.2912776623454685,2.4093831313298537,2,1,3,3,0
2.63810854976551,0.9074370645443617,0.9618999638838316,1.497742557873242,1.2842303758343367,2.482525055666914,4,3,4,2,0
2.92723005125066,0.9801628287509353,0.9512331593438962,1.4753398741694388,1.32852206551198,2.8065906760601074,2,4,3,4,0
2.9707758219157907,0.9704211989119076,0.923372950737075,1.5150222717715893,1.3443166341607289,2.854340634794863,1,2,4,4,0
2.909237161902851,0.9853690769898782,0.8812682364186812,1.458638680551893,1.2261717913274053,2.9084914754858846,4,1,3,4,0
2.80805956988112,1.0414581911349192,0.8812682364186812,1.4586386805518927,1.2261717913274053,2.9084914754858846,4,1,4,4,0
2.7758936791962556,1.0113401067067989,0.8858514512986091,1.4943524440551614,1.23848132837217,2.9891750170429656,1,4,4,5,0
2.8573078900391247,1.1123350095151614,0.9311514901070307,1.5074577771017459,1.1856989156186502,2.8857976939231857,1,1,2,4,0
2.7125479982659533,1.2241069702908385,0.9605917079690195,1.562477900536234,1.2382888843497337,2.8000196165974405,5,4,2,5,0
2.6052103519075693,1.3230957945371327,1.0022725810190038,1.643013079055645,1.2715559161992858,2.814088946013222,3,3,5,5,0
2.6251354211429208,1.239721665215109,1.0072277903498026,1.6799014274567667,1.2839324311342482,2.7663956762499144,3,2,4,5,0
2.565934806514143,1.2366428775238798,1.0783650944818728,1.659511933337448,1.284722183869026,2.7702640409051225,3,4,5,3,0
2.564173190074348,1.210671707565832,1.1251847541461732,1.6918359650920576,1.362750430974772,2.913903541793981,2,2,4,4,0
2.588132028238684,1.2715430824805822,1.1015256619217497,1.6932968483744906,1.3098097499619723,2.89288973397213,4,1,3,4,0
2.5307942698711465,1.2715452073556082,1.0922332032872073,1.6934656153240386,1.3258725067879351,2.8945733905052577,1,4,3,4,0
2.463619411013936,1.242502011258326,1.0922332032872073,1.6905762205912664,1.3350383245393125,2.894573390505258,1,1,3,2,0
2.482183981486834,1.4346011459504082,1.0955073555374961,1.7887791536141087,1.33853650717192,2.9017290402062463,3,3,3,4,0
2.4445807958793164,1.432985725292136,1.0852444315696383,1.7929859901519856,1.3071315447795726,2.8506182929069244,1,4,3,3,0
2.4441329804699428,1.4303774740400599,1.150272003865983,1.7771986739046914,1.2737022772531834,2.815861601538359,3,1,3,4,0
2.360905186160655,1.4161622634114117,1.1733374672367718,1.7276978474353673,1.2378496842904418,2.688531003878381,2,5,3,1,0
2.372060367048302,1.4482318549053368,1.2030573292064384,1.721540949645065,1.2379592189651085,2.6112004800229953,3,1,5,3,0
2.3729606085551875,1.4442859482990604,1.197303936596462,1.7106558185694833,1.2331959289159378,2.547479997517492,1,1,4,5,0
2.3466290945059094,1.4615178495355226,1.2076712905130307,1.7749396470993577,1.2101510228270937,2.5417894237916063,3,1,1,4,0
2.3144190590408003,1.4345857954703793,1.1828223120185848,1.755660409104311,1.1997022257219714,2.4978656198854816,5,1,2,2,0
2.391845885534157,1.4345979644986684,1.2749346199468292,1.740433930213442,1.2128172323644104,2.565567006019275,4,1,4,3,0
2.3741842602631604,1.4442640621349245,1.268710201979589,1.7502185357466955,1.2128172323644104,2.5557072306422928,1,2,4,4,0
2.4241226220533973,1.4155731583547289,1.2724607193581032,1.696567110609639,1.221704544545776,2.553243676646289,1,3,3,4,0
2.4109716294006183,1.3901836439032096,1.2451243828047902,1.7340533164086747,1.2144929520373848,2.5534846927919035,3,1,1,4,0
