questions asked,mean,var,lower,upper
1,0.5160690039998606,0.01181966461930644,0.47547293070403374,0.5566650772956874
6,0.7632848723534998,0.014283580050534967,0.7186576365472149,0.8079121081597848
11,0.7913787607839583,0.011813074494024325,0.7507940063588097,0.8319635152091069
16,0.8584418258231469,0.009971862362082005,0.8211537829872306,0.8957298686590627
21,0.9191213829863603,0.003938104036385207,0.8956885367011453,0.9425542292715754
26,0.9285875794312327,0.003669447677184623,0.9059681419240568,0.9512070169384086
31,0.9363481944802895,0.004405865695510826,0.911562729070962,0.9611336598896165
36,0.9442270751455478,0.0030586328676692667,0.9235758830421036,0.9648782672489916
41,0.9655609244747532,0.0017698804760102424,0.949851747934641,0.9812701010148653
46,0.9627661972721312,0.0028676180892095774,0.9427702442967405,0.9827621502475221
51,0.9778686587845514,0.0012380939148725015,0.9647297818254248,0.9910075357436781
56,0.9826254697410529,0.0007929753657521135,0.9721104207840516,0.9931405186980542
61,0.9829978394116681,0.000976721386099566,0.9713279484118715,0.9946677304114646
66,0.9907496966397896,0.00044235537534425005,0.9828961268821612,0.9986032663974176
71,0.9947282142652252,0.00012382422316412956,0.9905730876982963,0.998883340832154
76,0.9929238947040805,0.00013658022338506034,0.988559988972547,0.9972878004356139
81,0.9932847657258035,0.00011722859823208402,0.9892418169667039,0.9973277144849033
86,0.9916081393571073,0.0003697960732717352,0.9844275085381851,0.9987887701760294
91,0.9898017805112749,0.0004889742435202831,0.981544739477679,0.9980588215448708
96,0.9930219318196615,0.0003237824974249418,0.9863028777588813,0.9997409858804417
101,0.9954110903620708,0.0001511189745112868,0.9908207916289459,1.0000013890951955
