questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1.0,0.7606536935791662,0.7606536935791662,0.7606536935791662,0.7606536935791662
4.0,0.9384880458974761,0.9233556067588325,0.8953746063067118,0.9513641201168074
7.0,0.941497453459176,0.9460363155363156,0.9174448876568825,0.9749395346188395
10.0,0.983284878399821,0.9761861527148884,0.9691304953692123,0.9832490026262021
13.0,0.9646451280002664,0.9654637576804915,0.9501778500076061,0.9807560481736579
16.0,0.990513507159749,0.9848218325791854,0.9803359302197716,0.9893146744472352
19.0,0.989848914399568,0.988505777144666,0.9854855009318452,0.9915282195970904
22.0,0.9987684431464335,0.8321017764797669,0.8046752132032767,0.8596311000999036
25.0,0.9901824618736383,0.9901824618736383,0.9901824618736383,0.9901824618736383
28.0,0.9947274226559216,0.828060755989255,0.8006341927127648,0.8555900796093917
31.0,0.9981481481481481,0.8314814814814815,0.8040549182049913,0.8590108051016182
34.0,1.0,0.5,0.4177203101705293,0.58258797086041
37.0,1.0,0.5,0.4177203101705293,0.58258797086041
40.0,1.0,0.5,0.4177203101705293,0.58258797086041
43.0,0.9993872549019608,0.6660539215686274,0.611200795015647,0.7211125688089007
