fpr,tpr,threshold,questions
0.0,0.0,1.5820288691372046,1
0.1875,0.23529411764705882,0.5820288691372045,1
0.5625,0.4117647058823529,0.5344786343336275,1
0.8125,0.7058823529411765,0.45341770634050055,1
0.8125,0.7647058823529411,0.3881716975834625,1
1.0,1.0,0.2717402817770463,1
0.0,0.0,1.724203743463319,6
0.0,0.05555555555555555,0.7242037434633191,6
0.0,0.16666666666666666,0.7189206095165868,6
0.13333333333333333,0.16666666666666666,0.6838365799391746,6
0.13333333333333333,0.2222222222222222,0.6816813588463461,6
0.2,0.2222222222222222,0.6567095512218751,6
0.2,0.3888888888888889,0.6208317815573584,6
0.26666666666666666,0.3888888888888889,0.6195664957686926,6
0.26666666666666666,0.6111111111111112,0.5918818824413389,6
0.3333333333333333,0.6111111111111112,0.5868351273689286,6
0.3333333333333333,1.0,0.4635814097561742,6
0.6,1.0,0.10655378056097659,6
0.7333333333333333,1.0,0.10510613529246121,6
1.0,1.0,0.08087815747992302,6
0.0,0.0,1.762697874367945,11
0.07692307692307693,0.0,0.7626978743679448,11
0.07692307692307693,0.15,0.7278662202430318,11
0.15384615384615385,0.15,0.7067892192744225,11
0.15384615384615385,0.65,0.609002587139051,11
0.3076923076923077,0.65,0.5906099322428318,11
0.3076923076923077,0.9,0.5491340726826716,11
0.38461538461538464,0.9,0.5012434382811558,11
0.38461538461538464,0.95,0.46215990912230875,11
0.5384615384615384,0.95,0.4192515745319684,11
0.5384615384615384,1.0,0.2997447590538235,11
1.0,1.0,0.08548904760400194,11
0.0,0.0,1.7745280270106067,16
0.0,0.07142857142857142,0.7745280270106067,16
0.0,0.5,0.6719022045856946,16
0.05263157894736842,0.5,0.6706960909498263,16
0.05263157894736842,0.5714285714285714,0.6688309417425264,16
0.15789473684210525,0.5714285714285714,0.6441447490657419,16
0.15789473684210525,0.7142857142857143,0.6385851805069814,16
0.21052631578947367,0.7142857142857143,0.6354355205227041,16
0.21052631578947367,0.7857142857142857,0.6265476470449879,16
0.2631578947368421,0.7857142857142857,0.6071215133012837,16
0.2631578947368421,0.8571428571428571,0.5768019249270403,16
0.3157894736842105,0.8571428571428571,0.575753527511662,16
0.3157894736842105,0.9285714285714286,0.5557872722354572,16
0.42105263157894735,0.9285714285714286,0.5378406619071748,16
0.42105263157894735,1.0,0.5346439421067599,16
1.0,1.0,0.17292167434377267,16
0.0,0.0,1.7477078001483255,21
0.0,0.07142857142857142,0.7477078001483254,21
0.0,0.14285714285714285,0.7473120546027349,21
0.05263157894736842,0.14285714285714285,0.7219424022121059,21
0.05263157894736842,0.5,0.6843083706525254,21
0.15789473684210525,0.5,0.6798471606030979,21
0.15789473684210525,0.7142857142857143,0.6143592495790832,21
0.21052631578947367,0.7142857142857143,0.6122767875061033,21
0.21052631578947367,0.7857142857142857,0.5979348618266749,21
0.2631578947368421,0.7857142857142857,0.5688283877990552,21
0.2631578947368421,0.8571428571428571,0.5575736763158146,21
0.3157894736842105,0.8571428571428571,0.5398441342908648,21
0.3157894736842105,0.9285714285714286,0.5239374972952131,21
0.3684210526315789,0.9285714285714286,0.5079826550882308,21
0.3684210526315789,1.0,0.4899781988174689,21
1.0,1.0,0.18104911997064546,21
0.0,0.0,1.6179494206634255,26
0.0,0.05,0.6179494206634255,26
0.0,0.45,0.5701653804971945,26
0.07692307692307693,0.45,0.5631166645983736,26
0.07692307692307693,0.55,0.5447402011575075,26
0.15384615384615385,0.55,0.5391329483739917,26
0.15384615384615385,0.6,0.5346415034231696,26
0.23076923076923078,0.6,0.5187220368868246,26
0.23076923076923078,0.65,0.5185542734185701,26
0.3076923076923077,0.65,0.502366405897093,26
0.3076923076923077,0.8,0.47675381269437184,26
0.38461538461538464,0.8,0.47396645549461647,26
0.38461538461538464,1.0,0.4239161754998698,26
1.0,1.0,0.20644007953005503,26
0.0,0.0,1.7505759757695722,31
0.0,0.05263157894736842,0.7505759757695724,31
0.0,0.2631578947368421,0.6461568619348996,31
0.07142857142857142,0.2631578947368421,0.64146066901306,31
0.07142857142857142,0.5263157894736842,0.568966450203507,31
0.2857142857142857,0.5263157894736842,0.5540066711214594,31
0.2857142857142857,0.7368421052631579,0.5103510365422518,31
0.35714285714285715,0.7368421052631579,0.4593390464658143,31
0.35714285714285715,0.9473684210526315,0.39479786866292704,31
0.42857142857142855,0.9473684210526315,0.3712150470088557,31
0.42857142857142855,1.0,0.3628561761713836,31
1.0,1.0,0.12507282569613032,31
0.0,0.0,1.8549622013530542,36
0.0,0.06666666666666667,0.8549622013530541,36
0.0,0.26666666666666666,0.717175261614404,36
0.05555555555555555,0.26666666666666666,0.7164445224397088,36
0.05555555555555555,0.5333333333333333,0.6797739630124173,36
0.2222222222222222,0.5333333333333333,0.6375688888452916,36
0.2222222222222222,0.7333333333333333,0.6238401821888279,36
0.2777777777777778,0.7333333333333333,0.6044324075233092,36
0.2777777777777778,0.8,0.5820470417741648,36
0.3333333333333333,0.8,0.5754531871917841,36
0.3333333333333333,0.9333333333333333,0.5073242606977724,36
0.4444444444444444,0.9333333333333333,0.48649917024645123,36
0.4444444444444444,1.0,0.453884590974645,36
1.0,1.0,0.15795866286445148,36
0.0,0.0,1.769836362627038,41
0.0,0.05263157894736842,0.7698363626270379,41
0.0,0.15789473684210525,0.6614867770383025,41
0.07142857142857142,0.15789473684210525,0.6535999766802986,41
0.07142857142857142,0.5789473684210527,0.562554160211762,41
0.14285714285714285,0.5789473684210527,0.5601631471171986,41
0.14285714285714285,0.7368421052631579,0.5439601156678463,41
0.2857142857142857,0.7368421052631579,0.5340365584714064,41
0.2857142857142857,0.8421052631578947,0.5042128172886831,41
0.5,0.8421052631578947,0.4512577931039924,41
0.5,0.9473684210526315,0.42019683850374834,41
0.5714285714285714,0.9473684210526315,0.3919160100025334,41
0.5714285714285714,1.0,0.37941438322107557,41
1.0,1.0,0.21009142845536904,41
0.0,0.0,1.7893526158806297,46
0.0,0.07692307692307693,0.7893526158806295,46
0.0,0.6153846153846154,0.6741393752778952,46
0.05,0.6153846153846154,0.6291826966518618,46
0.05,0.6923076923076923,0.6265669024207924,46
0.15,0.6923076923076923,0.5752772646392191,46
0.15,0.8461538461538461,0.5471603059601161,46
0.25,0.8461538461538461,0.4675920919853807,46
0.25,1.0,0.4421697030567998,46
1.0,1.0,0.19857013506207052,46
0.0,0.0,1.7885939031673512,51
0.0,0.06666666666666667,0.7885939031673512,51
0.0,0.3333333333333333,0.7003289606134032,51
0.05555555555555555,0.3333333333333333,0.6548286542223589,51
0.05555555555555555,0.6666666666666666,0.6068221135494097,51
0.1111111111111111,0.6666666666666666,0.6066215774774855,51
0.1111111111111111,0.9333333333333333,0.5492902587735058,51
0.2222222222222222,0.9333333333333333,0.47038178477989245,51
0.2222222222222222,1.0,0.4674458062694792,51
1.0,1.0,0.1895183968634859,51
0.0,0.0,1.81213752259979,56
0.0,0.0625,0.8121375225997899,56
0.0,0.4375,0.6784046639123987,56
0.058823529411764705,0.4375,0.6741350733266356,56
0.058823529411764705,1.0,0.5746780141219963,56
1.0,1.0,0.13755562719251913,56
0.0,0.0,1.716417584824916,61
0.0,0.05555555555555555,0.7164175848249158,61
0.0,0.8333333333333334,0.6182548528555444,61
0.06666666666666667,0.8333333333333334,0.5755722463816784,61
0.06666666666666667,1.0,0.5312698988966232,61
1.0,1.0,0.2139540840144833,61
0.0,0.0,1.79674544612861,66
0.0,0.058823529411764705,0.7967454461286102,66
0.0,0.8823529411764706,0.632875381536198,66
0.0625,0.8823529411764706,0.6263252634825587,66
0.0625,1.0,0.598556965641565,66
1.0,1.0,0.17174133094467242,66
0.0,0.0,1.7732881027469265,71
0.0,0.0625,0.7732881027469265,71
0.0,0.875,0.5981159222270674,71
0.11764705882352941,0.875,0.5697751645499324,71
0.11764705882352941,1.0,0.5368447745065389,71
1.0,1.0,0.18899737484737492,71
0.0,0.0,1.7990762551653559,76
0.0,0.05555555555555555,0.799076255165356,76
0.0,0.8888888888888888,0.5937061070222084,76
0.06666666666666667,0.8888888888888888,0.5857579909668242,76
0.06666666666666667,0.9444444444444444,0.5690195965791864,76
0.26666666666666666,0.9444444444444444,0.5122614279038886,76
0.26666666666666666,1.0,0.49870388233525975,76
1.0,1.0,0.1686484090727973,76
0.0,0.0,1.7991243934484937,81
0.0,0.06666666666666667,0.7991243934484937,81
0.0,0.9333333333333333,0.6179477921044344,81
0.1111111111111111,0.9333333333333333,0.6137109206306223,81
0.1111111111111111,1.0,0.6015612571407359,81
1.0,1.0,0.16671082768251788,81
0.0,0.0,1.7678486277463317,86
0.0,0.07142857142857142,0.7678486277463318,86
0.0,1.0,0.561722189772422,86
1.0,1.0,0.2123215915670642,86
0.0,0.0,1.6835802698423374,91
0.0,0.05555555555555555,0.6835802698423374,91
0.0,1.0,0.5392725168809214,91
1.0,1.0,0.20670685471552183,91
0.0,0.0,1.809795670251637,96
0.0,0.06666666666666667,0.8097956702516369,96
0.0,1.0,0.6471786448178893,96
1.0,1.0,0.1365243365017516,96
0.0,0.0,1.6779570332074494,101
0.0,0.0625,0.6779570332074495,101
0.0,0.9375,0.5472456047504688,101
0.058823529411764705,0.9375,0.5322967067680581,101
0.058823529411764705,1.0,0.5242954939951286,101
1.0,1.0,0.22690499092948085,101
