questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1.0,0.5,0.5,0.4177203101705293,0.58258797086041
6.0,0.5,0.5,0.4177203101705293,0.58258797086041
11.0,0.5555471486510788,0.545531695331704,0.5188438349170278,0.5723102504905185
16.0,0.5966247560736373,0.6321779391991895,0.582154472200867,0.6822664819174924
21.0,0.6481525675572374,0.6984600024707739,0.63532378336653,0.7617004337869553
26.0,0.6425281057967246,0.7046287166469152,0.6380129251222697,0.7713405510683181
31.0,0.9859243119950034,0.970604167868977,0.9665472211191725,0.9746734955581358
36.0,0.9785150359422493,0.9451418775487404,0.9385456872271318,0.9517611700968759
41.0,0.9779541621650795,0.8949219984223894,0.880650094396373,0.9092465561039241
46.0,0.9765803624893752,0.9201066705434611,0.9093411487328671,0.9309105130414372
51.0,0.9788700031669588,0.8677588920558477,0.8494745165381876,0.8861117744692721
56.0,0.9979575163398694,0.5257352941176471,0.4480266981675914,0.603735044374701
61.0,0.9989534020235775,0.5822867353569108,0.5137203271656853,0.6511100444072525
66.0,0.9949548435358548,0.6893992879802994,0.6391172553067339,0.7398697146172165
71.0,0.9983614059658952,0.5539169615214506,0.48077945945081013,0.6273284911751484
76.0,0.9993386243386243,0.5271164021164021,0.4494078061663464,0.6051161523734561
81.0,1.0,0.5,0.4177203101705293,0.58258797086041
86.0,0.9991784676833697,0.582511801016703,0.5139453928254774,0.6513351100670447
91.0,0.9995726495726495,0.5273504273504274,0.44964183140037167,0.6053501776074812
96.0,1.0,0.5277777777777778,0.4500691818277221,0.6057775280348316
101.0,0.9997957516339869,0.5275735294117647,0.449864933461709,0.6055732796688187
