questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1,0.3621323529411765,0.3621323529411765,0.3621323529411765,0.3621323529411765
6,0.6541353383458646,0.7086842105263158,0.6429913835660064,0.7744594675945404
11,0.6074380165289256,0.6877272727272727,0.6273553458219073,0.7482527012716578
16,0.8407407407407408,0.8813333333333334,0.8380105309554161,0.9246853710825637
21,0.837037037037037,0.8703611111111111,0.8357764380709742,0.904989567123639
26,0.9407407407407408,0.9407407407407408,0.9407407407407408,0.9407407407407408
31,0.8846153846153846,0.9134615384615384,0.8901605641778743,0.9367873238421192
36,0.9705882352941175,0.9705882352941175,0.9705882352941175,0.9705882352941175
41,0.9669117647058822,0.9669117647058822,0.9669117647058822,0.9669117647058822
46,0.9398496240601504,0.9398496240601504,0.9398496240601504,0.9398496240601504
51,0.9642857142857142,0.9642857142857142,0.9642857142857142,0.9642857142857142
56,0.988970588235294,0.988970588235294,0.988970588235294,0.988970588235294
61,0.9816176470588235,0.9816176470588235,0.9816176470588235,0.9816176470588235
66,0.9807692307692308,0.9807692307692308,0.9807692307692308,0.9807692307692308
71,0.9462809917355371,0.9462809917355371,0.9462809917355371,0.9462809917355371
76,0.9852941176470588,0.9852941176470588,0.9852941176470588,0.9852941176470588
81,0.9925925925925926,0.9925925925925926,0.9925925925925926,0.9925925925925926
86,1.0,0.5,0.4177203101705293,0.58258797086041
91,0.9558823529411764,0.9558823529411764,0.9558823529411764,0.9558823529411764
96,1.0,0.5,0.4177203101705293,0.58258797086041
101,1.0,0.5,0.4177203101705293,0.58258797086041
