questions,variable,mean,var,lower,upper
0,m2_diss,0.0,0.0,0.0,0.0
0,m3_diss,0.0,0.0,0.0,0.0
0,qsampled_diss,0.0,0.0,0.0,0.0
0,random_diss,0.0,0.0,0.0,0.0
1,m2_diss,0.0,0.0,0.0,0.0
1,m3_diss,0.0,0.0,0.0,0.0
1,qsampled_diss,0.0,0.0,0.0,0.0
1,random_diss,0.0,0.0,0.0,0.0
2,m2_diss,0.0,0.0,0.0,0.0
2,m3_diss,0.0,0.0,0.0,0.0
2,qsampled_diss,0.0,0.0,0.0,0.0
2,random_diss,0.0,0.0,0.0,0.0
3,m2_diss,0.0,0.0,0.0,0.0
3,m3_diss,0.0,0.0,0.0,0.0
3,qsampled_diss,0.0,0.0,0.0,0.0
3,random_diss,0.0,0.0,0.0,0.0
4,m2_diss,0.0,0.0,0.0,0.0
4,m3_diss,0.0,0.0,0.0,0.0
4,qsampled_diss,0.0,0.0,0.0,0.0
4,random_diss,0.0,0.0,0.0,0.0
5,m2_diss,0.0,0.0,0.0,0.0
5,m3_diss,0.0,0.0,0.0,0.0
5,qsampled_diss,0.0,0.0,0.0,0.0
5,random_diss,0.0,0.0,0.0,0.0
6,m2_diss,0.009711538461538459,0.0012593252080351028,0.004763292364642789,0.01465978455843413
6,m3_diss,0.10197115384615381,0.0037678197756534112,0.09341206759209425,0.11053024010021334
6,qsampled_diss,0.0034684065934065924,0.0004715215352665997,0.0004405652921990054,0.00649624789461418
6,random_diss,0.07353021978021976,0.004818708284509125,0.0638508371008705,0.08320960245956896
7,m2_diss,0.01515775240384615,0.001616386921051116,0.009551727712618537,0.020763777095073762
7,m3_diss,0.19215444711538457,0.00432792177875497,0.18298122216055493,0.20132767207021426
7,qsampled_diss,0.0054567307692307675,0.0006350874338640312,0.0019427522510084994,0.008970709287453036
7,random_diss,0.12670222355769226,0.007135447577310637,0.11492364311599503,0.13848080399938942
8,m2_diss,0.013473557692307691,0.0012771452215712532,0.008490424633438702,0.01845669075117668
8,m3_diss,0.24638874831309038,0.005998570899304923,0.23558918386459043,0.2571883127615903
8,qsampled_diss,0.008602863997600838,0.0008553908445603789,0.0045247004239467375,0.012681027571254937
8,random_diss,0.16891074842555104,0.008435610415573103,0.1561039492439916,0.18171754760711037
9,m2_diss,0.014522035256410255,0.0012010765335282488,0.009689581761163121,0.019354488751657385
9,m3_diss,0.2931457068151147,0.007151971623812201,0.2813534960257969,0.3049379176044324
9,qsampled_diss,0.011575910931174088,0.0009876473932227724,0.007193800646221199,0.01595802121612697
9,random_diss,0.1970613402496626,0.01028957872200598,0.1829170506607936,0.21120562983853158
10,m2_diss,0.01813489169588673,0.0013602012447894395,0.01299227771275456,0.023277505679018894
10,m3_diss,0.3537533724072508,0.00620416760545134,0.34277029351286703,0.36473645130163446
10,qsampled_diss,0.015008489721103403,0.001105480199386781,0.010372336010265736,0.019644643431941063
10,random_diss,0.24765298250870693,0.01005538673016108,0.2336705822030468,0.26163538281436693
11,m2_diss,0.029753265608762996,0.0036348610894841385,0.021346552018744844,0.03815997919878115
11,m3_diss,0.40342819479999276,0.005312630688813181,0.3932648383904239,0.4135915512095616
11,qsampled_diss,0.0198642154560925,0.0020120793664989843,0.013609538325443036,0.026118892586741965
11,random_diss,0.2911378913662725,0.009934783470018436,0.2772395957328043,0.3050361869997408
12,m2_diss,0.03613925166480811,0.0032811612124477867,0.028152022835586914,0.0441264804940293
12,m3_diss,0.4237205579432742,0.005670788526443156,0.41322020085738753,0.4342209150291606
12,qsampled_diss,0.021950656713872224,0.0018846122654784336,0.01589734067014946,0.02800397275759499
12,random_diss,0.30633303039926546,0.010126061942838438,0.29230157783993527,0.32036448295859554
13,m2_diss,0.03891501940303609,0.003080161495746221,0.03117630024525155,0.04665373856082063
13,m3_diss,0.451378910947326,0.00556427550419205,0.4409776341255808,0.4617801877690709
13,qsampled_diss,0.02607471694859563,0.0021180220939708842,0.019657487239455554,0.03249194665773571
13,random_diss,0.3182690639421751,0.009824180627141578,0.3044483489293262,0.33208977895502395
14,m2_diss,0.03632068477616702,0.002683162902961153,0.029097880228901446,0.04354348932343259
14,m3_diss,0.46791555497940895,0.0058058685820462225,0.45729087291495923,0.4785402370438589
14,qsampled_diss,0.02738402153297497,0.0020290422812978314,0.02110303458578113,0.03366500848016881
14,random_diss,0.3272225549174586,0.008739245611226154,0.31418730641450615,0.3402578034204113
15,m2_diss,0.03965961633663093,0.002519775439237332,0.03266017687569756,0.046659055797564304
15,m3_diss,0.4790554481778113,0.005833524621007411,0.4684054910379815,0.489705405317641
15,qsampled_diss,0.031281494546138384,0.0021139775787890856,0.02487039484514051,0.03769259424713626
15,random_diss,0.33958364523511747,0.00813443026372981,0.327007547247607,0.35215974322262805
16,m2_diss,0.037326697728593816,0.0022320502160718225,0.03073899000065653,0.0439144054565311
16,m3_diss,0.4892967685636367,0.005825645985999822,0.47865400565718635,0.499939531470087
16,qsampled_diss,0.03312561715797544,0.002280836022440418,0.026466304984899176,0.03978492933105171
16,random_diss,0.3469765577445068,0.007942405673341221,0.334549784455713,0.3594033310333005
17,m2_diss,0.046437202825543276,0.0022860261389026993,0.03977031821726055,0.053104087433826004
17,m3_diss,0.4979030884387563,0.005651443157487174,0.48742065715099864,0.5083855197265137
17,qsampled_diss,0.03476483725738616,0.0023113652334243668,0.028061105461373068,0.041468569053399254
17,random_diss,0.35180826944875937,0.00738564733630265,0.3398249641070049,0.3637915747905138
18,m2_diss,0.045606244115252305,0.0018872932825207249,0.03954862393001329,0.05166386430049131
18,m3_diss,0.5228099310300706,0.005096847450671158,0.5128551167977003,0.5327647452624406
18,qsampled_diss,0.03691043922764194,0.002202610347485435,0.03036632034980504,0.043454558105478845
18,random_diss,0.37518668637460395,0.006870391262277145,0.3636289421927429,0.386744430556465
19,m2_diss,0.047971476396389254,0.0018443755885944291,0.04198312847069816,0.053959824322080345
19,m3_diss,0.5163403883541129,0.004530783980655989,0.506954637523392,0.5257261391848336
19,qsampled_diss,0.038446603947482554,0.0020624505240829615,0.03211411979021199,0.04477908810475312
19,random_diss,0.37980014135718376,0.006338153123935094,0.3686991003751165,0.3909011823392509
20,m2_diss,0.050918000608393806,0.0017723843608623197,0.04504768708197806,0.05678831413480955
