questions,variable,mean,var,lower,upper
20,qsampled_diss,0.14942240770151297,0.01651346276654982,0.1315039173091088,0.16734089809391703
20,random_diss,1.4007652409223557,0.09015436457737094,1.3588978670401073,1.442632614804604
21,m2_diss,0.1911067898093579,0.023693352048432037,0.16964353427743123,0.21257004534128454
21,m3_diss,1.9367106666393896,0.06082567297617639,1.9023211712161237,1.9711001620626556
21,qsampled_diss,0.15839214736538484,0.015831443034204626,0.1408475828145864,0.1759367119161834
21,random_diss,1.3921052325290884,0.08528236629549875,1.3513848392848746,1.4328256257733016
22,m2_diss,0.19697747521373546,0.022595320929609246,0.17601745971418434,0.21793749071328675
22,m3_diss,1.922592628135881,0.05882633524386361,1.888773045852015,1.9564122104197463
22,qsampled_diss,0.16658881409546333,0.015029313316414793,0.1494944908684324,0.1836831373224944
22,random_diss,1.373308059361253,0.08034343557249612,1.3337843641334912,1.4128317545890148
23,m2_diss,0.20787395233617287,0.022588123287173918,0.1869172754639763,0.22883062920836944
23,m3_diss,1.9050598696875292,0.05288903437775769,1.8729923654083196,1.9371273739667396
23,qsampled_diss,0.1807182130655626,0.015118143577530371,0.16357344654749936,0.19786297958362567
23,random_diss,1.367442520778632,0.0749718744818781,1.3292629073255011,1.4056221342317634
24,m2_diss,0.20465691186330962,0.020811170479768337,0.18454142280554614,0.2247724009210731
24,m3_diss,1.894473141017234,0.048826635079156126,1.8636617901063885,1.9252844919280794
24,qsampled_diss,0.18895264256572666,0.01524708609938632,0.17173491749698655,0.20617036763446683
24,random_diss,1.3645330442603478,0.07061659309604737,1.3274789908681364,1.4015870976525597
25,m2_diss,0.21888008573517304,0.02137565055108614,0.19849361665254622,0.2392665548177999
25,m3_diss,1.9343882434135835,0.04734954086645899,1.9040465211647524,1.9647299656624142
25,qsampled_diss,0.19465072085151167,0.014811277020893803,0.1776808477480797,0.21162059395494362
25,random_diss,1.407565185325336,0.0670457764829399,1.3714601266742104,1.4436702439764624
26,m2_diss,0.28796917362923663,0.01984051727627172,0.26832838880311405,0.3076099584553592
26,m3_diss,1.918567795389568,0.04401292862836785,1.8893146562953367,1.9478209344837987
26,qsampled_diss,0.2017481647146228,0.01409207865911988,0.1851954255441865,0.21830090388505913
26,random_diss,1.3947735285337453,0.06525233433705523,1.3591546395636962,1.4303924175037943
27,m2_diss,0.2906146491409383,0.01931619443529849,0.27123512421063795,0.3099941740712388
27,m3_diss,1.9029710583703132,0.04153088298612762,1.8745547324832201,1.9313873842574067
27,qsampled_diss,0.2103857321394779,0.01274214457908802,0.194645772781308,0.22612569149764783
27,random_diss,1.3881094377752539,0.06178943332659636,1.3534485686468452,1.4227703069036644
28,m2_diss,0.3517097427655753,0.022549072359480483,0.3307711889502831,0.3726482965808673
28,m3_diss,1.9594873777251245,0.039423089666176435,1.9318015398566413,1.9871732155936073
28,qsampled_diss,0.21541463828694085,0.012433461513792224,0.19986650089714042,0.23096277567674128
28,random_diss,1.4326311679109247,0.061235941800410976,1.3981258889222135,1.4671364468996364
29,m2_diss,0.38088820635891124,0.024399890042273158,0.35910728349511234,0.40266912922271025
29,m3_diss,2.0200306257280944,0.038411030227490275,1.9927024702288474,2.0473587812273415
29,qsampled_diss,0.21367025096672268,0.01212234194874027,0.19831787463701492,0.22902262729643044
29,random_diss,1.434317651694627,0.06546308594552358,1.3986412882550243,1.4699940151342283
30,m2_diss,0.3880548795206925,0.023505254254167274,0.366676990458555,0.4094327685828301
30,m3_diss,2.000240184928578,0.0352656398474744,1.9740548443831953,2.0264255254739596
30,qsampled_diss,0.22129710893955085,0.01156801636773949,0.2062998534659427,0.2362943644131591
30,random_diss,1.4230688292056004,0.059389426513425186,1.3890877702915685,1.4570498881196328
31,m2_diss,0.39731844588922927,0.023801577876663853,0.37580622657945023,0.4188306651990084
31,m3_diss,1.983724106620133,0.03294449266253528,1.9584151783855237,2.009033034854742
31,qsampled_diss,0.22537610400537095,0.01105055922006078,0.21071811233575774,0.24003409567498415
31,random_diss,1.4110864484646013,0.05678596609806977,1.3778585517528976,1.444314345176305
32,m2_diss,0.40161094090499433,0.0229926251432016,0.3804674534769204,0.42275442833306814
32,m3_diss,1.9682780578580057,0.032417428700490844,1.9431723989235576,1.9933837167924537
32,qsampled_diss,0.2297902941410687,0.011089221686467969,0.21510668298580657,0.24447390529633087
32,random_diss,1.399525930503971,0.05540721983562082,1.3667038941662257,1.432347966841717
33,m2_diss,0.4044795639341629,0.021858207338399247,0.3838642661263784,0.4250948617419474
33,m3_diss,1.953220922857204,0.03132209994267426,1.9285430468460691,1.9778987988683383
33,qsampled_diss,0.23496279407279516,0.011169690097509193,0.22022600375233134,0.24969958439325898
33,random_diss,1.3901961357959833,0.05397120321402657,1.3578022242133339,1.4225900473786324
34,m2_diss,0.4072437374345559,0.02120113814041096,0.3869406572285617,0.4275468176405501
34,m3_diss,1.9378484128812,0.030570406442898913,1.9134684551227974,1.962228370639602
34,qsampled_diss,0.23784091448105762,0.010772676843890898,0.22336839447855805,0.25231343448355714
34,random_diss,1.385152740237169,0.050674651664690956,1.3537637222856067,1.4165417581887314
35,m2_diss,0.4118070106339817,0.020423246373464213,0.3918798817095519,0.43173413955841144
35,m3_diss,1.9243549809881437,0.02933349161688564,1.900473336837522,1.9482366251387655
35,qsampled_diss,0.2446754423421147,0.010607408306007173,0.2303143661770599,0.25903651850716947
35,random_diss,1.3768430100420945,0.0485201627784301,1.3461285088304287,1.4075575112537617
36,m2_diss,0.4128796890508389,0.019630122769365103,0.3933433200197124,0.43241605808196515
36,m3_diss,1.9953733944036909,0.029348332233218945,1.9714857098282417,2.019261078979141
36,qsampled_diss,0.24959233011342682,0.01081047990308224,0.23509443914658118,0.26409022108027247
36,random_diss,1.4121704281119705,0.049737947490598164,1.3810728711398204,1.443267985084121
37,m2_diss,0.4156834475118101,0.019018037119112742,0.3964540716763045,0.4349128233473158
37,m3_diss,1.9484617483447466,0.02747516990367458,1.9253489497024918,1.9715745469870014
37,qsampled_diss,0.2524337174907269,0.01045847567486121,0.23817381559488138,0.26669361938657243
37,random_diss,1.38808099014241,0.046493673765080276,1.3580147394449853,1.4181472408398343
38,m2_diss,0.4140176116173048,0.01808499331936461,0.3952658739488918,0.43276934928571786
38,m3_diss,1.9330863728698424,0.026130499980601393,1.910546253993371,1.9556264917463142
38,qsampled_diss,0.25641227945391437,0.010028569285088962,0.24244853693867066,0.27037602196915794
38,random_diss,1.3756629513585177,0.044784629922269004,1.3461544714961318,1.4051714312209027
39,m2_diss,0.4180843416164864,0.01736639416543445,0.3997089260587695,0.4364597571742035
39,m3_diss,1.9177522137779908,0.026324473978912223,1.8951285887889002,1.9403758387670822
39,qsampled_diss,0.2622192440618221,0.009748255962717993,0.2484520382658723,0.27598644985777193
39,random_diss,1.365371235980852,0.042364731592369656,1.3366710591877236,1.394071412773981
40,m2_diss,0.4201778155312114,0.01608739337154641,0.40249199624493515,0.4378636348174877
40,m3_diss,1.9009685540578645,0.025388259182427108,1.8787508691127728,1.9231862390029557
40,qsampled_diss,0.26714068990984896,0.009374221911536912,0.2536401866679854,0.28064119315171265
40,random_diss,1.3567498879670306,0.04052053534512218,1.3286813410858174,1.3848184348482429
41,m2_diss,0.4236906851045,0.01571305962502741,0.406211840486305,0.44116952972269496
41,m3_diss,1.884756131124341,0.023667683361649705,1.863304505075648,1.9062077571730336
41,qsampled_diss,0.26974740600337654,0.009283340515937905,0.25631250462384375,0.28318230738290934
41,random_diss,1.349330847943165,0.03924786914566309,1.3217066050603306,1.3769550908259993
42,m2_diss,0.4317486181154242,0.01521087921826406,0.41455134845219604,0.44894588777865213
42,m3_diss,1.8703713188634856,0.02249651712614714,1.8494571800774888,1.8912854576494829
42,qsampled_diss,0.2757187615381905,0.009411995583966696,0.2621910853268559,0.289246437749525
42,random_diss,1.3386763615395703,0.0384614140865155,1.3113302887037983,1.3660224343753427
43,m2_diss,0.4385495018677305,0.014864074078346242,0.42154940981903516,0.4555495939164262
43,m3_diss,1.85943689405766,0.02184865356128458,1.838826102005613,1.8800476861097066
43,qsampled_diss,0.2801772816324697,0.009387610374371257,0.2666671409777332,0.29368742228720607
43,random_diss,1.3319238550592962,0.0373048314829703,1.304992085881573,1.3588556242370196
44,m2_diss,0.4387513351596568,0.014665892022491538,0.4218649541544095,0.4556377161649039
44,m3_diss,1.8452856092797503,0.021173915812760378,1.8249955678697918,1.8655756506897088
44,qsampled_diss,0.28442769945754576,0.008912120453020008,0.27126415434292844,0.29759124457216307
44,random_diss,1.3212431270292582,0.035696164453334074,1.2948984354095197,1.3475878186489971
45,m2_diss,0.43996196147134287,0.013824315955108489,0.42356723527952317,0.4563566876631627
45,m3_diss,1.8329711188613427,0.020372108174786706,1.8130689535532891,1.8528732841693958
45,qsampled_diss,0.28816923387131604,0.008740534396445652,0.27513302424328295,0.30120544349934913
45,random_diss,1.3147661918839695,0.03375732731249565,1.2891469443590564,1.340385439408883
46,m2_diss,0.44240606157465373,0.01314035191743008,0.42642204796767774,0.4583900751816296
46,m3_diss,1.8217354014325122,0.019943210080857445,1.8020438527056695,1.841426950159355
46,qsampled_diss,0.29240149506602753,0.008723675027692085,0.2793778640939768,0.3054251260380785
46,random_diss,1.3064563873939687,0.03296453863896631,1.2811397603759698,1.3317730144119677
47,m2_diss,0.44309207203755896,0.01275409430651829,0.4273447338529373,0.4588394102221805
47,m3_diss,1.8092605206152301,0.01972755256101324,1.7896757293601906,1.8288453118702706
47,qsampled_diss,0.2952559955789489,0.008481813780869332,0.28241417171230426,0.3080978194455935
47,random_diss,1.298733258735724,0.03200714856418936,1.27378697628784,1.3236795411836086
48,m2_diss,0.45226171492663325,0.012203187077193669,0.43685823038904426,0.4676651994642226
48,m3_diss,1.834806443370866,0.018551375889669586,1.815814456341846,1.8537984303998856
48,qsampled_diss,0.30127587718507054,0.008167810022222017,0.2886740025094191,0.3138777518607221
48,random_diss,1.3358685057294941,0.029527952073348004,1.3119078330708431,1.3598291783881442
49,m2_diss,0.45605038808668313,0.012808974412727143,0.4402692063417468,0.47183156983161945
49,m3_diss,1.8241984587037188,0.018122393701114584,1.8054273414336715,1.842969575973767
49,qsampled_diss,0.30353068134810807,0.008345081955240979,0.2907927869101076,0.3162685757861085
49,random_diss,1.3299400097596636,0.028515307677201007,1.3063937802228291,1.3534862392964981
50,m2_diss,0.4537442426210461,0.012341155030910756,0.4382539277267513,0.46923455751534093
50,m3_diss,1.8115683896984616,0.017836015225324502,1.7929461779930413,1.8301906014038818
50,qsampled_diss,0.3056758439129388,0.008157451679770614,0.2930819625638342,0.3182697252620434
50,random_diss,1.3227881522524552,0.027717878681856822,1.2995734917303343,1.346002812774576
51,m2_diss,0.4760120299710422,0.011872161538105688,0.46081890042285123,0.49120515951923327
51,m3_diss,1.8000817996360565,0.017640474430338116,1.781561949291268,1.8186016499808455
51,qsampled_diss,0.30969004330369576,0.007913869102492246,0.2972856144162182,0.3220944721911733
51,random_diss,1.31451521554137,0.027451081080462854,1.2914125511805519,1.337617879902188
52,m2_diss,0.47463637857755236,0.011479461766384041,0.45969663630929086,0.4895761208458141
52,m3_diss,1.7897231378375036,0.01733900958838092,1.7713622158328712,1.8080840598421368
52,qsampled_diss,0.31303455560491783,0.0076992652306458135,0.3007994708315777,0.32526964037825795
52,random_diss,1.3073677656840257,0.026797195052992016,1.28454191294418,1.330193618423871
53,m2_diss,0.47487368454902146,0.011203864588951687,0.4601143672971447,0.4896330018008982
53,m3_diss,1.7784552721912044,0.016646348299747163,1.7604648302915546,1.796445714090854
53,qsampled_diss,0.31638432907036723,0.00760524295628538,0.30422418028833365,0.3285444778524008
53,random_diss,1.2992371495093644,0.025707208285917497,1.2768803413326122,1.3215939576861166
54,m2_diss,0.4814410249147603,0.012533845352538276,0.46583024832936076,0.4970518015001599
54,m3_diss,1.778680297871443,0.017164733868891037,1.760411882421383,1.7969487133215027
54,qsampled_diss,0.3197987533847372,0.007821081470960365,0.30746725792582236,0.3321302488436519
54,random_diss,1.328489128306804,0.02460408200881921,1.3066172578316693,1.350360998781939
55,m2_diss,0.47878988390174937,0.012108530290604361,0.4634462559725781,0.4941335118309205
55,m3_diss,1.767583429763093,0.01679509535173132,1.749512787880285,1.7856540716459006
55,qsampled_diss,0.3245881862929237,0.007825638040060595,0.31225309918688354,0.33692327339896383
55,random_diss,1.320256267797582,0.024091154238570958,1.298613582402792,1.3418989531923724
56,m2_diss,0.47876052158775795,0.011689379297283982,0.4636848014114879,0.4938362417640281
56,m3_diss,1.7544735203316508,0.01601525768157168,1.736827397101388,1.7721196435619133
56,qsampled_diss,0.3281516092925315,0.007520689236803037,0.3160592466159838,0.34024397196907946
56,random_diss,1.3140972975087981,0.02290495875910234,1.2929941565675396,1.335200438450058
57,m2_diss,0.4893890866176276,0.012546136818316912,0.47377065746026614,0.505007515774989
57,m3_diss,1.7555867764839406,0.015627747939672754,1.738155445820198,1.7730181071476827
57,qsampled_diss,0.3383003134527066,0.007979306376183711,0.32584470599809096,0.3507559209073224
57,random_diss,1.316709162321596,0.02230048321933835,1.2958863454721028,1.3375319791710902
58,m2_diss,0.4916528515569649,0.012189280253774892,0.4762581464719357,0.5070475566419942
58,m3_diss,1.7461389582865845,0.01492106697008281,1.729106305937281,1.7631716106358888
58,qsampled_diss,0.34154028966892436,0.00775971917707504,0.32925726441845815,0.3538233149193907
58,random_diss,1.3096902608718621,0.0219672867242914,1.2890235886413774,1.3303569331023481
59,m2_diss,0.4939133344301945,0.0125063325815429,0.47831970069530816,0.5095069681650808
59,m3_diss,1.734937701832437,0.014189142585516594,1.718328054211657,1.7515473494532166
59,qsampled_diss,0.34738381844431826,0.00767311621539266,0.33516952835204344,0.35959810853659296
59,random_diss,1.3030825083808881,0.02118083912937902,1.282789150085637,1.3233758666761393
60,m2_diss,0.4958356007813231,0.012176553189549601,0.4804489347505451,0.5112222668121011
60,m3_diss,1.7254603335214702,0.014006666474161416,1.7089578337245888,1.741962833318352
60,qsampled_diss,0.3501153674175267,0.0075700568622879645,0.33798338106092823,0.36224735377412537
60,random_diss,1.2967372253114755,0.02035519132271169,1.2768433250270321,1.3166311255959189
61,m2_diss,0.49607756066640457,0.01213717123725005,0.48071579690827343,0.5114393244245358
61,m3_diss,1.741492132565053,0.014365167613578981,1.72477977606432,1.758204489065786
61,qsampled_diss,0.35236373221165157,0.00759162468933471,0.3402144755439342,0.36451298887936895
61,random_diss,1.3059401823431858,0.02035689324734224,1.28604545039839,1.3258349142879824
62,m2_diss,0.49836203319221895,0.011948363493077336,0.48312022277205957,0.5136038436123784
62,m3_diss,1.7341817106287627,0.014568888221584942,1.7173512676032185,1.7510121536543068
62,qsampled_diss,0.3528306824409023,0.0071694006719705185,0.3410241118388115,0.36463725304299316
62,random_diss,1.3129616178221448,0.021268535387663105,1.2926262920372071,1.333296943607083
63,m2_diss,0.49813121487042183,0.011784553549987972,0.4829942462891502,0.5132681834516934
63,m3_diss,1.7243100587592268,0.01446705909215931,1.707538536996098,1.7410815805223565
63,qsampled_diss,0.3548950876248698,0.0070366305410501685,0.3431983508425909,0.3665918244071487
63,random_diss,1.305451857829266,0.020515333445655655,1.2854798543763657,1.3254238612821663
64,m2_diss,0.5034914859704201,0.011653433193588096,0.4884389633754462,0.5185440085653943
64,m3_diss,1.7150034148769517,0.01409627365395889,1.69844821214205,1.7315586176118534
64,qsampled_diss,0.35708319304041536,0.006896036950503477,0.34550389766864087,0.36866248841218985
64,random_diss,1.2988560060707854,0.020041127207217107,1.279116175774547,1.3185958363670238
65,m2_diss,0.5026887784862031,0.011294536037689845,0.48786985894268414,0.5175076980297221
65,m3_diss,1.7056238567352369,0.013692855541866557,1.689307268433759,1.721940445036714
65,qsampled_diss,0.3592212967691842,0.006565967425978314,0.3479225128201656,0.3705200807182025
65,random_diss,1.2921676734712613,0.019671429330101457,1.2726107606017507,1.3117245863407718
66,m2_diss,0.5045127918357919,0.010790343668103683,0.4900284094740885,0.5189971741974952
66,m3_diss,1.6980251487485645,0.013379525190222015,1.6818963251084584,1.7141539723886705
66,qsampled_diss,0.3612863286614839,0.0067656083889024105,0.3498170588260281,0.37275559849693973
66,random_diss,1.2856109636624289,0.019762933160264614,1.266008617993456,1.3052133093314022
67,m2_diss,0.5065040941792467,0.011111499909437281,0.4918057407526536,0.5212024476058398
67,m3_diss,1.6947407176488423,0.013098034172075473,1.6787824625939682,1.7106989727037167
67,qsampled_diss,0.36820170830699683,0.006712087287553641,0.3567778938647967,0.3796255227491972
67,random_diss,1.2832046075421646,0.019097549379540016,1.2639350757129575,1.3024741393713717
68,m2_diss,0.5082960887838575,0.0107421742845451,0.4938440725910269,0.522748104976688
68,m3_diss,1.6863402581969649,0.012702026686771712,1.6706250965405702,1.7020554198533595
68,qsampled_diss,0.37044573946581777,0.0064213668907348075,0.35927206319517824,0.3816194157364573
68,random_diss,1.2769848861378996,0.018253142442184806,1.2581461760020172,1.295823596273782
69,m2_diss,0.5084307609352371,0.010587305160787723,0.49408329976964205,0.5227782221008321
69,m3_diss,1.6775778997713255,0.012410077477395347,1.6620443902194626,1.6931114093231876
69,qsampled_diss,0.3730291217300858,0.006295520661735673,0.3619654783322487,0.3840927651279228
69,random_diss,1.2708746953976746,0.017802730397708542,1.2522698678037638,1.2894795229915854
70,m2_diss,0.5133768070320468,0.010242698432603644,0.49926477558542043,0.5274888384786731
70,m3_diss,1.6712090940022006,0.012094635366334412,1.6558742722510345,1.6865439157533655
70,qsampled_diss,0.37484460464869906,0.006093123356745659,0.36396025893248835,0.3857289503649098
70,random_diss,1.2631092454224917,0.01731280308132845,1.2447622041871604,1.2814562866578234
71,m2_diss,0.5177231280227149,0.009996876612419185,0.503781467346931,0.5316647886984989
71,m3_diss,1.6622343007970446,0.011803183291719583,1.647085372218636,1.6773832293754531
71,qsampled_diss,0.37691697002387203,0.005898944728572964,0.36620746236211965,0.3876264776856244
71,random_diss,1.2571862600848318,0.01692031118776154,1.2390483804553662,1.2753241397142978
72,m2_diss,0.529639106317218,0.009725335789355973,0.5158880948252599,0.5433901178091761
72,m3_diss,1.6531902285316429,0.011559910202683326,1.6381982285629162,1.6681822285003691
72,qsampled_diss,0.37998491185740263,0.005867482242677113,0.3693040023802199,0.3906658213345853
72,random_diss,1.250880449367445,0.016225828044802958,1.233118698386505,1.268642200348385
73,m2_diss,0.5263640398777757,0.009463746556026957,0.5127992243209021,0.5399288554346491
73,m3_diss,1.6362572624450014,0.011255680643908562,1.6214638548400682,1.6510506700499346
73,qsampled_diss,0.382598750167643,0.005688972001397357,0.3720815717731615,0.3931159285621245
73,random_diss,1.2452822129580192,0.015677280435356825,1.2278232796530906,1.262741146262947
74,m2_diss,0.5231764520821213,0.009212571999799307,0.5097928569613892,0.5365600472028533
74,m3_diss,1.6315332027114082,0.010941778671399416,1.616947535338302,1.6461188700845153
74,qsampled_diss,0.38477467094897205,0.005537432848837215,0.37439851288918174,0.3951508290087626
74,random_diss,1.2399136729686864,0.015328420208031275,1.2226500858343101,1.2571772601030626
75,m2_diss,0.520072884153671,0.00897126648098557,0.5068657307913386,0.5332800375160035
75,m3_diss,1.624230124995097,0.010698237354887561,1.6098076944251911,1.6386525555650024
75,qsampled_diss,0.38733279773100415,0.0054913351970101824,0.3769999193067572,0.3976656761552512
75,random_diss,1.2344594000420956,0.015233270017700208,1.2172494776252099,1.2516693224589814
76,m2_diss,0.520074969915959,0.008782325906740674,0.5070076321443948,0.5331423076875232
76,m3_diss,1.616717650245643,0.010458311329576694,1.6024578603908308,1.6309774401004553
76,qsampled_diss,0.3900231938461196,0.005388784467548827,0.37978725342863506,0.40025913426360415
76,random_diss,1.228810898735009,0.014940282002669215,1.2117672827705908,1.2458545146994264
77,m2_diss,0.5255823848088709,0.008814676683224566,0.5124910015884686,0.5386737680292731
77,m3_diss,1.6070637783659651,0.010349631825753923,1.5928782736425848,1.6212492830893446
77,qsampled_diss,0.39529298303658306,0.005232892155951626,0.38520618710402726,0.4053797789691386
77,random_diss,1.224927398380571,0.01418673240587919,1.208319161484025,1.2415356352771172
78,m2_diss,0.5291895380189326,0.00864137105448251,0.5162274887073928,0.5421515873304725
78,m3_diss,1.5997450728895029,0.010124397195700822,1.5857147737786088,1.613775372000397
78,qsampled_diss,0.39767718081024755,0.005128934661816054,0.38769108046673134,0.40766328115376355
78,random_diss,1.2187415496341873,0.013995972213099665,1.2022453509704387,1.2352377482979355
79,m2_diss,0.5299125040244865,0.00859897380016534,0.5169822917344489,0.5428427163145244
79,m3_diss,1.5938168055959463,0.009889849913341556,1.579949975549421,1.607683635642471
79,qsampled_diss,0.40080815455233443,0.005179122173099444,0.3907733152901646,0.410842993814504
79,random_diss,1.2154001796827487,0.013821198120122474,1.1990073023684242,1.2317930569970732
80,m2_diss,0.5339035744115964,0.008558583567662197,0.5210037651096031,0.5468033837135899
80,m3_diss,1.5916805530299891,0.009777167404849109,1.577892946913603,1.6054681591463749
80,qsampled_diss,0.4060553396220586,0.005502114335350135,0.3957123247812704,0.416398354462847
80,random_diss,1.2153588492586365,0.013801107112914376,1.1989778909251823,1.2317398075920907
81,m2_diss,0.5344491876203654,0.008424903061271836,0.5216505188805362,0.5472478563601947
81,m3_diss,1.584896956159991,0.009580326275342966,1.5712488468430774,1.5985450654769038
81,qsampled_diss,0.4091385426521046,0.0054011355020892,0.3988908786171284,0.41938620668708076
81,random_diss,1.2103382227926587,0.01350222496446656,1.194135611538235,1.2265408340470823
