variable,questions,mean,var,lower,upper
qsampled,1,0.15979033880399823,0.07744811501353976,0.14252082917270772,0.17705984843528874
runif,1,0.4226949644618316,0.15551375876716442,0.3982235547025113,0.44716637422115196
m2,1,0.3230214253842887,0.1282334607787784,0.3007998286746782,0.3452430220938992
qsampled,2,0.18328611230814817,0.07750934467186484,0.17107730718896275,0.1954949174273336
runif,2,0.40915656852755405,0.1401369211944136,0.3927403768309065,0.4255727602242016
m2,2,0.27716516564700283,0.11550238628567286,0.26226155118520966,0.292068780108796
qsampled,3,0.1923723723359821,0.08079949097369395,0.18219660691189918,0.20254813776006517
runif,3,0.42369219049436707,0.13929549129265742,0.4103314261443095,0.43705295484442463
m2,3,0.2604422688609743,0.11077087092909368,0.24852777604714615,0.2723567616748024
qsampled,4,0.19587963941687714,0.07903771270537771,0.18716465243109032,0.20459462640266385
runif,4,0.40317081809802335,0.13113590922151525,0.3919451970585393,0.4143964391375074
m2,4,0.25655410210837054,0.10245400301744668,0.24663176388249314,0.2664764403342477
qsampled,5,0.2111498980340385,0.08290096663003908,0.20316723034525894,0.21913256572281806
runif,5,0.4108884627519987,0.1293843445105807,0.40091584625993343,0.4208610792440634
m2,5,0.2724851688973853,0.10211876989989643,0.26362542760543345,0.2813449101893373
qsampled,6,0.21680508604189777,0.08536719724748855,0.20941064058901948,0.22419953149477606
runif,6,0.4209058161624513,0.13050828923702398,0.411763017702265,0.4300486146226369
m2,6,0.27523099309171933,0.10430494794610726,0.26705740865513233,0.28340457752830633
qsampled,7,0.22659828876957905,0.08713041922751516,0.21968222349773467,0.23351435404142354
runif,7,0.41152333447457323,0.12665082896816027,0.40318502135067324,0.41986164759847266
m2,7,0.27840889989744166,0.10401882906231444,0.27085223503252176,0.28596556476236157
qsampled,8,0.22362417626235603,0.08576868325919076,0.2172056815354001,0.23004267098931214
runif,8,0.4100750633821263,0.1269020238026375,0.40226772340544437,0.4178824033588079
m2,8,0.2710827716137617,0.10234728691685452,0.26407133544402145,0.27809420778350186
qsampled,9,0.223641594332695,0.08451933620092215,0.21763451605235504,0.22964867261303526
runif,9,0.41706098607596886,0.1264595133832282,0.40971312382921987,0.4244088483227174
m2,9,0.2746376233758827,0.10150426695854486,0.2680545696081294,0.281220677143636
qsampled,10,0.22817475524828573,0.08816462736464331,0.22235442197743735,0.23399508851913406
runif,10,0.418681886459234,0.1285747210213638,0.41165313057396785,0.4257106423444998
m2,10,0.2783124172113946,0.10338917477944412,0.27200954939379557,0.2846152850289932
qsampled,11,0.226118501022109,0.08688820533946352,0.22060940990206787,0.23162759214215015
runif,11,0.41685322344840825,0.12783861167760108,0.4101708527369968,0.42353559415981945
m2,11,0.2783697800932365,0.10181052884623971,0.272406353347315,0.28433320683915797
qsampled,12,0.22289863586065148,0.08882004861631665,0.21756581762228155,0.2282314540990214
runif,12,0.424268655653759,0.1329331261562957,0.4177445965415506,0.43079271476596714
m2,12,0.2760277246269348,0.10528717134391367,0.2702215645216562,0.28183388473221344
qsampled,13,0.22441655148842898,0.08874294808209914,0.21929520946365114,0.22953789351320683
runif,13,0.4269849561994344,0.13286223352088936,0.42071856318674483,0.43325134921212394
m2,13,0.2792773503096562,0.10597365070135524,0.27368085940088605,0.2848738412184265
qsampled,14,0.22281262139350735,0.08906628732453156,0.2178686232512822,0.2277566195357325
runif,14,0.4203902185677558,0.13304785948980474,0.41434759458354137,0.42643284255197017
m2,14,0.2768722413925904,0.10632605641923722,0.271470404365813,0.28227407841936786
qsampled,15,0.2270212245278785,0.09185316773782916,0.2221707460932067,0.23187170296255033
runif,15,0.4242599654340173,0.13483799767026455,0.41838312828663593,0.4301368025813985
m2,15,0.27690557107747166,0.10695450630303255,0.2716715308941146,0.2821396112608288
qsampled,16,0.2290636439161105,0.09180876375158863,0.22436834737649794,0.233758940455723
runif,16,0.42236028867297737,0.13358852137489477,0.4166965197289141,0.42802405761704065
m2,16,0.2788583097946283,0.10651579073771858,0.2738009022249359,0.28391571736432064
qsampled,17,0.22766664860321362,0.09126884498467233,0.223124975922238,0.2322083212841891
runif,17,0.42195188574323195,0.13340836257945426,0.41646095354659113,0.42744281793987265
m2,17,0.27708029894655983,0.1060420546012323,0.2721848376549503,0.2819757602381694
qsampled,18,0.22908749932131267,0.09148989059827711,0.22466846272476032,0.2335065359178649
runif,18,0.4201301355123049,0.13261218620463253,0.41480987667894653,0.425450394345663
m2,18,0.27771509642231434,0.10557712778228953,0.2729680228188145,0.2824621700258142
qsampled,19,0.232148940406383,0.09303719817304477,0.2278115624251762,0.23648631838758982
runif,19,0.42599136146716393,0.13349993049094255,0.42079571635871654,0.4311870065756113
m2,19,0.2837280963411496,0.1078731226618889,0.2790576801393561,0.28839851254294296
qsampled,20,0.2298660790597849,0.09254209951128863,0.22564980286787922,0.23408235525169058
runif,20,0.4254164535104411,0.13351544676924623,0.4203520869248864,0.4304808200959958
m2,20,0.2782198076292614,0.10692241719032794,0.27368776733884304,0.2827518479196798
qsampled,21,0.2291286403936197,0.09315428634827587,0.22500040076728572,0.23325688001995365
runif,21,0.42453282546295773,0.13456342703628746,0.41957116551377377,0.4294944854121417
m2,21,0.27587066993394066,0.10727894732753242,0.2714404965006744,0.2803008433672068
qsampled,22,0.2292283460717657,0.09291177150626483,0.22520028528261288,0.23325640686091859
runif,22,0.4228522839281128,0.1339149395752057,0.41801640788046035,0.42768815997576526
m2,22,0.27499933400665943,0.10661695695738216,0.2706844036840571,0.27931426432926176
qsampled,23,0.2277214729969924,0.0929593095111693,0.2237809535628866,0.23166199243109817
runif,23,0.42239742961515353,0.135230530408653,0.4176446858054301,0.42715017342487693
m2,23,0.2747306166444675,0.10755372965696115,0.27049204267470917,0.27896919061422587
qsampled,24,0.2285152234719485,0.09401714378565948,0.22463579364496922,0.23239465329892772
runif,24,0.4278113974077404,0.13677512356134175,0.4231322370198955,0.43249055779558526
m2,24,0.2812296444568239,0.11134341132074395,0.27700785437383635,0.2854514345398115
qsampled,25,0.22451322526437004,0.093153474372171,0.22072968253545072,0.22829676799328935
runif,25,0.4224792440514635,0.1369935915598852,0.4178909711596869,0.4270675169432403
m2,25,0.2773850086581729,0.11069675999377357,0.2732605536635971,0.2815094636527486
qsampled,26,0.22404035057734767,0.09297948525395944,0.22033375498875657,0.22774694616593877
runif,26,0.4208817863197204,0.13713896763459874,0.4163802363681381,0.4253833362713026
m2,26,0.2757529119249015,0.11015741061524614,0.27171842330183577,0.2797874005479672
qsampled,27,0.2237247635334968,0.09339671243457995,0.22007931078453222,0.22737021628246132
runif,27,0.4229442910429521,0.1380417072659835,0.41851238198942536,0.42737620009647875
m2,27,0.2745843769581218,0.11077991194864512,0.2706141422051684,0.27855461171107515
qsampled,28,0.22700642729918324,0.09468658299398103,0.22340203484432944,0.23061081975403705
runif,28,0.4250586066791904,0.13850635395402125,0.4206992470468461,0.42941796631153434
m2,28,0.27757297344224885,0.11135185414392654,0.2736642353043157,0.28148171158018176
qsampled,29,0.22995727484098674,0.09645138681266793,0.22638272417379654,0.23353182550817705
runif,29,0.4278942134892891,0.1394616673028389,0.4235959340578107,0.43219249292076733
m2,29,0.2811802324275386,0.11263352669668193,0.27731744276580533,0.28504302208927185
qsampled,30,0.23163815958833567,0.09743441312390114,0.22810583037378962,0.23517048880288172
runif,30,0.4299868616828858,0.13965943445197615,0.42575783791536487,0.4342158854504066
m2,30,0.28280602740528005,0.11367147688549321,0.27899070943820614,0.28662134537235395
qsampled,31,0.23278620008584344,0.09770114017400877,0.22930656246583728,0.2362658377058496
runif,31,0.43010154141478213,0.13954169774352806,0.4259430462308843,0.43426003659867973
m2,31,0.2812191277498978,0.11362064379272624,0.2774666958055891,0.28497155969420657
qsampled,32,0.23292992472152488,0.09793713662862545,0.2295009583129952,0.23635889113005462
runif,32,0.4289812020915849,0.13925228425598316,0.42489245080906024,0.43306995337410936
m2,32,0.2815095682480911,0.11364648169807379,0.27781581800328575,0.28520331849289654
qsampled,33,0.23230377464543914,0.09745688513617072,0.22893545487759134,0.235672094413287
runif,33,0.4272420006438521,0.1386879563493883,0.42322384805427193,0.43126015323343203
m2,33,0.28117462840942525,0.11287178353384568,0.27754969740690216,0.28479955941194857
qsampled,34,0.2352983533808606,0.09930798989919985,0.23194857412071257,0.23864813264100881
runif,34,0.4279129463743211,0.1396783232882908,0.4239402204885382,0.431885672260104
m2,34,0.284425767647325,0.11442931079439471,0.28082999077498644,0.2880215445196637
qsampled,35,0.23456909426663183,0.09936398110803144,0.23126658853500012,0.23787159999826354
runif,35,0.4282265806731761,0.1398485635894204,0.42430863785501366,0.43214452349133864
m2,35,0.2832595866048389,0.11421054991017253,0.2797189431147552,0.2868002300949227
qsampled,36,0.2343714003777384,0.09938256561120513,0.23111478443341418,0.23762801632206274
runif,36,0.4267058122813892,0.1399311572154733,0.4228415316724318,0.4305700928903466
m2,36,0.28380829486807563,0.11406552766366207,0.28031939383986565,0.28729719589628583
qsampled,37,0.24132756337052047,0.10380826638610692,0.23804451406095448,0.24461061268008658
runif,37,0.42886595945682954,0.1417081248087076,0.4250301342208838,0.43270178469277537
m2,37,0.2858609922594168,0.11553395902554221,0.2823974837075431,0.28932450081129074
qsampled,38,0.24349677600004016,0.10489164708568242,0.24024035475943514,0.24675319724064507
runif,38,0.42973607091814753,0.14223607606885535,0.4259440126006817,0.43352812923561335
m2,38,0.28850450718064335,0.11655151447943325,0.2850718606366462,0.29193715372464074
qsampled,39,0.24391444754869432,0.10508260755998308,0.240697124376692,0.24713177072069675
runif,39,0.4307750374662622,0.14224439627511654,0.4270318045640459,0.43451827036847857
m2,39,0.28885205750365117,0.11662589370612353,0.28546262680382856,0.2922414882034741
qsampled,40,0.24464268346409446,0.10618929109091299,0.24144914906880333,0.24783621785938564
runif,40,0.42925084556581666,0.1425819142576556,0.42555031958389505,0.4329513715477383
m2,40,0.2893190465770493,0.11762156341982226,0.28595799860552384,0.2926800945485749
qsampled,41,0.24367589873915818,0.1066133017761136,0.24051526129603895,0.24683653618227736
runif,41,0.43016139067183,0.14378187918673999,0.4264909258870896,0.43383185545657044
m2,41,0.28893136196196745,0.11844892248819572,0.2855999024374579,0.2922628214864771
qsampled,42,0.24446629685631233,0.10715813332977342,0.24133554582924457,0.24759704788338008
runif,42,0.42841441222562276,0.14363462084319217,0.4247897668073217,0.4320390576439236
m2,42,0.28852174482606613,0.1184720226371696,0.2852298658259683,0.29181362382616405
qsampled,43,0.24541007425447492,0.10771926046574397,0.24230785299462823,0.24851229551432166
runif,43,0.42888129798216584,0.14370355894256848,0.425298190381806,0.432464405582526
m2,43,0.2894956770295672,0.11883246787171894,0.28623735768771874,0.29275399637141575
qsampled,44,0.24604366980194267,0.10823820314214544,0.24296952736004468,0.24911781224384083
runif,44,0.4303143632909468,0.1440132688329482,0.4267683941321144,0.43386033244977895
m2,44,0.2902085072310907,0.11938071273155347,0.2869800072841214,0.29343700717806026
qsampled,45,0.24756423410923498,0.10929341856587421,0.24450966102251287,0.2506188071959573
runif,45,0.43066239427725983,0.14438883919397935,0.4271514791722354,0.43417330938228393
m2,45,0.29235043106404424,0.12077534045900236,0.28913941372305113,0.29556144840503745
qsampled,46,0.24930520443193105,0.11054307261744553,0.24626679448745692,0.25234361437640535
runif,46,0.4314648544474267,0.14459402425168852,0.427989846714968,0.43493986217988545
m2,46,0.29423104255526,0.12183209619470751,0.2910412571902545,0.29742082792026564
qsampled,47,0.25014112017718626,0.11102899882339344,0.24712860975270515,0.25315363060166746
runif,47,0.43365053701550504,0.14490707723115565,0.4302089786038379,0.4370920954271722
m2,47,0.2945427987655767,0.12226004014073674,0.2913815941046823,0.29770400342647146
qsampled,48,0.25562284714498656,0.11447162523109186,0.25259602189481817,0.2586496723951551
runif,48,0.4389030881753515,0.14671475467724523,0.4354763942102333,0.4423297821404696
m2,48,0.30119775547677824,0.12591674485627888,0.298023220124574,0.3043722908289828
qsampled,49,0.2550160560401656,0.11456605116007672,0.2520190421822531,0.2580130698980781
runif,49,0.43941406694621565,0.14726567510150096,0.4360161594988727,0.44281197439355874
m2,49,0.29912935006775326,0.12555017293490003,0.29599195335896716,0.3022667467765396
qsampled,50,0.2556813425193619,0.11501523227932291,0.2527086411533088,0.25865404388541513
runif,50,0.44038630371395854,0.14776766206155897,0.4370168204521007,0.44375578697581614
m2,50,0.30016628725415306,0.12607557385603751,0.2970539326007016,0.30327864190760473
qsampled,51,0.2554253828601685,0.11484931947385846,0.25248409504815333,0.2583666706721837
runif,51,0.4396808401099223,0.14749766126352246,0.43634760554033786,0.44301407467950654
m2,51,0.2994933976132685,0.12566369004238478,0.29641674675777957,0.3025700484687576
qsampled,52,0.2572496289823361,0.11523579351163873,0.25433186454534407,0.26016739341932826
runif,52,0.4401932042238845,0.14701878732866103,0.43689754008486265,0.4434888683629064
m2,52,0.30215577965770185,0.12594059637402535,0.2991055018080471,0.3052060575073569
qsampled,53,0.2567036504735158,0.11477961348637294,0.2538192706198911,0.2595880303271407
runif,53,0.4391469225860057,0.1465633644984147,0.43588755916273564,0.4424062860092752
m2,53,0.30116108723172397,0.12537565204678955,0.29814650818028277,0.3041756662831653
qsampled,54,0.2557009612988496,0.11452870295929836,0.25284653971323756,0.25855538288446167
runif,54,0.4403995602877717,0.14670027156747012,0.43716901075245185,0.44363010982309126
m2,54,0.30001656760341977,0.1251460022933959,0.29703276948192264,0.3030003657249169
qsampled,55,0.2565686637392717,0.11457749684730877,0.2537397091970513,0.25939761828149216
runif,55,0.43970431905872565,0.1462704332771474,0.4365079672233042,0.4429006708941471
m2,55,0.2999443324629741,0.12511382506543575,0.2969881655295647,0.3029004993963837
qsampled,56,0.2564729859807462,0.11450076060484624,0.2536703438240308,0.2592756281374617
runif,56,0.4394591292130768,0.14620136000755654,0.43629219405988356,0.4426260643662701
m2,56,0.29927631702384705,0.12477996126777616,0.296350575956719,0.3022020580909752
qsampled,57,0.2567553898167488,0.11439974641607693,0.253978667719987,0.25953211191351067
runif,57,0.43999911945476644,0.1459735474171589,0.4368625351381299,0.443135703771403
m2,57,0.2997888715594661,0.12455009895673416,0.2968915818498936,0.3026861612690387
qsampled,58,0.2568063360371298,0.11409038364675685,0.2540573807384069,0.25955529133585287
runif,58,0.43998011799353925,0.14578434543853525,0.4368727076779824,0.44308752830909587
m2,58,0.299622003934737,0.1240698549490341,0.29675534322048075,0.3024886646489933
qsampled,59,0.25858895547448557,0.11487166998500242,0.2558540805944098,0.26132383035456147
runif,59,0.4404839523667067,0.14630051198524271,0.43739754023184557,0.44357036450156767
m2,59,0.30158029735051567,0.12479557380777646,0.2987297347297165,0.30443085997131486
qsampled,60,0.25751520123247346,0.11456318682350147,0.25480685757808996,0.26022354488685706
runif,60,0.43862354287104516,0.14610694460424928,0.43556498532258897,0.44168210041950146
m2,60,0.2995384056350449,0.12449317599098476,0.2967151253190307,0.30236168595105933
qsampled,61,0.2596732404896261,0.11592101933393795,0.25697131799680584,0.26237516298244634
runif,61,0.4398252964180354,0.1467665421358567,0.4367850742446105,0.4428655185914601
m2,61,0.3017007718822199,0.1258577620459981,0.2988854257706495,0.30451611799379025
qsampled,62,0.26094594931895065,0.11609743184964573,0.2582638674439711,0.2636280311939303
runif,62,0.44106753085512224,0.1467836488915613,0.43805175149494746,0.4440833102152968
m2,62,0.3032143253649666,0.12604236298954777,0.30041972962257574,0.3060089211073576
qsampled,63,0.2633809275171939,0.1169242948714946,0.260710759805631,0.26605109522875675
runif,63,0.4420039145206842,0.14705580034038232,0.4390093943706442,0.44499843467072414
m2,63,0.3046109277503202,0.12659863790166084,0.3018324899635242,0.30738936553711627
qsampled,64,0.2622343164414143,0.11657510658460038,0.2595890511828514,0.26487958169997744
runif,64,0.44137581605647747,0.1473280248645358,0.43840203492961083,0.4443495971833439
m2,64,0.30344831708324327,0.12645827656139821,0.30069320071488953,0.306203433451597
qsampled,65,0.2630372603712852,0.11676244100788023,0.2604103147506188,0.2656642059919516
runif,65,0.44097992431798283,0.14738868198653565,0.43802850056938514,0.4439313480665803
m2,65,0.3031182222142897,0.12659559866308723,0.3003828980424086,0.305853546386171
qsampled,66,0.26333609452933315,0.11654957227290033,0.2607315041627927,0.2659406848958737
runif,66,0.44103545833348345,0.1469567422097482,0.4381107750299651,0.4439601416370017
m2,66,0.3021500678597572,0.12622544557917742,0.2994395171030123,0.30486061861650204
qsampled,67,0.26280558992978653,0.11664068483690113,0.26021950034098745,0.26539167951858583
runif,67,0.44019918593207746,0.14718984554684905,0.43729411018803455,0.4431042616761204
m2,67,0.3022529603094865,0.12649180442641683,0.2995598773655624,0.30494604325341085
qsampled,68,0.26317117458433353,0.11640771092062865,0.26060673637172294,0.26573561279694413
runif,68,0.43984080538688997,0.1468451056183589,0.4369605493003566,0.4427210614734232
m2,68,0.30173690658914765,0.1260814502181657,0.29906803939814347,0.30440577378015204
qsampled,69,0.2635310282068643,0.11635418925748918,0.2609858266734835,0.2660762297402451
runif,69,0.44060261071892187,0.14669420648290368,0.437744772465716,0.4434604489721274
m2,69,0.30165006290216934,0.12615232596118536,0.29899986201408607,0.3043002637902527
qsampled,70,0.2637208097443857,0.11662135420856512,0.2611909547994791,0.2662506646892923
