questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1,0.6581196581196582,0.6873717948717948,0.6188754306891051,0.7560294193910777
6,0.9271889400921658,0.9222419354838709,0.8905945702959174,0.9539084845456773
11,0.8952205882352942,0.91715625,0.8831036664031613,0.9512210674803379
16,0.9420955882352942,0.9496617647058824,0.9302796483081505,0.969052712356989
21,0.9518518518518517,0.9501944444444445,0.9299247883622797,0.9704729317799841
26,0.936405529953917,0.9398,0.9091291386708125,0.9704789656391197
31,0.9871323529411765,0.9871323529411765,0.9871323529411765,0.9871323529411765
36,0.9612903225806452,0.9498870967741936,0.9339508019667192,0.9658438829914114
41,0.9806985294117647,0.9806985294117647,0.9806985294117647,0.9806985294117647
46,0.97856477166822,0.97856477166822,0.97856477166822,0.97856477166822
51,0.992626728110599,0.992626728110599,0.992626728110599,0.992626728110599
56,0.9981617647058824,0.9981617647058824,0.9981617647058824,0.9981617647058824
61,0.9788602941176471,0.9788602941176471,0.9788602941176471,0.9788602941176471
66,0.9935483870967743,0.9935483870967743,0.9935483870967743,0.9935483870967743
71,0.9770220588235294,0.9770220588235294,0.9770220588235294,0.9770220588235294
76,0.994485294117647,0.994485294117647,0.994485294117647,0.994485294117647
81,0.9889400921658986,0.9889400921658986,0.9889400921658986,0.9889400921658986
86,0.9898148148148148,0.9898148148148148,0.9898148148148148,0.9898148148148148
91,1.0,0.5,0.4177203101705293,0.58258797086041
96,0.9935720844811754,0.9935720844811754,0.9935720844811754,0.9935720844811754
101,0.9888888888888888,0.9888888888888888,0.9888888888888888,0.9888888888888888
