fpr,tpr,threshold
0.0,0.0,1.98
0.0,0.02857142857142857,0.98
0.0,0.05714285714285714,0.94
0.0,0.22857142857142856,0.9
0.0,0.2571428571428571,0.89
0.0,0.37142857142857144,0.87
0.0,0.4,0.86
0.0,0.5428571428571428,0.85
0.0,0.6,0.84
0.0,0.7142857142857143,0.83
0.0,0.7714285714285715,0.82
0.0,0.8857142857142857,0.77
0.0,0.9428571428571428,0.76
0.0,1.0,0.72
0.009852216748768473,1.0,0.06
0.022167487684729065,1.0,0.05
0.046798029556650245,1.0,0.04
0.0665024630541872,1.0,0.03
0.12315270935960591,1.0,0.02
0.22167487684729065,1.0,0.01
1.0,1.0,0.0
