,random_diss,qsampled_diss,qsampled_diss_pos,m2_diss,m2_diss_pos,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp
0,1.3475798489392001,1.8883863049171268,2.5084371471981943,1.6061538372329103,2.5084371471981943,1.6394902575005024,5,3,1,4
1,2.492583004332793,1.368939777933883,1.935870995046693,1.1562731222714382,1.5354820726705376,2.638538208613444,4,1,2,4
2,2.096782693614253,1.6166995752001523,2.047075711553696,1.429502749644773,1.454079122138956,2.201073467374366,3,3,2,3
3,1.9040494897767977,1.5360012073152916,1.9052702283892042,1.4187531859179945,1.6438444814110231,1.898175612048974,2,2,2,4
4,1.8483596598793504,1.7099222511119732,1.8769380570624534,1.198967205067111,1.690421068545432,1.9859700798865436,2,3,1,4
5,1.8483596598793504,1.5854649482987548,1.8769380570624534,1.198794551466633,1.456631235863157,1.9859700798865436,5,2,4,5
6,1.7065743207937498,1.5236544994342724,1.6839451925957136,1.1916108263419836,1.5628118547865957,1.9859700798865436,2,2,1,5
7,1.801359064557492,1.530133785737552,1.6583118191609756,1.3489532324425841,1.7256085087471096,1.953302257821155,2,4,3,5
8,1.7319267521917205,1.6232274912340943,1.6693099786597658,1.3779968316555873,1.6756846150980487,1.984060294246339,1,4,3,4
9,1.6886844296145622,1.609087250432094,1.647246989138007,1.3883796568114382,1.6968808067174925,1.9840847989452142,3,1,1,4
10,1.8180122645758077,1.5102962682261825,1.5696051260039463,1.3096530012983134,1.6217851295429384,1.9840847989452142,4,3,3,4
11,1.6715333195029192,1.5041353477624781,1.439738094346722,1.3746197241883031,1.5177203795517848,1.9032934724573407,2,2,4,3
12,1.794197054787902,1.4850519406416918,1.439738094346722,1.3603033979591952,1.7019687602808535,1.8718571978667622,3,1,1,5
13,1.7103259170177039,1.804504294533997,1.456165647763138,1.2285829130211898,1.7019687602808535,1.9778924998211982,3,4,1,5
14,1.6935634182632453,1.7752313536473319,1.6055139625904895,1.2429805522726272,1.6210266580314232,2.024351315938628,2,1,2,5
15,1.7032781487143815,1.668557560355255,1.6802539543268955,1.242980552272627,1.6026267590831587,2.018250432708584,1,2,3,4
16,1.6540118153661958,1.7983463799639676,1.6277833316907537,1.3242382217806057,1.597811014500228,1.9865754155675062,3,4,5,3
17,1.7463844491857035,1.9344282865307558,1.6254080463683187,1.267194165924566,1.5504271472493267,1.9661442098397137,2,1,3,5
18,1.6475692761863914,1.8603756598412364,1.6915386051336034,1.2668901541916953,1.5268429206173935,1.9152903273823516,1,1,3,5
19,1.8087075256585883,1.8496586509039152,1.6638022332105395,1.2602304449915054,1.5831429228589324,1.9801912241943256,5,3,2,5
20,1.7814498037772541,1.8255707392877512,1.577794723163117,1.259265860704274,1.5376380767779287,1.9567628931051921,1,1,1,3
21,1.804338537043478,1.7637718920241816,1.5557889016618631,1.225486129842767,1.5191926587986193,2.003733816388195,3,1,1,4
22,1.833491008318318,1.6659442622792284,1.6085522652655724,1.2481880945025063,1.567039805676283,2.0569153424415005,3,1,5,5
23,1.7929659402798637,1.614759962804419,1.5388802209831414,1.2367404197408245,1.6095354053815838,2.012811122708931,2,3,2,4
24,1.7100384646582483,1.6092904299151898,1.474997392196494,1.2427056880093281,1.6362019502359895,2.028357382305093,1,4,4,3
25,1.7215831676427615,1.5525518465378303,1.4995908358393286,1.2581492113818282,1.6584102384191484,1.9935436745920347,4,2,1,2
26,1.6598518965422921,1.5167389989173226,1.6263648137818658,1.3184536003668277,1.647032378828879,1.9550394253326795,1,1,3,4
27,1.6591235666360897,1.5012256383635003,1.5683434090911001,1.4526060691089273,1.6031422636889976,1.955411639077931,3,2,4,4
28,1.6798378751751586,1.6073235688667953,1.573857107311139,1.4630332274087816,1.62354383477766,1.9588096064609106,5,5,4,5
29,1.627957884550765,1.5866144276852254,1.7029298554154062,1.4576829464220968,1.5935805008901691,1.9596128531324943,2,2,4,3
30,1.6303022398044782,1.59307313279882,1.723710501106372,1.4772324429296626,1.5328467753670827,1.948046415945271,1,1,5,3
31,1.6350105162520912,1.5683398316329586,1.7092951778681118,1.474895158006075,1.5147311998019835,1.9584332783315745,4,2,3,5
32,1.6389773383810462,1.683699371414376,1.727418385796429,1.4564560536252449,1.4863262529195975,1.9852432179061912,2,2,4,2
33,1.6375581824629097,1.8239714903314987,1.7588660485737713,1.4222611979908555,1.4762365326269653,1.987496870209905,1,5,3,4
34,1.638219273302805,1.8264559795061772,1.7602611219404418,1.4452492706353426,1.4945691825799796,1.9514312631983992,1,3,3,2
35,1.6729324723893826,1.6825957718308313,1.7013304430287208,1.464548492936677,1.479547604013759,1.8748559515036423,2,3,4,4
36,1.6556697570104177,1.6602762822448702,1.7078762714769486,1.45515670447399,1.4745779809325472,1.8372409406767365,2,4,3,2
37,1.6730564530424195,1.678374871340977,1.7246760784063024,1.434486784677431,1.4082061472970913,1.8502499945786488,4,1,3,4
38,1.6539126876644745,1.68456820619276,1.7129309718098982,1.4276583723495109,1.4080328323261457,1.8465258394090163,1,3,2,4
39,1.6829033301634353,1.7063521981562915,1.7015793272275945,1.407518729061881,1.404452886104542,1.9012561155672183,2,3,4,4
40,1.6897565750165517,1.7020894227597392,1.69961390760201,1.4202547773729401,1.3958657967438788,1.9414592074815669,4,3,4,5
41,1.6856757303628418,1.6528229142548547,1.7005420986419024,1.4049629656161806,1.381740113275939,1.9393794160414968,2,2,3,4
42,1.6732418301057013,1.6842309090177459,1.7624329751965313,1.387713388647113,1.3549986552320976,1.924034000132154,2,5,2,1
43,1.7165647097555023,1.7238839180459353,1.7512200535161169,1.3569908877042405,1.3287854459312853,1.8844942610876874,5,1,4,4
44,1.6526294777561463,1.728926909081657,1.802441521731108,1.379130177188899,1.324530950528203,1.8331637598071886,5,5,2,5
45,1.649891038810034,1.6824005523001957,1.7603295523889555,1.4605968332368537,1.324530950528203,1.865418746189762,2,1,5,5
46,1.6697324608213349,1.666818560198391,1.7367828606967488,1.4459015806132574,1.3280297970198502,1.8945733823117539,4,1,1,5
47,1.6875466726324504,1.6367557506675643,1.7414813311529622,1.4346254571761934,1.3118548927670057,1.8763569050512485,2,3,3,2
48,1.6502045330386839,1.5873305254200718,1.715032833200864,1.37923114605443,1.3037169038988519,1.8627213035833032,2,3,3,4
49,1.642874020968701,1.5848225230052264,1.7701892079641772,1.3713013268018237,1.2843596532064157,1.8555142878842859,2,1,3,3
50,1.6467092360731763,1.5964708101817933,1.778628139049793,1.344713093726407,1.2465522073769966,1.8742801815690102,1,2,1,4
51,1.634373731004401,1.5873232954924672,1.757257730129967,1.3321934352342826,1.251599739659692,1.8729908335593444,3,2,2,3
52,1.6413218689570883,1.5993815344673883,1.77059877901561,1.3450610876262536,1.284160013835011,1.8693452989535675,1,2,1,4
53,1.6742352631834323,1.5513673443097589,1.7503635329608382,1.3331881352147126,1.2640219783052138,1.8928187484792502,1,1,1,4
54,1.6824444918043702,1.5251638963529133,1.7596483894764419,1.3476635054664898,1.269462455514077,1.8842053439197277,4,1,2,2
55,1.5988603603384044,1.5512275403658289,1.77830172671564,1.355206423388287,1.2804929430345429,1.8400005218355742,3,2,2,4
56,1.6056565893544739,1.5460732486439643,1.7567634871546227,1.3538586716900165,1.2737636996591575,1.8356516349929246,2,3,4,5
57,1.6063059789285725,1.5363825938542062,1.7567634871546227,1.388305038794614,1.261989515770113,1.8335938013222366,3,1,5,5
58,1.5841122526168148,1.5457621989232366,1.740851453568091,1.362050552613619,1.2582597485553584,1.8155307548243036,1,4,5,5
59,1.5889264199887994,1.5777939196554018,1.759315036536558,1.3742743462477434,1.2532853471424286,1.8070316916834752,4,5,4,4
60,1.6208524591233213,1.6211257336006482,1.729551080519235,1.4197990998602037,1.2345258393900007,1.7918107302842017,4,5,5,3
61,1.6124993892911392,1.6890235268878795,1.74069674546057,1.410493820912055,1.2202340150157818,1.828122470381051,2,3,1,4
62,1.6243277035954655,1.6201251406593893,1.7076445979255426,1.3785783969306609,1.2005116655784458,1.8573046307529482,2,1,1,3
63,1.6114311891219546,1.6162070516392908,1.70862804140297,1.3858045545785043,1.1982994070131137,1.8521892561193283,2,1,3,3
64,1.6017209158399162,1.5574593541392152,1.7090569466789232,1.352575571200197,1.2029811126358323,1.8490523319633634,4,2,4,4
65,1.7034453433413816,1.5191815258806396,1.7114499043286748,1.3532133637189319,1.2093099845162012,1.9033768517608045,4,1,1,4
66,1.7167903774388475,1.5363660289721401,1.7070143719888007,1.3326736085973545,1.207267487046394,1.9444312419483678,4,4,1,3
67,1.703677776651458,1.5326999380187758,1.7069612882888268,1.3376655195139624,1.2077720641736867,1.951700352685632,1,2,4,3
68,1.740353105200215,1.5122933189675802,1.7312532534265954,1.3357875827811652,1.2000974861845692,1.9410055104332755,2,1,3,4
69,1.7155274947252834,1.5219787681127015,1.765803144134018,1.3398363329185428,1.1986245075658548,1.9583348453248508,1,1,3,5
70,1.7193235065966948,1.5258866957459927,1.777121327031865,1.3459633795469716,1.2153286124290903,1.9514825159332416,2,5,1,1
71,1.7250985001071715,1.5329471992765609,1.746106938057672,1.3534391548415245,1.221879809474159,1.961715843118698,1,3,4,5
72,1.7293020633484881,1.5361256789271138,1.7638040840695421,1.3618597073484957,1.2208336166781686,1.9491982155448722,5,2,4,4
73,1.67194341824932,1.5399732913743143,1.7728193563719417,1.3614873824961613,1.221109579124104,1.9003863446679792,2,1,3,3
74,1.685445239844624,1.5382771070878107,1.7588230021498967,1.3618118169649882,1.2480734239905322,1.892054579549353,5,4,2,3
75,1.6826800170425165,1.5392479192219002,1.760039335024933,1.3625593543779546,1.2347270918911137,1.8912852120653978,4,3,5,5
76,1.687595664606437,1.5751988298140314,1.8163330466359773,1.372769941734114,1.2385347464548553,1.8862004532212835,2,1,5,5
77,1.6968864692764742,1.5628250143419424,1.8054640434401565,1.3645121339029314,1.2420738216991625,1.8913523305466482,3,4,3,3
78,1.6850585393006234,1.5546807243442158,1.8060458222641667,1.3933491789792427,1.2334171642603118,1.8796482484852959,2,2,5,2
79,1.710434054384957,1.5524751303588626,1.8048109589276957,1.37185650308941,1.243331993030082,1.9069258433397167,5,4,4,5
80,1.7016982674661103,1.5522165671296984,1.809474093623125,1.3778755733958994,1.2442149107270644,1.916274184400385,2,2,1,5
81,1.6977525150797457,1.5406808724227814,1.8186961434601234,1.3803236129473082,1.2399555896868402,1.9027761742323366,2,2,4,4
82,1.6991154388348257,1.5412938222258312,1.818938933286185,1.3720449367326644,1.2459441003699752,1.8993593077897017,4,1,2,2
83,1.689385572774275,1.5327108056061451,1.810377073871387,1.382969897699153,1.2445504909504366,1.8993127452176939,2,1,4,4
84,1.6751869702194775,1.5306506961655384,1.8181865957542338,1.4101954599824835,1.2759045018565098,1.9001975374764453,2,2,1,5
85,1.6696030120123453,1.5227216409705984,1.8119544361187148,1.4129035940509258,1.289275215782109,1.9183612728226762,4,1,4,5
86,1.6696852091607544,1.5469354935405597,1.825182691381114,1.4168836027943683,1.2826412682557289,1.911846421317088,3,5,4,2
87,1.6552049566394926,1.5575674690321153,1.8166859853516397,1.4309399000575604,1.2784810720619344,1.9326927922417914,3,4,4,5
88,1.6580813421911407,1.5479880788617615,1.8063375802981565,1.430975383628686,1.2881306022402288,1.9332704884541736,5,2,2,5
89,1.6517052241227228,1.5691946092588078,1.8159345190005531,1.42164803148582,1.2811406606382327,1.950705507687671,2,1,4,1
90,1.6486418816787491,1.5752600131671808,1.8121257237216946,1.4242242027654752,1.267505390144058,1.94602929699824,4,4,4,2
91,1.6418584888461585,1.5823587407671782,1.8342458099712367,1.4212649628257672,1.256763409428931,1.9447358520174525,3,1,4,3
92,1.6533658822031652,1.5848857714543358,1.8656050350138635,1.4123695461787193,1.2531289234822034,1.9565095581937224,1,1,3,4
93,1.6371779001072218,1.5873941465731136,1.8609321386482085,1.4274861253724787,1.2458537648710282,1.9706163256524256,3,3,4,4
94,1.632271448009369,1.582528074256736,1.8559139831053217,1.4301570533055454,1.2357965930642527,1.955805643993431,2,2,4,3
95,1.6358501045295804,1.5805469819306757,1.8334082675361132,1.4248956869466867,1.268004261168077,1.9693219577580228,3,4,2,5
96,1.6386300165379561,1.5804794644581681,1.8535004911927813,1.416600616490831,1.2587965246290291,1.9694520600480556,4,1,3,2
97,1.6390374151239089,1.570699284783803,1.8496073889543705,1.419117086218026,1.2574189793388297,1.9679527228888212,3,1,4,4
98,1.6385075980939963,1.5478085272348425,1.8345802349584985,1.4168092205457554,1.2520631911970697,1.9592260785033495,4,3,4,3
99,1.656229358401742,1.5349875395139359,1.8400238972052845,1.418661440027691,1.245709510811772,1.9489072753286074,5,3,5,4
100,1.657975004906386,1.5350670686097783,1.8441660046014328,1.4156202352435023,1.2843371250819204,1.947669783796677,4,2,1,2
101,1.6548290963221353,1.5493931534967038,1.8545176619805301,1.4366213871559785,1.2880972980881198,1.9268290424426207,3,5,5,4
102,1.6471615244768472,1.5442771531568458,1.8641351411997311,1.4383771669745684,1.302534708127899,1.924640081171657,4,2,2,5
103,1.6346968544880691,1.553950700563688,1.8759064700707948,1.4237463810279134,1.2870603834561012,1.9220537635938741,4,3,5,4
104,1.645978786956967,1.5498987559696102,1.8778801589494503,1.4262980146449982,1.3131808295651302,1.910894317131513,1,4,2,4
105,1.6378854557624336,1.5362340300832709,1.873212168981169,1.406714898334502,1.3401870132818876,1.8806881418886612,3,3,2,4
106,1.644255173289303,1.5353479257205336,1.8947043016159737,1.4043969477208438,1.3484406768397217,1.8776216197516442,4,1,2,3
107,1.6309703760788545,1.5196995442175012,1.892667258764346,1.4020382648636964,1.3479594825257255,1.8763434604895783,2,2,2,4
108,1.6250178509862898,1.527942467573124,1.886626653034422,1.3963439280292587,1.3397981600740474,1.8669570762519052,3,1,4,3
109,1.6201585605927802,1.5234590580431555,1.889439868462846,1.3944817057477867,1.344822886984777,1.8724831532865085,5,5,4,3
110,1.6135272292468987,1.5190098482241998,1.8796781985860962,1.3964393277561988,1.3410771300817885,1.8669771857649224,4,1,5,5
111,1.6109056553622856,1.5144483385120329,1.8680244197751699,1.3912057102616688,1.334390893969293,1.8624473540211892,2,1,1,2
112,1.610145759770058,1.5182796058705528,1.8643673665467733,1.3903742534842172,1.3304216949032177,1.8605702345899944,2,3,2,4
113,1.624187058496287,1.521797200878603,1.8691685179889155,1.394520731142823,1.3311576990502234,1.8622197679990782,5,3,3,4
114,1.6456264781262913,1.5112244610505186,1.859753489194028,1.3980336835979128,1.3337800077930684,1.8546273823940287,4,1,2,5
115,1.6288391005188878,1.5151794293581538,1.8638874493425521,1.4003791894496878,1.323951464217002,1.8681887806256294,3,2,1,5
116,1.6349733082628901,1.5081793988034145,1.8527585594891296,1.390876678925161,1.3126384244110794,1.8810382198364342,4,1,1,3
117,1.6514984678472473,1.515195354783288,1.8643483445983091,1.4072160959127764,1.3134541435915135,1.8929448693907425,3,2,4,5
118,1.6487508256984111,1.5094500898813403,1.8576888287324445,1.403593604524631,1.310924604749777,1.8864895153023904,2,3,3,4
119,1.6464914936522435,1.5182736169643853,1.8704681013773885,1.404335979745787,1.3068931313675758,1.883099931412491,2,1,4,2
120,1.6492473783215285,1.5163018240747457,1.8761833914659725,1.402072172940788,1.3030862596638135,1.8763389810781645,1,1,3,3
121,1.656960063822485,1.5246046888573546,1.8786493535789404,1.392822206011777,1.2952046232937267,1.8933172588791554,2,2,1,4
122,1.6563869336161525,1.5184160273875142,1.9041379786982848,1.400080926212299,1.3087521361050007,1.8919531749863279,4,3,2,4
123,1.651248792747222,1.5127504778582932,1.8983466853563675,1.3975712049190394,1.3266942132611126,1.8792666904926612,3,3,2,3
124,1.648439991082566,1.5113260278048983,1.907041746205418,1.3978489500071727,1.3412579238020401,1.8733801567470092,2,2,2,3
125,1.6550989137138234,1.5106172260171833,1.9135968190709418,1.3961601810807875,1.3435550354424812,1.8710400478314435,1,2,3,2
126,1.666481389682648,1.5246409288184337,1.9136022348103603,1.3940354117771299,1.3380943396827467,1.8673631341955856,1,1,4,4
127,1.6914379860392785,1.5260999558760582,1.9141713239724139,1.3914492840906691,1.338365902630933,1.858776728357972,4,4,3,3
128,1.692056581471494,1.515037278818453,1.9054695666342611,1.3838704491445035,1.3306981227332653,1.8614143957632827,2,1,1,2
129,1.6844168586145025,1.532222297678872,1.9056967598674246,1.3832414494240914,1.340238895340961,1.8567969923155148,2,5,2,4
