,random_diss,qsampled_diss,qsampled_diss_pos,m2_diss,m2_diss_pos,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp
0,1.3475798489392001,1.6061538372329103,2.5084371471981943,1.6061538372329103,2.5084371471981943,1.3475798489392001,5,1,1,5
1,2.1460094140528203,2.2752964081996754,2.330099675228828,1.1562731222714382,1.5354820726705376,2.1460094140528203,3,3,2,3
2,2.1143063226173653,0.9664190337439802,2.844855796123091,1.5749785275488168,1.3930018257629226,1.82122316921943,4,1,5,5
3,1.8859893686461464,0.5784601127128389,2.7463855877239176,1.4212675083578783,1.2797950901757762,1.6618286380437008,2,1,3,4
4,1.8345693602419746,0.4983023618601542,2.422998628767064,1.6165930612459767,1.1832516928222563,1.7612162801507154,2,1,3,4
5,1.6906399741449876,0.5079524636564087,2.422998628767064,1.6164391211167406,1.0339900894271772,1.7630233177154033,2,3,4,5
6,1.6818233544536731,0.8422902153498495,2.241342877830509,1.5292834252685317,1.183290110453192,1.8234536427914652,3,4,1,4
7,1.6713620345894087,1.101664999812712,1.8947704164528283,1.605357360224764,1.4413434266695075,1.9580464482598905,4,3,3,5
8,1.6315478976752782,1.332011747231928,1.9547873337179338,1.6852133000754104,1.4752271676119288,2.0676456183606184,2,5,4,5
9,1.568245990918863,1.4897823980570086,1.9091088221642392,1.616544853078982,1.4674424473476324,2.050364796220321,2,4,2,4
10,1.5682302598988271,1.6109218382065358,1.9514539978378238,1.616544853078982,1.4713029809603084,2.14681259785377,1,1,4,4
11,1.6726501152576239,1.435629165901238,1.8286071377451625,1.6669552641135779,1.3671680278837508,2.0273079091995116,4,1,4,4
12,1.6785480281567096,1.3844759915483034,1.83175357053869,1.6871747323534534,1.3450979184434104,2.0272730004082082,4,2,5,5
13,1.7326587771536326,1.5029872550497991,1.83175357053869,1.7389874876624483,1.3118303248173235,2.129916696164221,5,1,3,5
14,1.6920423019442636,1.493386644362698,1.8584861214466695,1.7318014635695995,1.2788245672660634,2.087621348294591,3,2,2,4
15,1.7948135856633616,1.568517941029419,2.245225333695044,1.707233483303749,1.3019210505457726,2.0520849930351983,5,1,3,4
16,1.795283922119319,1.4655246482763171,2.385530753694327,1.709557148277299,1.2897384131157752,2.034123275083369,1,1,4,4
17,1.8447971968577117,1.3244154384191638,2.0230933762264294,1.6638607586969194,1.261292250946727,1.9843092513189484,5,1,3,4
18,1.8694680389114042,1.263224760945249,2.0029746910468402,1.6373844654105356,1.2224770792836377,2.001559341469374,1,1,3,5
19,1.9334150053063268,1.2432539047241442,2.016993602735914,1.6354487161665108,1.306885832912099,1.9596984870545504,5,1,3,1
20,1.941555510474321,1.2132927465748142,1.9150488187852621,1.6402550951116321,1.306885832912099,1.9490516845038133,3,1,3,3
21,1.9387853501720833,1.2025142488481055,1.9918197993794458,1.6200860095691845,1.2995879642287822,1.946185338027551,5,1,1,5
22,1.9843190610859023,1.157156398829933,1.9889484475805776,1.6792830952418374,1.358092572404653,2.027556017505068,3,1,3,5
23,1.935220867224854,1.139347193956334,2.0386593962199724,1.7056123837821113,1.4238071761903646,1.9762850657849744,4,2,4,4
24,1.8931010611411174,1.1490654450731919,1.9657748532468442,1.7038485543597934,1.4537928363667287,2.000586589138838,1,3,4,4
25,1.8820757262979144,1.2229252094312992,1.932498887041548,1.6143661355353005,1.529486504184079,1.9660065541371852,2,2,1,2
26,1.9427981913135552,1.2373911726913953,1.9731225247171278,1.696425633600914,1.487763400994747,2.022213276280778,4,1,4,4
27,1.9223098894742374,1.3169727297039975,1.9645088302608074,1.694998979399067,1.540858376186077,1.9995039508323198,2,4,1,3
28,1.9297358254221435,1.3592554604085032,1.9639580286449303,1.7134606452519034,1.541814982915947,2.006443300574529,5,3,5,5
29,1.9557485031403388,1.4952021206821102,2.0091081054091937,1.6760175974889033,1.64124774167055,1.9920320149712059,1,1,2,2
30,1.9269228254363073,1.5028479735221727,1.9920601004479075,1.6857340972725268,1.6509387509806925,1.990665393582478,2,3,5,5
31,1.9665873709732704,1.5382426637869513,1.9921130322931546,1.6988451894930554,1.6371114124709087,2.0025951254240217,3,1,4,5
32,1.9989186201770022,1.457963424217058,2.080979492341363,1.6626333372803783,1.637861290218628,1.954679633845244,5,1,4,5
33,1.9386653209622633,1.4486282658297271,2.100596203951897,1.5866275719755774,1.6159472326887343,1.8727387903645756,3,1,4,5
34,1.9394705289819614,1.4293117296753155,2.1115868866548255,1.625581139070923,1.6191098288345436,1.84901434491832,1,1,3,3
35,1.91140194368091,1.414709982834605,2.0397857600222147,1.583478738840352,1.5569000990558242,1.831299547899311,2,3,3,4
36,1.8635486298324835,1.6125917492178563,1.9979830607564524,1.5780149459256287,1.5427433282991425,1.7911897640687109,3,3,4,4
37,1.8795123908789035,1.590260858629125,1.9764805954552702,1.5508712215747078,1.4785949402086707,1.776435672115592,4,2,3,2
38,1.9116417218113837,1.5877066604766386,1.9739777183693061,1.5610676391342189,1.463236211844676,1.7783828817146377,1,2,4,4
39,1.8725275287799008,1.5756597619358246,1.9648678439283864,1.5484452952296692,1.4363745646087431,1.8018336805213544,1,4,4,3
40,1.8661947705826316,1.5758348006654712,1.9793793231063859,1.5492396783074345,1.4379787528138923,1.804234671728225,4,1,3,4
41,1.841333236116904,1.6146255810683474,1.9443508578195174,1.54213161263386,1.4916326623611578,1.784502747356165,3,4,1,3
42,1.8040472304636643,1.5246298758371553,1.974880295711408,1.609959825408087,1.4655456570757988,1.7977426670985446,2,4,2,4
43,1.8133630628905153,1.510226958424138,1.9777698220898154,1.6309274469478707,1.4741963047344506,1.8077620512664445,5,2,5,5
44,1.8399586667290067,1.4944264659854316,1.9649848263812442,1.618200344502066,1.459664800042878,1.8322903019499939,4,2,1,5
45,1.7777669928817053,1.442200713704539,1.919546196525025,1.6031510881168325,1.459664800042878,1.8613718108215094,2,1,2,5
46,1.7672593166807353,1.445913001942545,1.9098835423554477,1.57434848271174,1.451604835880162,1.9006465479772958,2,2,1,5
47,1.7782260560755094,1.4387965405620775,1.9919859199952583,1.5597884462740024,1.4462595208506022,1.8883721532527493,3,2,3,4
48,1.7398253860733173,1.4210999675888314,1.9723277732259483,1.5828966715165302,1.446184604081145,1.9242183460052293,2,4,3,1
49,1.7274436909835411,1.4262281734213251,1.9625003123665201,1.6179884209385582,1.448206283260234,1.9337925168192098,3,3,4,4
50,1.7232280360536851,1.413104620034056,1.9337336192599712,1.6549418155947353,1.4623160934542494,1.9150129908112248,1,2,3,3
51,1.7245138317678401,1.4094265037498548,1.9258031371688626,1.6645083967786372,1.4541960133753602,1.9032328314768212,1,2,4,3
