,random_diss,qsampled_diss,qsampled_diss_pos,m2_diss,m2_diss_pos,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp
0,1.6394902575005024,1.6394902575005024,2.374905754573672,1.6394902575005024,1.0531499145913523,1.3475798489392001,2,2,4,5
1,2.638538208613444,1.244491754225571,1.869105298734432,1.244491754225571,1.2082273787432722,2.492583004332793,4,1,1,4
2,2.4008329052868036,1.5071009916372085,2.037997711776952,1.3712646371314925,1.460944253759802,1.996940208329355,4,5,3,5
3,2.3126741931407238,1.5254994625862546,1.5007634020984018,1.3010151258402274,1.5800415458089585,1.8464900756342888,1,1,3,4
4,1.9462679518447517,1.3165281674011762,1.5279320296823264,1.1369406980043544,1.4948257133974217,1.96563314097546,1,1,1,3
5,1.951766119212251,1.5486598228699409,1.552679758957336,1.1271190366719988,1.3308256984588498,1.9652530816685747,4,2,4,4
6,2.1394668279753697,1.4876952554987537,1.6366418030403027,1.209805954990885,1.311600706997875,2.1507059633556396,5,1,3,5
7,2.12985906142866,1.3764192888205051,1.7209926944493077,1.4254193846373258,1.3923154771254584,2.138231859696004,5,3,5,5
8,2.0209888424691234,1.3519104261286878,1.672866142516171,1.5243534567737558,1.4360717490126187,2.0815527634872875,2,2,4,3
9,1.9083662600404512,1.3189513241714352,1.6509704505214002,1.5067033869585669,1.4657620652115864,2.0188353677503414,1,1,2,3
10,1.9083694514576983,1.318925129649626,1.6509704505214002,1.506659349034652,1.4059871887878619,2.0188353677503414,3,1,2,4
11,1.808344651333899,1.4007455960861905,1.7715053141102564,1.4437609059705947,1.4064654100273486,2.000942491712139,4,3,3,4
12,1.7737268242500241,1.3953678614951832,1.7822664407574138,1.5635549981641301,1.4204637515977585,2.0716565181561837,2,1,5,5
13,1.7505757640123911,1.452620379183055,1.7014717488197748,1.4498740259162237,1.4832241990176762,1.9733550483433322,4,2,2,3
14,1.7262102016422327,1.424955656975855,1.7109469038574525,1.4361182997766646,1.6888085501608556,2.017031709531435,1,4,1,5
15,1.7977258633506523,1.4934753334808675,1.8374690656826793,1.4290283497731409,1.6090022231996008,2.0706065612994236,5,1,3,5
16,1.720334258745085,1.4388423836963002,1.8949082866509328,1.4214237467835382,1.5138004032640533,1.9772203201452339,3,2,3,3
17,1.6533703349837385,1.35550613924666,1.7633608860987882,1.409401703711824,1.466482647634539,2.185368027586952,2,1,3,1
18,1.7479075606506886,1.2455287257477154,2.306208566077579,1.4700562429784523,1.463065094739437,2.017732939426725,4,1,4,4
19,1.7223777122341228,1.2261691754379935,2.241174679030935,1.4571708599372284,1.4555211594507735,1.9814841116494608,1,2,1,3
20,1.824702631218588,1.1701287424489852,2.114049268951088,1.4974286805589816,1.5083510736417622,1.9814841116494608,5,1,2,4
21,1.8130665781216015,1.1872168723873162,1.9966020873426942,1.4563043120865744,1.4938721473026426,2.014596264795035,2,2,1,5
22,1.8438415067896532,1.1805098064177173,2.063999068692667,1.4654433792695567,1.4938721473026426,2.027262781073807,3,2,1,3
23,1.7992280829707354,1.1710758771326788,2.095358854929835,1.4461544846475212,1.5377012303201898,2.0379347783298614,3,2,2,4
24,1.7969497020367526,1.1766858798847755,2.0068761698093907,1.4527181699520273,1.4507829126162604,2.031655533300308,4,3,4,4
25,1.793947547354086,1.1851922119938145,2.0053443540929305,1.4690974023397325,1.3945360629994679,2.064383296701331,1,1,3,4
26,1.7647159541087905,1.2285834539919873,1.9576743340736054,1.480682892437169,1.3663660248576504,2.036663759555452,1,3,4,3
27,1.7647552127166792,1.2836164223644106,1.8713685501372999,1.4808617652736797,1.449782883072028,2.0367043014140624,3,3,1,2
28,1.773770994770995,1.3038914203572305,1.8459490839915096,1.4765611881085774,1.4757444773820987,1.9958738194530563,5,2,4,4
29,1.8133697726829432,1.4218272284912212,1.8317802354455486,1.468697374129059,1.4401773402366476,1.9852399155106089,1,3,3,4
30,1.8163594942676353,1.4325067599259516,1.8162814277308148,1.4784035212317652,1.4493403100182698,1.98214890245624,5,3,4,5
31,1.8385272854660168,1.466767212268202,1.796057149137845,1.4564183882175619,1.4516400475313318,1.991649086259036,5,5,2,5
32,1.9282536432546475,1.4761380770926,1.8010357685584044,1.4492809143433878,1.4805409260218525,1.9803098673082775,5,2,5,5
33,1.9537938934323393,1.5473796762075924,1.7850407594003164,1.4602570237898764,1.4714109989434585,1.9438359630115678,1,4,3,5
34,1.9616378559727248,1.554167736862684,1.8160496116929397,1.4703672712492215,1.5059072456102267,1.929147400278666,3,3,5,4
35,1.9604989151995946,1.444284362530615,1.788447200897698,1.4576195298767363,1.4685061897531835,1.942546072732602,1,2,3,3
36,2.0353175703848656,1.4279010919748985,1.86747340831712,1.458218943298832,1.4488403067395077,1.914042074705583,1,3,4,4
37,2.106225218386411,1.3773030750984936,1.8307611755462199,1.4534619975263185,1.4331857299895823,1.9293181249577134,4,1,3,4
38,2.029549030977576,1.3856549056413463,1.7514725286145283,1.4456161335921132,1.4263667190964775,1.9144799532422696,3,3,4,4
39,2.0638557572891565,1.3947388704697488,1.7517353530313022,1.4459008832960702,1.4025343916087736,1.9138645369983454,2,3,4,4
40,2.055151601042857,1.4027094375397289,1.7482038198995087,1.4350281155919526,1.402523577433469,1.8901167365091358,3,4,2,2
41,2.041121717659029,1.4214415052817346,1.732183218395343,1.4238047934924258,1.3912363385416335,1.8773528074635202,2,4,3,2
42,2.0380096923410433,1.404898518870684,1.7005789829067561,1.4172056010036562,1.3910878781044091,1.8946317815064109,3,2,3,5
43,2.013193309728884,1.4331986765442446,1.7247157522451921,1.3977001588012985,1.3788157620410753,1.849540668877982,3,5,4,4
44,1.9674086267878232,1.4456370637340152,1.7256315588790012,1.4278848032911267,1.3686227650246112,1.8283544801339786,5,3,1,5
45,1.9743616850372983,1.431013722510112,1.6849085838995765,1.4305813506780554,1.3595107777968858,1.866381739499765,5,1,1,4
46,2.0798929469531195,1.4070270680235282,1.6552575791584787,1.4035985802786222,1.3315247777755455,1.866381739499765,4,1,1,5
47,2.0513316813609452,1.431288824940688,1.6609628064698618,1.3783671687683186,1.3243334806902864,1.8360065987095255,4,1,3,4
48,2.00512501143386,1.3686023780866508,1.636715055380676,1.3764111267270505,1.3206439307191835,1.8367310425935264,2,3,4,4
49,1.9928270106575676,1.4064402176302382,1.6152064703258528,1.3905560054442023,1.3089014235400207,1.8661352737627313,3,4,3,2
50,2.0159802497888215,1.3897236612666675,1.5951928399551292,1.4116604839901854,1.3449700297892087,1.9137940716400428,1,1,3,4
51,2.000488372097399,1.3933404352319962,1.5815319715898584,1.419834597810905,1.3481028195824178,1.9186935659452602,2,3,4,4
52,1.9998796403063293,1.3845122296143866,1.5591190839155706,1.4160660395319677,1.3329548999403282,1.914079814971475,1,3,3,4
53,1.9912766195654414,1.401793788755836,1.532504826293845,1.4582760710283948,1.34441976198477,1.9353023585554903,3,1,3,4
