questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1,0.7231481481481481,0.7315277777777777,0.6680970969855229,0.7950894711144448
6,0.7293233082706766,0.7797105263157895,0.710441135680074,0.8490377612136225
11,0.8851851851851852,0.8924666666666666,0.8520537135830164,0.9329020949312964
16,0.880708294501398,0.8970270270270271,0.8567329660312922,0.9373362600150063
21,0.9627213420316869,0.9501551724137931,0.9354403510880716,0.9648880985221326
26,0.9138888888888889,0.9308055555555556,0.9083720381998093,0.9532589121724254
31,0.9504132231404959,0.9424242424242424,0.9238573546391633,0.9610113340814673
36,0.9553656220322888,0.9525384615384616,0.9351426850179836,0.9699471180292548
41,0.9731481481481482,0.9731481481481482,0.9731481481481482,0.9731481481481482
46,0.9751838235294117,0.9711764705882353,0.9546413353425235,0.9877184709463827
51,0.9895536562203229,0.9895536562203229,0.9895536562203229,0.9895536562203229
56,0.9814634146341463,0.9814634146341463,0.9814634146341463,0.9814634146341463
61,0.9880514705882353,0.9776029411764706,0.96959704600273,0.9856153350690211
66,0.9485294117647058,0.95846875,0.9377037883207446,0.9792419146707529
71,0.96875,0.9735,0.9646311098012536,0.9823764572256554
76,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9917355371900827
81,0.9678604224058769,0.9662575757575758,0.9532830917867433,0.9792407556592351
86,0.9699248120300751,0.9508421052631579,0.934675743534954,0.9670297904484991
91,0.9935720844811754,0.9935720844811754,0.9935720844811754,0.9935720844811754
96,0.9770220588235293,0.9770220588235293,0.9770220588235293,0.9770220588235293
101,0.9953917050691244,0.9953917050691244,0.9953917050691244,0.9953917050691244
