questions asked,auc,z_auc,z_auc_lb,z_auc_ub
1.0,0.6286187263951116,0.6510559564658983,0.5914907058693734,0.7107970534102102
6.0,0.8311965495731636,0.8603974676398043,0.8155617659716843,0.9053433245723724
11.0,0.8815334970074815,0.9002283505048589,0.8655709059843433,0.9349761880928785
16.0,0.9020041810571234,0.914086695243329,0.8826851644095457,0.9456816991502113
21.0,0.933901039602917,0.9393919656886559,0.9159539837257291,0.9628889790172439
26.0,0.9533929935952791,0.9527532665839462,0.9357472624586569,0.9697713262857509
31.0,0.9626561519773825,0.9626155409254973,0.9482836387356848,0.9770042966972172
36.0,0.9616627463996914,0.9629379970833908,0.9494613206900642,0.9764374948917658
41.0,0.972189468127795,0.9716035376348162,0.963035436838533,0.9802558215942451
46.0,0.9788101250444182,0.9790003415089678,0.9724477869825525,0.9855564964284509
51.0,0.982129869519915,0.9654415985417711,0.9582528005263226,0.9726432077419215
56.0,0.9884265807348578,0.9379541743394809,0.9281382207221544,0.9478020136999472
61.0,0.9916719366698991,0.9080113276834211,0.8935296401592174,0.9225448305711834
66.0,0.9930583861069096,0.9257046814300441,0.913626394788943,0.9378247476032903
71.0,0.9889383663536175,0.9209329009652362,0.9083100016505845,0.9335982064605285
76.0,0.9931267716345367,0.9254941383290558,0.9134731822553361,0.9375572221636228
81.0,0.9941751733626999,0.9272054202762802,0.9159829233937093,0.9384692580890918
86.0,0.9945180667390255,0.8438245247705731,0.8185601307905546,0.869181851314815
91.0,0.994071760066577,0.8767173821863927,0.8571605490124062,0.896346695094248
96.0,0.9935992900841469,0.9267147607272039,0.9154486421520918,0.9380221681878128
101.0,0.9954558531846004,0.8450316935207349,0.8195480043239353,0.8706082420216388
